ObjectName (Name of the Object),ObjectCategory (Potential Object Type),StartFrame (Frame where the object first appears),EndFrame (Frame where the object last appears),"StartPosition [x,y,z] at first valid position","EndPosition [x,y,z] at last valid position","PathLength (Sum of all displacements, added stepwise with abs value)",NetDisplacement (Vector value of end position - start position),AvgSpeed (Mean step speed over valid steps),VisibilityRatio (Percentage of frames where the object is visible),"SizeChange (Change in perceived size of the object, can be due to camera movement)",RelativeSize (Compared to other objects in the game),"MotionPhases (Symbolic phase sequence, e.g. STILL_LOW;ASCEND_MID)",DistBand (Categorical range of total distance covered: none/short/medium/long),SpeedBand (Categorical range of average movement speed: none/slow/medium/fast),VertBand (Categorical range of vertical displacement: none/flat/moderate/large),"PathSummary (Short, deterministic natural-language description)"
zoneDESERT/SandSea/Pillars/cliffDesert19 (2),Mesh,8,12,"[574.2,988.7,355.5]","[-270.5,988.7,43.8]",1800.7498216021015,900.3749108010508,900.3749108010508,1.0,stable,huge,HORIZ_HIGH;STILL_HIGH;HORIZ_HIGH,long,fast,none,Overall: moves quickly over a long distance. Phases: moves across the scene in a high region; stays mostly still in a high region; moves across the scene in a high region.
zoneDESERT/SandSea/Pillars/cliffDesert19 (12),Mesh,8,12,"[-507.75,949.1,273.4]","[344.6,949.1,118.25]",1732.7112223333697,866.3556111666849,866.3556111666849,1.0,stable,huge,HORIZ_HIGH;STILL_HIGH;HORIZ_HIGH,long,fast,none,Overall: moves quickly over a long distance. Phases: moves across the scene in a high region; stays mostly still in a high region; moves across the scene in a high region.
zoneDESERT/SandSea/Pillars/cliffDesert19 (6),Mesh,8,12,"[280.3,993.0,974.2]","[348.2,993.0,337.7]",1280.2228868443183,640.1114434221591,640.1114434221591,1.0,stable,huge,HORIZ_HIGH;STILL_HIGH;HORIZ_HIGH,long,fast,none,Overall: moves quickly over a long distance. Phases: moves across the scene in a high region; stays mostly still in a high region; moves across the scene in a high region.
zoneVALLEY/cellValley_RaceTrack2/Sector/Mountains/mtnBluffQuar01 (1)/mountaintop,Mesh,8,12,"[-236.612,23.805,-1085.647]","[-92.69,39.481,-830.408]",1173.7544968586913,293.4386242146728,293.4386242146728,1.0,stable,huge,HORIZ_HIGH,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a high region.
zoneVALLEY/cellValley_RaceTrack2/Sector/Mountains/mtnBluffQuar01 (2)/mountaintop,Mesh,8,12,"[-111.5,40.0,-812.0]","[-284.5,37.461,-1014.0]",1063.8755304714928,265.9688826178732,265.9688826178732,1.0,stable,huge,HORIZ_HIGH,long,fast,flat,Overall: moves quickly over a long distance with almost no vertical change. Phases: moves across the scene in a high region.
zoneMOCHI/cellVALLEY_MochiEstate/Sector/Mountains/mtnSpireQuar03 (6)/mountaintop,Mesh,8,12,"[346.8,52.111,-950.42]","[198.38,46.082,-735.8]",1044.0428316194696,261.0107079048674,261.0107079048674,1.0,stable,huge,HORIZ_HIGH,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a high region.
zoneVALLEY/cellValley_RaceTrack2/Sector/Mountains/mtnBluffQuar01/mountaintop,Mesh,8,12,"[-67.75,40.0,-849.918]","[-280.74,24.75,-908.52]",885.7222770507694,221.43056926269236,221.43056926269236,1.0,stable,huge,HORIZ_HIGH,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a high region.
cratePinkParty(Clone),PhysicsBody,9,12,"[-189.139,7.48,765.642]","[116.75,17.406,352.01]",3236.5711152974177,514.5464383522639,1078.8570384324728,1.0,stable,tiny,HORIZ_MID;HORIZ_LOW,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a mid-height region; moves across the scene in a low region.
cratePinkParty(Clone)/partyBoxRibbon,Mesh,9,12,"[-189.139,7.48,765.642]","[116.75,17.406,352.01]",3236.5711152974177,514.5464383522639,1078.8570384324728,1.0,stable,tiny,HORIZ_MID;HORIZ_LOW,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a mid-height region; moves across the scene in a low region.
zoneVALLEY/cellValley_RaceTrack2/Sector/Cliffs/valley_rockPillar01 (2),Mesh,8,12,"[-130.68,18.1,-839.51]","[-214.82,8.761,-1042.248]",878.8124092432926,219.70310231082314,219.70310231082314,1.0,stable,huge,HORIZ_MID,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a mid-height region.
zoneVALLEY/cellValley_RaceTrack2/Sector/Cliffs/valley_rockPillar01 (1),Mesh,8,12,"[-148.98,-0.797,-834.82]","[-229.06,11.221,-1019.288]",805.8355340688321,201.45888351720802,201.45888351720802,1.0,stable,huge,HORIZ_MID,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a mid-height region.
zoneQUARRY/cellQuarry_AshIsle/Sector/Mountains/mtnBluffQuar02 (2)/mountaintop,Mesh,8,12,"[422.1,43.234,744.2]","[285.5,-6.6,613.8]",781.2517909713874,195.31294774284686,195.31294774284686,1.0,stable,huge,HORIZ_HIGH,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a high region.
zoneMOSS/cellMoss_Archipelago/Sector/Solid Filler/areaCrag02/areaCragChunk02,Mesh,8,12,"[-423.085,3.13,904.397]","[-363.456,6.17,723.129]",763.3918738367603,190.84796845919007,190.84796845919007,1.0,stable,huge,HORIZ_MID,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a mid-height region.
zoneMOSS/cellMoss_Archipelago/Sector/Solid Filler/areaCrag02/areaCragChunk03,Mesh,8,12,"[-420.464,2.344,904.101]","[-365.978,5.384,723.899]",753.1345335330202,188.28363338325505,188.28363338325505,1.0,stable,huge,HORIZ_LOW,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a low region.
zoneMOSS/cellMoss_Archipelago/Sector/Solid Filler/areaCrag02/areaCragChunk01,Mesh,8,12,"[-421.648,4.024,903.585]","[-364.72,7.064,724.19]",752.9420143304528,188.2355035826132,188.2355035826132,1.0,stable,huge,HORIZ_MID,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a mid-height region.
zoneMOSS/cellMoss_Archipelago/Sector/Solid Filler/areaCrag02/areaCragChunk05,Mesh,8,12,"[-423.398,2.362,902.545]","[-362.809,5.402,724.892]",750.9019315995928,187.7254828998982,187.7254828998982,1.0,stable,huge,HORIZ_LOW,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a low region.
zoneMOSS/cellMoss_Archipelago/Sector/Build Sites/siteGadget/siteBase/Light Column,Mesh,8,12,"[-379.65,-4.34,703.15]","[-345.873,-6.971,886.53]",745.9333191646556,186.4833297911639,186.4833297911639,1.0,stable,huge,HORIZ_LOW,long,fast,flat,Overall: moves quickly over a long distance with almost no vertical change. Phases: moves across the scene in a low region.
zoneMOSS/cellMoss_Archipelago/Sector/Solid Filler/areaCrag02/areaCragChunk04,Mesh,8,12,"[-421.15,1.828,902.438]","[-365.0,4.868,725.408]",742.9851680888387,185.74629202220967,185.74629202220967,1.0,stable,huge,HORIZ_LOW,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a low region.
zoneVALLEY/cellValley_RaceTrack2/Sector/Flora/valley_tree03 (1)/LOD1,Mesh,8,12,"[-223.667,16.93,-863.849]","[-119.351,18.44,-1015.456]",736.1390130131672,184.0347532532918,184.0347532532918,1.0,stable,huge,HORIZ_HIGH,long,fast,flat,Overall: moves quickly over a long distance with almost no vertical change. Phases: moves across the scene in a high region.
zoneVALLEY/cellValley_RaceTrack2/Sector/Flora/valley_tree03 (1)/LOD2,Mesh,8,12,"[-223.667,16.93,-863.849]","[-119.351,18.44,-1015.456]",736.1390130131672,184.0347532532918,184.0347532532918,1.0,stable,huge,HORIZ_HIGH,long,fast,flat,Overall: moves quickly over a long distance with almost no vertical change. Phases: moves across the scene in a high region.
zoneVALLEY/cellValley_RaceTrack2/Sector/Flora/valley_tree03 (1),Mesh,8,12,"[-223.667,16.93,-863.849]","[-119.351,18.44,-1015.456]",736.1390130131672,184.0347532532918,184.0347532532918,1.0,stable,huge,HORIZ_HIGH,long,fast,flat,Overall: moves quickly over a long distance with almost no vertical change. Phases: moves across the scene in a high region.
zoneVALLEY/cellValley_RaceTrack2/Sector/Cliffs/valley_rockLip01,Mesh,8,12,"[-279.46,18.63,-852.24]","[-228.147,6.36,-1019.964]",703.3055329797998,175.82638324494994,175.82638324494994,1.0,stable,huge,HORIZ_MID,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a mid-height region.
zoneVALLEY/cellValley_RaceTrack2/Sector/Flora/valley_tree02 (1)/LOD1,Mesh,8,12,"[-220.16,30.35,-812.19]","[-193.11,6.59,-984.27]",703.2241918478057,175.80604796195144,175.80604796195144,1.0,stable,huge,HORIZ_HIGH,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a high region.
zoneRUINSTransition/cellReef_RuinsGardenOfTranquility/Sector/Mountains/mtnSpireMoss04 (2)/mountaintop,Mesh,8,12,"[-51.1,47.3,491.1]","[112.811,41.0,430.1]",700.0286385113112,175.0071596278278,175.0071596278278,1.0,stable,huge,HORIZ_HIGH,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a high region.
zoneDESERT/cellDesert_ScorchedPlainsNorthEast/Sector/Cliffs/glassShard03,Mesh,8,12,"[74.195,1030.937,569.59]","[195.09,1091.79,679.35]",697.0330980261986,174.25827450654964,174.25827450654964,1.0,stable,huge,HORIZ_HIGH,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a high region.
zoneQUARRY/cellQuarry_AshIsle/Sector/Solid Filler/rockCrag02,Mesh,8,12,"[500.61,6.208,729.47]","[358.76,-1.836,643.29]",664.6878465685982,166.17196164214954,166.17196164214954,1.0,stable,huge,HORIZ_LOW,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a low region.
zoneVALLEY/cellValley_RaceTrack2/Sector/Solid Filler/valley_mtnBase04,Mesh,8,12,"[-273.42,17.93,-856.3]","[-142.944,9.18,-958.61]",664.1431794545513,166.03579486363782,166.03579486363782,1.0,stable,huge,HORIZ_MID,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a mid-height region.
zoneVALLEY/cellValley_RaceTrack2/Sector/Main Nav/areaRamp01,Mesh,8,12,"[-253.55,14.861,-908.299]","[-94.74,17.721,-860.418]",663.5828311341395,165.89570778353487,165.89570778353487,1.0,stable,huge,HORIZ_MID,long,fast,flat,Overall: moves quickly over a long distance with almost no vertical change. Phases: moves across the scene in a mid-height region.
zoneDESERT/cellDesert_RuinsEnd/Sector/Solid Filler/ruinDesertPlanter01,Mesh,8,12,"[-121.76,1035.95,38.2]","[35.4,1002.415,63.13]",650.4812584540773,162.62031461351933,162.62031461351933,1.0,stable,huge,HORIZ_HIGH,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a high region.
zoneSEA/cellSea_Vault001/Sector/Flora/mossDrape05 (1)/drapeMoss02,Mesh,8,12,"[817.67,32.85,106.57]","[972.97,12.73,68.56]",644.579422569477,161.14485564236924,161.14485564236924,1.0,stable,huge,HORIZ_HIGH,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a high region.
zoneMOSS/cellMoss_Archipelago/Sector/Constructs/woodBridgeBroke02,Mesh,8,12,"[-378.74,-3.49,730.8]","[-400.96,-3.95,890.14]",643.5299601417172,160.8824900354293,160.8824900354293,1.0,stable,huge,HORIZ_LOW,long,fast,flat,Overall: moves quickly over a long distance with almost no vertical change. Phases: moves across the scene in a low region.
zoneVALLEY/cellValley_RaceTrack1/Sector/Solid Filler/valley_rockLip02 (2),Mesh,8,12,"[-710.243,16.262,-928.21]","[-689.22,23.94,-768.92]",643.4186483216043,160.85466208040108,160.85466208040108,1.0,stable,huge,HORIZ_HIGH,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a high region.
zoneVALLEY/cellValley_RaceTrack1/Sector/Mountains/mtnBluffQuar02/mountaintop,Mesh,8,12,"[-683.08,32.72,-971.71]","[-703.05,30.241,-814.479]",634.0540507180755,158.51351267951887,158.51351267951887,1.0,stable,huge,HORIZ_HIGH,long,fast,flat,Overall: moves quickly over a long distance with almost no vertical change. Phases: moves across the scene in a high region.
zoneVALLEY/cellValley_RaceTrack1/Sector/Solid Filler/valley_rockLip02 (1),Mesh,8,12,"[-628.88,18.45,-775.3]","[-686.16,12.62,-922.75]",633.1696745738856,158.2924186434714,158.2924186434714,1.0,stable,huge,HORIZ_MID,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a mid-height region.
zoneVALLEY/cellValley_RaceTrack2/Sector/Solid Filler/valley_ramp04,Mesh,8,12,"[-118.32,8.76,-845.738]","[-243.904,10.43,-941.51]",631.7772511257427,157.94431278143568,157.94431278143568,1.0,stable,huge,HORIZ_MID,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a mid-height region.
zoneVALLEY/cellValley_RaceTrack2/Sector/Main Nav/valley_platform01 (1),Mesh,8,12,"[-225.25,24.317,-1006.06]","[-241.4,16.651,-849.548]",630.1186707279826,157.52966768199565,157.52966768199565,1.0,stable,huge,HORIZ_HIGH,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a high region.
zoneREEF/cellReef_RingIsland/Sector/Rocks/rockCrag01 (29),Mesh,8,12,"[-634.117,-8.67,-236.752]","[-530.087,-4.74,-119.222]",628.0253077703159,157.00632694257897,157.00632694257897,1.0,stable,huge,HORIZ_LOW,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a low region.
zoneVALLEY/cellValley_RaceTrack2/Sector/Grass/grassValleyColony02 (2)/grassThinColony02_LOD2,Mesh,8,12,"[-151.585,19.051,-1036.94]","[-247.12,16.199,-859.9]",804.7681080062756,201.1920270015689,201.1920270015689,1.0,stable,large,HORIZ_MID,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a mid-height region.
zoneVALLEY/cellValley_RaceTrack1/Sector/Solid Filler/valley_rockLip02,Mesh,8,12,"[-664.5,23.571,-764.949]","[-673.66,11.88,-920.68]",625.7504862738822,156.43762156847055,156.43762156847055,1.0,stable,huge,HORIZ_HIGH,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a high region.
zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony02 (3)/grassThinColony02_LOD1,Mesh,8,12,"[-607.851,19.641,-909.256]","[-771.692,21.388,-795.995]",796.7431647500968,199.1857911875242,199.1857911875242,1.0,stable,large,HORIZ_HIGH,long,fast,flat,Overall: moves quickly over a long distance with almost no vertical change. Phases: moves across the scene in a high region.
zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony02 (3)/grassThinColony02_LOD0,Mesh,8,12,"[-607.851,19.641,-909.256]","[-771.692,21.388,-795.995]",796.7431647500968,199.1857911875242,199.1857911875242,1.0,stable,large,HORIZ_HIGH,long,fast,flat,Overall: moves quickly over a long distance with almost no vertical change. Phases: moves across the scene in a high region.
zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony02 (3)/grassThinColony02_LOD3,Mesh,8,12,"[-607.851,19.641,-909.256]","[-771.692,21.388,-795.995]",796.7431647500968,199.1857911875242,199.1857911875242,1.0,stable,large,HORIZ_HIGH,long,fast,flat,Overall: moves quickly over a long distance with almost no vertical change. Phases: moves across the scene in a high region.
zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony02 (3)/grassThinColony02_LOD2,Mesh,8,12,"[-771.692,21.388,-795.995]","[-607.851,19.641,-909.256]",796.7431647500968,199.1857911875242,199.1857911875242,1.0,stable,large,HORIZ_HIGH,long,fast,flat,Overall: moves quickly over a long distance with almost no vertical change. Phases: moves across the scene in a high region.
zoneVALLEY/cellValley_RaceTrack1/Sector/Solid Filler/valley_rockLip01,Mesh,8,12,"[-751.03,10.78,-944.8]","[-719.976,21.31,-794.014]",617.2409527826226,154.31023819565564,154.31023819565564,1.0,stable,huge,HORIZ_MID,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a mid-height region.
zoneREEF/cellReef_RingIsland/Sector/Rocks/rockCrag01 (30),Mesh,8,12,"[-633.567,-9.76,-228.082]","[-524.187,-9.2,-119.552]",616.3513141058434,154.08782852646084,154.08782852646084,1.0,stable,huge,HORIZ_LOW,long,fast,flat,Overall: moves quickly over a long distance with almost no vertical change. Phases: moves across the scene in a low region.
zoneDESERT/cellDesert_SilentSentinels/Sector/Cliffs/cliffDesert15,Mesh,8,12,"[39.043,1022.645,397.577]","[-82.09,1024.598,492.138]",614.7363743134125,153.68409357835313,153.68409357835313,1.0,stable,huge,HORIZ_HIGH,long,fast,flat,Overall: moves quickly over a long distance with almost no vertical change. Phases: moves across the scene in a high region.
zoneMOSS/cellMoss_Forest/Sector/Cliffs/cliffWallMoss01 (1),Mesh,8,12,"[-304.966,0.3,336.728]","[-286.06,0.3,489.16]",614.3998888020734,153.59997220051835,153.59997220051835,1.0,stable,huge,HORIZ_LOW,long,fast,none,Overall: moves quickly over a long distance. Phases: moves across the scene in a low region.
zoneDESERT/cellDesert_ScorchedPlainsNorthEast/Sector/Cliffs/glassShard04,Mesh,8,12,"[184.52,1080.08,680.89]","[92.716,1027.962,569.387]",614.194488402493,153.54862210062325,153.54862210062325,1.0,stable,huge,HORIZ_HIGH,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a high region.
zoneREEF/cellReef_RingIsland/Sector/Rocks/rockCrag01 (27),Mesh,8,12,"[-633.567,-0.97,-227.452]","[-521.897,-4.34,-122.392]",613.4381716196017,153.35954290490042,153.35954290490042,1.0,stable,huge,HORIZ_LOW,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a low region.
zoneMOSS/cellMoss_Coast/Sector/Build Sites/siteGadget/siteBase/Light Column,Mesh,8,12,"[-384.2,4.438,618.0]","[-520.476,-0.6,548.634]",611.989170832295,152.99729270807376,152.99729270807376,1.0,stable,huge,HORIZ_LOW,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a low region.
zoneVALLEY/cellValley_RaceTrack1/Sector/Deco/valley_ore_pebbles_02,Mesh,8,12,"[-627.71,24.781,-893.689]","[-749.132,33.78,-803.98]",604.9395178495115,151.23487946237788,151.23487946237788,1.0,stable,huge,HORIZ_HIGH,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a high region.
zoneMOSS/cellMoss_Forest/Sector/Cliffs/cliffWallMoss01 (2),Mesh,8,12,"[-262.82,0.3,488.72]","[-323.006,0.3,351.208]",600.4252458383141,150.10631145957854,150.10631145957854,1.0,stable,huge,HORIZ_LOW,long,fast,none,Overall: moves quickly over a long distance. Phases: moves across the scene in a low region.
zoneQUARRY/cellQuarry_CrystalVolcano/Sector/Mountains/mtnBluffQuar02 (3)/mountaintop,Mesh,8,12,"[445.6,7.234,276.73]","[462.1,47.3,133.1]",600.0948092560043,150.02370231400107,150.02370231400107,1.0,stable,huge,HORIZ_HIGH,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a high region.
zoneVALLEY/cellValley_RaceTrack1/Sector/Flora/valley_tree05,Mesh,8,12,"[-668.37,10.4,-911.76]","[-655.42,21.51,-762.99]",598.9811015382705,149.74527538456763,149.74527538456763,1.0,stable,huge,HORIZ_MID,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a mid-height region.
zoneVALLEY/cellValley_RaceTrack2/Sector/Main Nav/valley_mtnBase04 (1),Mesh,8,12,"[-102.37,11.261,-871.84]","[-174.88,9.77,-1002.148]",596.5245751182426,149.13114377956066,149.13114377956066,1.0,stable,huge,HORIZ_MID,long,fast,flat,Overall: moves quickly over a long distance with almost no vertical change. Phases: moves across the scene in a mid-height region.
zoneVALLEY/cellValley_RaceTrack2/Sector/Solid Filler/valley_ramp03,Mesh,8,12,"[-264.45,10.311,-947.028]","[-136.88,6.69,-1024.128]",596.4109528303447,149.10273820758619,149.10273820758619,1.0,stable,huge,HORIZ_MID,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a mid-height region.
zoneMOSS/cellMoss_Archipelago/Sector/Solid Filler/cliffWallMoss01 (1),Mesh,8,12,"[-436.69,-4.57,888.48]","[-380.86,-5.62,750.7]",594.661850802622,148.6654627006555,148.6654627006555,1.0,stable,huge,HORIZ_LOW,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a low region.
zoneRANCH/cellRanch_Docks/Sector/Cliffs/areaCrag03/areaCragChunk05,Mesh,8,12,"[-161.563,5.404,-376.927]","[-54.258,18.889,-275.104]",594.1599997172478,148.53999992931196,148.53999992931196,1.0,stable,huge,HORIZ_MID,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a mid-height region.
zoneRANCH/cellRanch_Docks/Sector/Cliffs/areaCrag03/areaCragChunk03,Mesh,8,12,"[-156.977,7.975,-378.02]","[-56.55,20.572,-271.188]",588.6573599234108,147.1643399808527,147.1643399808527,1.0,stable,huge,HORIZ_MID,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a mid-height region.
zoneDESERT/cellDesert_SilentSentinels/Sector/Cliffs/cliffDesert18,Mesh,8,12,"[-86.214,1024.902,369.383]","[-77.358,1021.953,515.661]",586.3020193859132,146.5755048464783,146.5755048464783,1.0,stable,huge,HORIZ_HIGH,long,fast,flat,Overall: moves quickly over a long distance with almost no vertical change. Phases: moves across the scene in a high region.
zoneREEF/cellReef_RingIsland/Sector/Build Sites/siteGadget/siteBase/Light Column,Mesh,8,12,"[-605.926,0.739,-235.082]","[-510.837,-4.39,-124.922]",582.4561808342324,145.6140452085581,145.6140452085581,1.0,stable,huge,HORIZ_LOW,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a low region.
zoneMOSS/cellMoss_Forest/Sector/Cliffs/cliffWallMoss01 (3),Mesh,8,12,"[-281.33,0.3,338.85]","[-253.526,0.23,481.118]",579.8379241132817,144.95948102832043,144.95948102832043,1.0,stable,huge,HORIZ_LOW,long,fast,flat,Overall: moves quickly over a long distance with almost no vertical change. Phases: moves across the scene in a low region.
