ObjectName,FrameCount (frames recorded),FirstFrame (start frame),LastFrame (end frame),TotalPathLength (total movement distance),MaxStepDistance (largest single movement),StartX,StartY,StartZ,EndX,EndY,EndZ,VisibleFrames,MedianRenderVolume (typical on-screen volume),HierarchyLevel (depth in scene tree),ObjectType (Unity class/type),IsActive (true/false),HasRenderer,HasCollider,NetDisplacement (start to end distance),VisibilityRatio (fraction visible),ImportanceScore (movement × visibility × size)
zoneRUINSTransition/cellReef_RuinsGardenOfTranquility/Sector/Mountains/mtnSpireMoss04 (2)/mountaintop,10,8,12,1575.0644366504503,175.0071596278278,-51.1,47.3,491.1,112.811,41.0,430.1,10,809414.861773275,5.0,Mesh,True,True,True,175.0071596278278,1.0,70865.11764557155
zoneREEF/cellReef_RingIsland/Sector/Main Nav/cliffBase05,60,8,12,4533.277594888532,115.32711433136608,-578.517,16.05,-216.242,-548.997,1.23,-159.132,60,10462.725358366002,4.0,Mesh,True,True,True,65.9743503188929,1.0,68774.13803494384
zoneVALLEY/cellValley_RaceTrack1/Sector/Constructs/objValleyAmmoStationType4/FX ACTIVE/FX Init/Flash Horizontal,25,8,12,3083.7631727458224,168.55380173997864,-656.43,16.481,-891.549,-732.37,7.601,-963.018,25,46200.5743152,7.0,Empty,True,True,False,104.65923734195667,1.0,67816.67148093645
zoneVALLEY/cellValley_RaceTrack1/Sector/Flora/valley_tree02,45,8,12,4799.07613783054,193.40223131598046,-636.753,43.727,-896.642,-602.2,13.75,-898.3,45,7760.249572374,4.0,Mesh,True,True,True,45.77422093274772,1.0,67566.56047338693
zoneVALLEY/cellValley_RaceTrack2/Sector/Constructs/objValleyAmmoStationType4/FX ACTIVE/FX Init/Flash Horizontal,30,8,12,3380.4078337080628,162.06538689368557,-172.42,18.795,-1003.588,-240.893,22.231,-999.647,30,31444.464918029997,7.0,Empty,True,True,False,68.67233290052116,1.0,67522.70989485862
zoneVALLEY/cellValley_RaceTrack2/Sector/Rocks/valley_ore_05,190,8,12,19732.926417061328,212.23461806924902,-272.33,20.11,-848.45,-110.33,14.386,-903.986,190,23.131514376000002,4.0,Mesh,True,True,True,171.35055142018072,1.0,65603.78546478804
zoneVALLEY/cellValley_RaceTrack1/Sector/Flora/valley_tree02/LOD2,45,8,12,4611.898844879509,193.40223131598046,-636.753,43.727,-896.642,-602.2,13.75,-898.3,45,7387.2561453120015,5.0,Mesh,True,True,False,45.77422093274772,1.0,64136.68634223375
zoneVALLEY/cellValley_RaceTrack2/Sector/Rocks/valley_ore_05/LOD1,190,8,12,20040.734935149238,212.23461806924902,-210.36,10.562,-988.759,-123.19,23.691,-891.628,190,19.263627536500003,5.0,Mesh,True,True,False,131.16939697200715,1.0,63779.95398120233
zoneVALLEY/cellValley_RaceTrack1/Sector/Flora/valley_tree02/LOD1,45,8,12,4377.272623914742,193.40223131598046,-771.534,20.901,-794.819,-776.09,13.07,-956.56,45,7889.800767264,5.0,Mesh,True,True,False,161.9945455192859,1.0,61883.536497440735
zoneVALLEY/cellValley_RaceTrack2/Sector/Rocks/valley_ore_06,130,8,12,15324.677588188322,191.83575396155953,-148.566,19.73,-901.013,-243.47,14.75,-929.54,130,47.96464496,4.0,Mesh,True,True,True,99.2237841699257,1.0,60806.95524954876
zoneSLIMULATIONS/cellSlimulationMoss_Coast/Sector/Slimes/GlitchTarrNode 3/Portal/FX TarrSpawnerSpawn/FX Energy,25,8,12,2102.7964787538754,128.96320948239463,736.377,17.81,1282.835,650.27,9.54,1312.73,25,131507.26200047703,7.0,Empty,True,True,False,91.52332693909239,1.0,60065.73001806426
zoneVALLEY/cellValley_RaceTrack1/Sector/Rocks/valley_ore_05,155,8,12,16082.324780328103,184.37687172202493,-643.623,14.95,-820.435,-739.431,5.251,-977.666,155,36.9310968,4.0,Mesh,True,True,True,184.37687172202493,1.0,59867.19876557456
zoneWILDS/cellWilds_Forest/Sector/Grass/grassWildsColony01/grassThinColony01_LOD3,235,8,12,13380.577218871242,110.33198169615193,-932.549,33.53,751.984,-870.716,1.604,782.972,235,71.78106114,5.0,Mesh,True,True,False,76.17641044969231,1.0,58623.3596122426
zoneVALLEY/cellValley_RaceTrack2/Sector/Flora/valley_tree02/LOD1,35,8,12,4099.6073750884125,219.40621096723757,-177.05,11.801,-999.558,-196.209,31.39,-930.303,35,8035.1979227520005,5.0,Mesh,True,True,False,74.47852863074027,1.0,58223.21473676673
zoneWILDS/cellWilds_Forest/Sector/Grass/grassWildsColony01/grassThinColony01_LOD2,235,8,12,13059.05178552584,110.33198169615193,-928.379,33.69,780.603,-879.292,3.299,841.912,235,71.78106114,5.0,Mesh,True,True,False,84.21365644003357,1.0,57214.683379882
zoneQUARRY/cellQuarry_AshIsle/Sector/Mountains/mtnBluffQuar02 (2)/mountaintop,10,8,12,1757.8165296856218,195.31294774284686,422.1,43.234,744.2,285.5,-6.6,613.8,10,216084.92375525998,5.0,Mesh,True,True,True,195.31294774284686,1.0,56848.81578815762
zoneVALLEY/cellValley_RaceTrack2/Sector/Flora/valley_tree02,35,8,12,4012.4833898479856,177.24375213247995,-189.32,25.43,-1050.84,-129.98,9.111,-986.718,35,7903.277679316,4.0,Mesh,True,True,True,88.87731006843083,1.0,56750.54725243535
zoneVALLEY/cellValley_RaceTrack2/Sector/Flora/valley_tree02/LOD2,35,8,12,4012.4833898479856,177.24375213247995,-189.32,25.43,-1050.84,-129.98,9.111,-986.718,35,7501.890814271998,5.0,Mesh,True,True,False,88.87731006843083,1.0,56015.94451800527
zoneSLIMULATIONS/cellSlimulationMoss_HoneyPerch/Sector/Slimes/GlitchTarrNode 3/Portal/FX TarrSpawnerSpawn/FX Energy,20,8,12,1701.9102809204476,101.97115572552862,716.27,16.75,1068.83,649.24,12.35,1042.09,20,223063.22046002297,7.0,Empty,True,True,False,72.3008194974303,1.0,55479.86550486024
cratePinkParty(Clone)/partyBoxRibbon,80,9,12,29937.401200494965,1382.781731399428,-189.139,7.48,765.642,116.75,17.406,352.01,80,1.3228515920000001,1.0,Mesh,False,True,False,514.5464383522639,1.0,55438.404434722266
zoneWILDS/cellWilds_Forest/Sector/Grass/grassWildsColony01/grassThinColony01_LOD0,235,8,12,12529.366835995752,110.33198169615193,-872.836,1.604,800.402,-915.074,22.797,808.812,235,74.404077216,5.0,Mesh,True,True,False,47.999166586514754,1.0,55382.05813411642
zoneVALLEY/cellValley_RaceTrack1/Sector/Rocks/valley_ore_05/LOD1,155,8,12,15546.371662474103,197.76129893131272,-707.93,17.463,-792.528,-656.95,3.576,-934.49,155,30.743182401,5.0,Mesh,True,True,False,151.47613215619148,1.0,55351.94948556073
zoneDESERT/cellDesert_SilentSentinels/Sector/Cliffs/cliffDesert22,20,8,12,2559.1488370988504,154.71048025909556,-97.13,1023.3,430.383,-91.892,1024.598,516.365,20,41749.103671702505,4.0,Mesh,True,True,True,86.15117974816134,1.0,54872.05097426851
zoneWILDS/cellWilds_Forest/Sector/Grass/grassWildsColony01/grassThinColony01_LOD1,235,8,12,12374.246416097341,110.33198169615193,-917.016,22.797,782.202,-932.549,33.53,751.984,235,74.404077216,5.0,Mesh,True,True,False,35.63143137736678,1.0,54696.397938748734
zoneVALLEY/cellValley_RaceTrack1/Sector/Flora/valley_tree01/LOD2,45,8,12,5699.603937205291,204.93663949865092,-631.993,38.095,-886.702,-646.825,21.17,-762.689,45,1583.729958,5.0,Mesh,True,True,False,126.03835931175877,1.0,53941.71546468588
cratePinkParty(Clone),80,9,12,29937.401200494965,1382.781731399428,-189.139,7.48,765.642,116.75,17.406,352.01,80,1.074077694,0.0,PhysicsBody,False,True,True,514.5464383522639,1.0,53890.42539041783
zoneVALLEY/cellValley_RaceTrack1/Sector/Flora/valley_tree01/LOD1,45,8,12,5385.195882901473,190.006297406165,-657.56,14.53,-797.58,-631.993,38.095,-886.702,45,1936.4019369999999,5.0,Mesh,True,True,False,95.6645785962599,1.0,53591.720100442544
zoneSLIMULATIONS/cellSlimulationMoss_Coast/Sector/Slimes/GlitchTarrNode 3/Portal/FX Drips/FX Energy,25,8,12,2065.356596210573,128.96320948239463,732.68,15.19,1298.95,604.3,4.56,1292.86,25,85964.644598104,7.0,Empty,True,True,False,128.96320948239463,1.0,53047.8193646236
zoneSLIMULATIONS/cellSlimulationMoss_Coast/Sector/Slimes/GlitchTarrNode 3/Portal/FX Drips/FX Distortion,25,8,12,2065.356596210573,128.96320948239463,732.68,15.19,1298.95,604.3,4.56,1292.86,25,76153.136196834,7.0,Empty,True,True,False,128.96320948239463,1.0,51464.727687683575
zoneVALLEY/cellValley_RaceTrack2/Sector/Mountains/mtnBluffQuar03/mountaintop,10,8,12,1170.3668482574174,130.04076091749081,-91.65,38.41,-995.71,-214.52,55.4,-956.66,10,697985.3619818505,5.0,Mesh,True,True,True,130.04076091749081,1.0,50742.86738990032
zoneVALLEY/cellValley_RaceTrack2/Sector/Rocks/valley_ore_06/LOD1,130,8,12,13126.000193521804,193.60534523612716,-106.03,12.56,-879.81,-140.62,21.43,-818.657,130,41.790554502000006,5.0,Mesh,True,True,False,70.81549554299531,1.0,50357.09214564998
zoneVALLEY/cellValley_RaceTrack2/Sector/Rocks/valley_ore_07/LOD1,175,8,12,19177.10046012331,234.54384603310314,-180.362,11.469,-934.193,-197.636,25.017,-928.07,175,8.300135556,5.0,Mesh,True,True,False,22.791018165057903,1.0,50233.8566662572
zoneQUARRY/cellQuarry_CrystalVolcano/Sector/Mountains/mtnBluffQuar02 (3)/mountaintop,10,8,12,1350.2133208260097,150.02370231400107,445.6,7.234,276.73,462.1,47.3,133.1,10,371802.80757554504,5.0,Mesh,True,True,True,150.02370231400107,1.0,50011.7562248301
zoneVALLEY/cellValley_RaceTrack2/Sector/Rocks/valley_ore_07,175,8,12,18760.566180966835,179.6641205917308,-166.535,12.19,-832.535,-117.196,15.551,-872.78,175,8.696099429999999,4.0,Mesh,True,True,True,63.75965234378243,1.0,49657.68452625318
zoneWILDS/cellWilds_Caverns/Sector/Mountains/mtnSpireMoss04/mountaintop,10,8,12,1196.2158342443893,132.9128704715988,-1017.219,39.03,799.645,-992.353,138.7,715.304,10,568896.3307817801,5.0,Mesh,True,True,True,132.9128704715988,1.0,49278.70426120118
zoneVALLEY/cellValley_RaceTrack1/Sector/Flora/valley_tree01,45,8,12,4788.934008748475,190.006297406165,-714.96,18.275,-930.09,-752.654,14.543,-913.036,45,1983.7780528800001,4.0,Mesh,True,True,True,41.54039450944105,1.0,47946.63124570405
zoneDESERT/cellDesert_Bridges/Sector/Mountains/mtnBluffReef02/mountaintop,15,8,12,1534.9701768276927,150.2802545246713,-123.2,1069.07,412.0,-125.5,1061.6,385.6,15,187569.595866114,5.0,Mesh,True,True,True,27.53272416598109,1.0,47916.20237445552
zoneSLIMULATIONS/cellSlimulationMoss_HoneyPerch/Sector/Slimes/GlitchTarrNode 3/Portal/FX Drips/FX Distortion,20,8,12,1677.5706559859527,101.97115572552862,637.1,9.54,1013.88,716.27,16.75,1068.83,20,129170.54137499999,7.0,Empty,True,True,False,96.640444431925,1.0,47704.98794075046
zoneSLIMULATIONS/cellSlimulationQuarry_DonutHole/Sector/Mountains/mtnBluffQuar02/mountaintop,20,8,12,1706.5584147750146,120.36768253979137,1066.2,19.0,976.2,1163.3,42.9,1019.79,20,113535.268446372,5.0,Mesh,True,True,True,109.0857832166959,1.0,46988.98583437206
fruitKookadoba(Clone)/Aura,236,9,12,30716.137169520298,260.02302375174395,-939.791,3.027,775.096,-859.972,32.974,885.339,236,0.0385641,1.0,Mesh,False,True,False,139.3607355713941,1.0,46512.12525709484
fruitKookadoba(Clone)/Shadow,236,9,12,30716.339938992052,260.02302375174395,-939.79,3.018,775.096,-859.982,32.974,885.338,236,0.013205499999999998,1.0,Mesh,False,True,False,139.35557887648415,1.0,46225.87163951073
fruitKookadoba(Clone)/model_pricklepear,236,9,12,30716.580458883782,260.02302375174395,-939.789,3.005,775.095,-859.994,32.974,885.338,236,0.012591810000000002,1.0,Mesh,False,True,False,139.35172060294045,1.0,46219.232304469035
zoneVALLEY/cellValley_RaceTrack1/Sector/Flora/valley_tree04/LOD1,40,8,12,4717.700551424892,184.8889510517056,-659.131,29.09,-953.844,-652.39,7.23,-805.489,40,1553.831009721,5.0,Mesh,True,True,False,150.10831657839617,1.0,44436.76438545517
zoneVALLEY/cellValley_RaceTrack2/Sector/Flora/valley_tree01,30,8,12,3646.5541354464267,243.52993295486291,-177.66,5.541,-970.888,-166.18,31.53,-896.78,30,4251.189516612,4.0,Mesh,True,True,True,79.36758900836038,1.0,44169.967274727525
zoneVALLEY/cellValley_RaceTrack1/Sector/Flora/valley_tree04/LOD2,40,8,12,4727.851620159392,184.8889510517056,-669.6,9.491,-876.328,-686.81,14.27,-924.18,40,1466.0221859225,5.0,Mesh,True,True,False,51.07677402694884,1.0,43889.86728314099
zoneQUARRY/cellQuarry_DonutHole/Sector/Mountains/mtnBluffQuar02/mountaintop,10,8,12,1015.4804293535153,112.83115881705726,351.6,28.48,215.7,336.4,19.0,104.3,10,677001.38791688,5.0,Mesh,True,True,True,112.83115881705726,1.0,43692.84932921693
zoneVALLEY/cellValley_RaceTrack2/Sector/Rocks/valley_ore_05 (1),115,8,12,12780.034483431029,185.35561412862572,-176.651,15.411,-937.022,-106.787,11.659,-859.617,115,25.52678072,4.0,Mesh,True,True,True,104.3388231915619,1.0,43505.52577169602
zoneWILDS/cellWilds_CliffCave/Sector/Mountains/mtnBluffReef01 (1)/mountaintop,10,8,12,1084.6929100169323,120.5214344463258,-773.602,56.33,895.341,-892.721,65.49,911.221,10,509728.925553652,5.0,Mesh,True,True,True,120.5214344463258,1.0,43474.34958543027
zoneSLIMULATIONS/cellSlimulationMoss_NorthPass/Sector/Slimes/GlitchTarrNode 4/Portal/FX Drips/FX Energy,20,8,12,1744.4960735802028,113.94072753848816,862.27,12.82,1233.76,807.05,7.43,1271.22,20,73718.0465799325,7.0,Empty,True,True,False,66.94439558320029,1.0,43117.75920171952
zoneVALLEY/cellValley_RaceTrack1/Sector/Solid Filler/valley_ramp02,25,8,12,3026.7953570416857,183.78510620831065,-729.57,-0.19,-770.789,-658.59,4.88,-778.39,25,7684.411282937999,4.0,Mesh,True,True,True,71.56563771112504,1.0,42509.999178116756
zoneREEF/cellReef_RingIsland/Sector/Main Nav/cliffBase04,25,8,12,2163.7402144795374,111.68714185616896,-576.057,4.47,-231.682,-481.817,16.31,-201.052,25,27816.415335648002,4.0,Mesh,True,True,True,99.79759566242065,1.0,41915.58864372708
zoneSLIMULATIONS/cellSlimulationMoss_NorthPass/Sector/Slimes/GlitchTarrNode 4/Portal/FX Drips/FX Distortion,20,8,12,1744.4960735802028,113.94072753848816,862.27,12.82,1233.76,807.05,7.43,1271.22,20,65304.5306889915,7.0,Empty,True,True,False,66.94439558320029,1.0,41831.048090022836
zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony01/grassThinColony01_LOD3,90,8,12,10189.74072645144,218.0009539726833,-751.423,21.88,-885.581,-646.232,5.405,-860.46,90,51.9494583005,5.0,Mesh,True,True,False,109.39669440618398,1.0,41230.61123019107
zoneVALLEY/cellValley_RaceTrack2/Sector/Solid Filler/valley_rockLip01,30,8,12,3552.831339621532,215.7603823063911,-142.36,9.052,-873.81,-130.87,17.95,-1031.88,30,3557.0509399145003,4.0,Mesh,True,True,True,158.7366353555475,1.0,41159.38628785634
zoneVALLEY/cellValley_RaceTrack2/Sector/Rocks/valley_rockLip01,45,8,12,4811.923592129036,180.3049893929727,-97.18,18.118,-914.83,-144.17,9.35,-956.51,45,1013.4020017300002,4.0,Mesh,True,True,True,63.420503971507465,1.0,40734.510896602755
zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony01/grassThinColony01_LOD1,90,8,12,9932.347383586712,218.0009539726833,-664.702,14.592,-850.94,-655.361,13.845,-888.739,90,53.825747415,5.0,Mesh,True,True,False,38.94324962044126,1.0,40540.518593156834
zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony01/grassThinColony01_LOD0,90,8,12,9851.798939298928,218.0009539726833,-665.62,34.889,-830.109,-665.982,34.923,-840.41,90,53.825747415,5.0,Mesh,True,True,False,10.30741485533587,1.0,40211.74679559617
zoneVALLEY/cellValley_RaceTrack1/Sector/Cliffs/valley_rockLip02,25,8,12,2992.537290075586,173.42489252987872,-774.87,17.4,-834.65,-684.77,9.95,-803.63,25,6383.074175856,4.0,Mesh,True,True,True,95.58113255240285,1.0,40124.10063750673
zoneWILDS/cellWilds_CliffCave/Sector/Mountains/mtnBluffReef01 (2)/mountaintop,10,8,12,956.2521768116399,106.25024186795999,-803.582,46.3,932.392,-908.131,59.2,918.528,10,603587.783350896,5.0,Mesh,True,True,True,106.25024186795999,1.0,39980.57041042852
zoneVALLEY/cellValley_RaceTrack2/Sector/Flora/valley_tree01/LOD1,30,8,12,3317.420785437855,160.7382095987137,-185.58,26.802,-1058.171,-249.98,25.47,-1017.18,30,4125.799274065,5.0,Mesh,True,True,False,76.3504833318035,1.0,39883.67391462715
zoneOGDEN/cellWilds_OgdensOutpost/Sector/Grass/grassWildsColony01/grassThinColony01_LOD1,225,8,12,9622.369259403453,89.22396313771321,956.31,-1.2,496.48,940.98,1.246,494.22,225,54.701707158,5.0,Mesh,True,True,False,15.687556087549064,1.0,39431.23726338878
zoneVALLEY/cellValley_RaceTrack2/Sector/Rocks/valley_ore_05 (1)/LOD1,115,8,12,11817.598340322313,185.35561412862572,-277.674,14.94,-836.034,-260.32,10.69,-986.52,115,21.31949688,5.0,Mesh,True,True,False,151.54293125052055,1.0,38529.341285774346
zoneVALLEY/cellValley_RaceTrack2/Sector/Rocks/valley_ore_07 (1)/LOD1,135,8,12,14882.252619964756,198.85407311141506,-168.144,12.33,-1034.817,-122.17,25.031,-892.018,135,7.41001092,5.0,Mesh,True,True,False,150.5539055554521,1.0,38015.35681939516
zoneOGDEN/cellWilds_OgdensOutpost/Sector/Grass/grassWildsColony01/grassThinColony01_LOD3,225,8,12,9274.316517775276,89.22396313771321,954.18,3.01,546.92,974.19,-1.2,522.33,225,52.781451659999995,5.0,Mesh,True,True,False,31.981124120330733,1.0,37673.09517482168
zoneOGDEN/cellWilds_OgdensOutpost/Sector/Grass/grassWildsColony01/grassThinColony01_LOD2,225,8,12,9248.874744749604,89.22396313771321,904.12,1.45,543.608,949.07,-1.2,496.21,225,52.781451659999995,5.0,Mesh,True,True,False,65.3765661686204,1.0,37569.748439267074
zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony01/grassThinColony01_LOD2,90,8,12,9255.788234312482,218.0009539726833,-734.72,5.049,-962.138,-681.028,12.861,-803.728,90,51.9494583005,5.0,Mesh,True,True,False,167.4442782181584,1.0,37451.57178801091
zoneVALLEY/cellValley_RaceTrack2/Sector/Grass/grassValleyColony02/grassThinColony02_LOD3,60,8,12,7062.508607947652,196.57476754151327,-259.119,16.198,-852.254,-205.642,21.924,-1024.455,60,151.54629584499997,5.0,Mesh,True,True,False,180.40443732347597,1.0,37230.65405649606
zoneVALLEY/cellValley_RaceTrack1/Sector/Flora/valley_tree03/LOD1,35,8,12,4558.454014255437,163.83444041775832,-702.22,7.89,-793.64,-628.789,37.115,-880.589,35,874.7392877999999,5.0,Mesh,True,True,False,117.50038717808557,1.0,37196.54012948982
zoneVALLEY/cellValley_RaceTrack2/Sector/Grass/grassValleyColony02/grassThinColony02_LOD0,60,8,12,6983.83396266717,217.5010787398536,-198.16,17.676,-828.51,-156.146,19.597,-1041.906,60,155.7674836305,5.0,Mesh,True,True,False,217.5010787398536,1.0,37068.00061460171
zoneVALLEY/cellValley_RaceTrack2/Sector/Grass/grassValleyColony02/grassThinColony02_LOD1,60,8,12,6983.83396266717,217.5010787398536,-198.16,17.676,-828.51,-156.146,19.597,-1041.906,60,155.7674836305,5.0,Mesh,True,True,False,217.5010787398536,1.0,37068.00061460171
