ObjectName,Scene,Parent,Level,Type,Layer,Active,Position,Rotation,Scale,InView,HasRenderer,HasCollider,Components
moduleSlimeBoom,NoScene,None,0,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform|SlimeEat|BoomSlimeExplode|BoomMaterialAnimator|ReactToToyNearby
moduleSlimeMosaic,NoScene,None,0,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform|SlimeEat|ReactToToyNearby|DisableAttractorInDarkness|GlintController
moduleSlimeDervish,NoScene,None,0,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform|SlimeEat|ReactToToyNearby|DervishSlimeSpin
moduleSlimeFire,NoScene,None,0,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,True,Transform|SlimeEat|PuddleSlimeScoot|SphereCollider|RejectBaseNontriggerColliders|DestroyTotemLinker|SlimeAudio|ReactToToyNearby|FireSlimeIgnition|DestroyOnTouching|KeepPuddleUpright|SlimeEatAsh|GotoAsh|FleeThreats|BuoyancyOffset
moduleSlimeRad,NoScene,None,0,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform|SlimeEat|RadSlimeExpand|ReactToToyNearby
moduleSlimePuddle,NoScene,None,0,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,True,Transform|SlimeEat|DestroyOnTouching|PuddleSlimeScoot|GotoWater|SlimeEatWater|SphereCollider|RejectBaseNontriggerColliders|DestroyTotemLinker|KeepPuddleUpright|SlimeAudio|ReactToToyNearby|PlayWithToys|BuoyancyOffset
moduleSlimeHunter,NoScene,None,0,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform|SlimeEat|StalkConsumable|FeralizeOnLargoTransformed|SlimeFeral|ReactToToyNearby|SlimeStealth
moduleSlimePhosphor,NoScene,None,0,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform|SlimeEat|SlimeHover|DestroyOutsideHoursOfDay|ReactToToyNearby
moduleSlimeQuantum,NoScene,None,0,Empty,Default,False,"[98.783,12.250,-122.228]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|SlimeEat|QuantumSlimeSuperposition|QuantumVibration|GenerateQuantumQubit|ReactToToyNearby
FX Chomp,NoScene,None,0,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|ParticleSystem|ParticleSystemRenderer|CFX_AutoDestructShuriken
FX slimeEatFav,NoScene,None,0,Empty,Default,False,"[0.000,0.000,0.000]","[270.000,0.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|ParticleSystem|ParticleSystemRenderer|CFX_AutoDestructShuriken
FX Largo Transform,NoScene,None,0,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|ParticleSystem|ParticleSystemRenderer|CFX_AutoDestructShuriken|SECTR_PointSource
FX PlortProduced,NoScene,None,0,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|ParticleSystem|ParticleSystemRenderer|CFX_AutoDestructShuriken
moduleSlimeQuicksilver,NoScene,None,0,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,True,Transform|SlimeEat|PuddleSlimeScoot|SphereCollider|RejectBaseNontriggerColliders|DestroyTotemLinker|SlimeAudio|ReactToToyNearby|KeepPuddleUpright|FollowWaypoints|ReactToShock|BuoyancyOffset|SlimeFlee|DamagePlayerOnTouch
moduleSlimeGold,NoScene,None,0,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,True,Transform|SlimeEat|GoldSlimeFlee|SphereCollider|GoldSlimeProducePlorts
moduleSlimeLucky,NoScene,None,0,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,True,Transform|SlimeEat|SphereCollider|LuckySlimeFlee|LuckySlimeProduceCoins|SlimeAudio|SlimeEmotions
moduleSlimeSaber,NoScene,None,0,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform|SlimeEat|StalkConsumable|GatherIdentifiableItems|ReactToToyNearby
FX QuicksilverCharged,NoScene,None,0,Empty,Default,False,"[-699.298,2.380,-786.970]","[0.000,90.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|ParticleSystem|ParticleSystemRenderer|QuantumVibrationMarker|SECTR_PointSource
CFX_SmokePuffs,NoScene,None,0,Empty,Default,False,"[0.000,1.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|ParticleSystem|ParticleSystemRenderer|CFX_AutoDestructShuriken
moduleSlimeTabby,NoScene,None,0,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform|SlimeEat|StalkConsumable|GatherIdentifiableItems|ReactToToyNearby
moduleSlimeCrystal,NoScene,None,0,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform|SlimeEat|DamagePlayerOnTouch|CrystalSlimeLaunch|ReactToToyNearby
moduleSlimeTangle,NoScene,None,0,Empty,Default,False,"[118.250,14.062,-116.758]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|SlimeEat|ReactToToyNearby|PollenCloudController|GroundVine
moduleSlimeGlitch,NoScene,None,0,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform|ReactToToyNearby|GlitchSlimeFlee|GlitchKeepUpright|GlitchVacuumable|SlimeEyeComponents|SlimeMouthComponents|SlimeAudio
moduleSlimePink,NoScene,None,0,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform|SlimeEat|PinkSlimeFoodTypeTracker|ReactToToyNearby
moduleSlimeHoney,NoScene,None,0,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform|SlimeEat|ReactToToyNearby
moduleSlimeRock,NoScene,None,0,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform|SlimeEat|DamagePlayerOnTouch|RockSlimeRoll|ReactToToyNearby
moduleSlimeLargo,NoScene,None,0,PhysicsBody,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,True,Transform|SphereCollider|Rigidbody|Vacuumable|GotoConsumable|GotoPlayer|SlimeEat|AttackPlayer|Chomper|SlimeRandomMove|SlimeHealth|SlimeEmotions|SlimeSubbehaviourPlexer|Identifiable|KeepUpright|FleeThreats|SlimeAudio|SECTR_PointSource|SlimeFeral|Animation|EscapeStuck|MaybeCullOnReenable|DragFloatReactor|SplatOnImpact|FeralSlimeButtstomp|SlimeFaceAnimator|CalmedByWaterSpray|CollisionAggregator|AweTowardsAttractors|AttachFashions|PlayWithToys|SlimeIgniteReact|RegionMember|GlareAtPlayer|GlitchSlime
FX Feral Slam,NoScene,None,0,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|ParticleSystem|ParticleSystemRenderer|CFX_AutoDestructShuriken|SECTR_PointSource
FX Stars,NoScene,None,0,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|ParticleSystem|ParticleSystemRenderer|CFX_AutoDestructShuriken
SplatQuad,NoScene,None,0,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform|FadeAndDestroySplat
FX auraFeral,NoScene,None,0,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|ParticleSystem|ParticleSystemRenderer|CFX_AutoDestructShuriken|DeactivateWhileStealthed
FX LargoDespawn,NoScene,None,0,Empty,Default,False,"[0.000,0.000,0.000]","[270.000,0.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|ParticleSystem|ParticleSystemRenderer|CFX_AutoDestructShuriken
SlimeAppearancePopupUI,NoScene,None,0,Empty,UI,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000]",True,False,False,RectTransform|Canvas|CanvasScaler|UIAudioSource|SlimeAppearancePopupUI
quicksilverElectricField,NoScene,None,0,Mesh,PlayerAffectingOnly,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[5.000,5.000,5.000]",True,True,True,Transform|MeshFilter|SphereCollider|MeshRenderer|CameraFacingBillboard|QuicksilverElectricField|Animation|SECTR_PointSource
FX QuicksilverCharged/FX Core,NoScene,FX QuicksilverCharged,1,Empty,Default,False,"[-699.298,2.380,-786.970]","[0.000,0.000,0.000]","[0.750,0.750,0.750]",True,True,False,Transform|ParticleSystem|ParticleSystemRenderer
CFX_SmokePuffs/White Lines,NoScene,CFX_SmokePuffs,1,Empty,Default,False,"[0.000,1.000,0.000]","[270.000,0.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|ParticleSystem|ParticleSystemRenderer|CFX_AutoDestructShuriken
CFX_SmokePuffs/Smoke2,NoScene,CFX_SmokePuffs,1,Empty,Default,False,"[0.000,1.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|ParticleSystem|ParticleSystemRenderer|CFX_AutoDestructShuriken
FX Tarr Transform,NoScene,None,0,Empty,Default,False,"[14.000,5.500,1.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|ParticleSystem|ParticleSystemRenderer|CFX_AutoDestructShuriken|SECTR_PointSource
fxSlimeGoldHit,NoScene,None,0,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|ParticleSystem|ParticleSystemRenderer|SECTR_PointSource|CFX_AutoDestructShuriken
FX Chomp/Burst,NoScene,FX Chomp,1,Empty,Default,False,"[0.000,0.000,0.000]","[270.000,0.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|ParticleSystem|ParticleSystemRenderer|LangReplaceParticleMat
FX Chomp/Bits,NoScene,FX Chomp,1,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|ParticleSystem|ParticleSystemRenderer
FX slimeEatFav/Trails,NoScene,FX slimeEatFav,1,Empty,Default,False,"[0.000,0.000,0.000]","[270.000,0.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|ParticleSystem|ParticleSystemRenderer
FX Largo Transform/Glow,NoScene,FX Largo Transform,1,Empty,Default,False,"[0.000,0.000,0.000]","[270.000,0.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|ParticleSystem|ParticleSystemRenderer
FX Largo Transform/Ray,NoScene,FX Largo Transform,1,Empty,Default,False,"[0.000,0.000,0.000]","[270.000,0.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|ParticleSystem|ParticleSystemRenderer
FX Largo Transform/Sparkles,NoScene,FX Largo Transform,1,Empty,Default,False,"[0.000,0.000,0.000]","[270.000,0.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|ParticleSystem|ParticleSystemRenderer
FX PlortProduced/Aura,NoScene,FX PlortProduced,1,Empty,Default,False,"[0.000,0.000,0.000]","[270.000,0.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|ParticleSystem|ParticleSystemRenderer
FX Stars/Ring,NoScene,FX Stars,1,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|ParticleSystem|ParticleSystemRenderer
FX Stars/Flash Horizontal,NoScene,FX Stars,1,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[3.041,1.000,1.000]",True,True,False,Transform|ParticleSystem|ParticleSystemRenderer
FX Stars/Wave,NoScene,FX Stars,1,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.381,1.000,1.000]",True,True,False,Transform|ParticleSystem|ParticleSystemRenderer
FX auraFeral/FX Smoke,NoScene,FX auraFeral,1,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|ParticleSystem|ParticleSystemRenderer|DeactivateWhileStealthed
SplatQuad/Quad,NoScene,SplatQuad,1,Mesh,Default,False,"[0.000,0.000,0.000]","[0.000,180.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|MeshFilter|MeshRenderer|Projector
moduleSlimeStandard/DelaunchTrigger,NoScene,moduleSlimeStandard,1,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,True,Transform|SphereCollider|VacDelaunchTrigger
moduleSlimeStandard/EatTrigger,NoScene,moduleSlimeStandard,1,Empty,Default,False,"[0.000,-0.150,0.300]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,True,Transform|SphereCollider|SlimeEatTrigger
moduleSlimeStandard/TotemLinker,NoScene,moduleSlimeStandard,1,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,True,Transform|SphereCollider|TotemLinker
quicksilverElectricField/FX Disolve,NoScene,quicksilverElectricField,1,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|ParticleSystem|ParticleSystemRenderer|CFX_AutoDestructShuriken
quicksilverElectricField/FX Lighnting,NoScene,quicksilverElectricField,1,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|ParticleSystem|ParticleSystemRenderer
FX Feral Slam/Point light,NoScene,FX Feral Slam,1,Light,Default,False,"[0.000,2.000,0.000]","[89.980,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform|Light|LightCurves
FX Feral Slam/Shards,NoScene,FX Feral Slam,1,Empty,Default,False,"[0.000,0.000,0.000]","[270.020,0.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|ParticleSystem|ParticleSystemRenderer
FX Feral Slam/LighntingExplosion,NoScene,FX Feral Slam,1,Empty,Default,False,"[0.000,-0.500,0.000]","[270.020,0.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|ParticleSystem|ParticleSystemRenderer
FX Feral Slam/Flash,NoScene,FX Feral Slam,1,Empty,Default,False,"[0.000,0.500,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|ParticleSystem|ParticleSystemRenderer
FX Feral Slam/GlowGround,NoScene,FX Feral Slam,1,Empty,Default,False,"[0.000,0.000,0.540]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|ParticleSystem|ParticleSystemRenderer
FX Feral Slam/Ring Vertical,NoScene,FX Feral Slam,1,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|ParticleSystem|ParticleSystemRenderer
FX Feral Slam/Smoke Ring,NoScene,FX Feral Slam,1,Empty,Default,False,"[0.000,0.150,0.000]","[270.020,0.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|ParticleSystem|ParticleSystemRenderer
moduleSlimeLargo/DelaunchTrigger,NoScene,moduleSlimeLargo,1,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,True,Transform|SphereCollider|VacDelaunchTrigger
moduleSlimeLargo/EatTrigger,NoScene,moduleSlimeLargo,1,Empty,Default,False,"[0.000,-0.150,0.300]","[0.000,0.000,0.000]","[2.000,2.000,2.000]",True,False,True,Transform|SphereCollider|SlimeEatTrigger
FX LargoDespawn/Green,NoScene,FX LargoDespawn,1,Empty,Default,False,"[0.000,0.000,0.000]","[270.000,0.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|ParticleSystem|ParticleSystemRenderer|CFX_AutoDestructShuriken
FX LargoDespawn/Blue,NoScene,FX LargoDespawn,1,Empty,Default,False,"[0.000,0.000,0.000]","[270.000,0.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|ParticleSystem|ParticleSystemRenderer|CFX_AutoDestructShuriken
FX LargoDespawn/Gold,NoScene,FX LargoDespawn,1,Empty,Default,False,"[0.000,0.000,0.000]","[270.000,0.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|ParticleSystem|ParticleSystemRenderer|CFX_AutoDestructShuriken
moduleSlimeRad/RadSource,NoScene,moduleSlimeRad,1,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,True,Transform|SphereCollider|RadSource|RadExpandMarker|SECTR_PointSource
moduleSlimeGiant,NoScene,None,0,PhysicsBody,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,True,Transform|SphereCollider|Rigidbody|Vacuumable|GotoConsumable|SlimeEat|SlimeRandomMove|SlimeHealth|SlimeEmotions|SlimeSubbehaviourPlexer|Identifiable|KeepUpright|SlimeAudio|SECTR_PointSource|Animation|EscapeStuck|MaybeCullOnReenable|DragFloatReactor|SplatOnImpact|SlimeFaceAnimator|CollisionAggregator|SlimeEyeComponents|SlimeMouthComponents|RegionMember|Chomper|GotoPlayer|AttackPlayer
moduleSlimeGlitchTarr,NoScene,None,0,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform|SlimeEat|DestroyAfterTime|TentacleGrapple|RotTouchedResources|SlimeAudio|GlitchTarrSterilizeOnWater|AttackPlayer|TarrBite|GotoPlayer|TarrSpawnFX
moduleSlimeTarr,NoScene,None,0,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform|GotoPlayer|AttackPlayer|SlimeEat|DestroyAfterTime|TentacleGrapple|RotTouchedResources|TarrSterilizeOnWater|TarrBoundingSphere|SlimeAudio|TarrBite|TarrSpawnFX
plortGold/Shield,NoScene,plortGold,1,Mesh,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.100,1.100,1.100]",True,True,False,Transform|MeshFilter|MeshRenderer
FX Explosion,NoScene,None,0,Empty,Default,False,"[0.000,2.000,0.000]","[270.000,0.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|ParticleSystem|ParticleSystemRenderer|CFX_AutoDestructShuriken
FX PlortDespawn,NoScene,None,0,Empty,Default,False,"[0.000,0.000,0.000]","[270.000,0.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|ParticleSystem|ParticleSystemRenderer|CFX_AutoDestructShuriken
SplatQuad/Quad/FX Splat,NoScene,SplatQuad/Quad,2,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,180.000]","[1.000,1.000,1.000]",True,True,False,Transform|ParticleSystem|ParticleSystemRenderer|RecolorSlimeMaterial
quicksilverElectricField/FX Lighnting/Ripples,NoScene,quicksilverElectricField/FX Lighnting,2,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,90.000,270.000]","[1.000,1.000,1.000]",True,True,False,Transform|ParticleSystem|ParticleSystemRenderer
quicksilverElectricField/FX Disolve/ExplosionWave,NoScene,quicksilverElectricField/FX Disolve,2,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|ParticleSystem|ParticleSystemRenderer
quicksilverElectricField/FX Disolve/Wave,NoScene,quicksilverElectricField/FX Disolve,2,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.381,1.000,1.000]",True,True,False,Transform|ParticleSystem|ParticleSystemRenderer
FX Feral Slam/Flash/Flash Horizontal,NoScene,FX Feral Slam/Flash,2,Empty,Default,False,"[0.000,0.625,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|ParticleSystem|ParticleSystemRenderer
SlimeAppearancePopupUI/UIContainer,NoScene,SlimeAppearancePopupUI,1,Empty,UI,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|OverscanAdjustment
SlimeAppearancePopupUI/UIContainer/MainPanel/AppearanceNamePanel/AppearanceName,NoScene,SlimeAppearancePopupUI/UIContainer/MainPanel/AppearanceNamePanel,4,Empty,UI,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|TextMeshProUGUI|MeshTextStyler
