ObjectName,Scene,Parent,Level,Type,Layer,Active,Position,Rotation,Scale,InView,HasRenderer,HasCollider,Components
zoneQUARRY/cellQuarry_MirrorIsland/cellQuarry_MirrorIsland Proxy,worldGenerated,zoneQUARRY/cellQuarry_MirrorIsland,2,Mesh,Default,True,"[388.500,-6.300,403.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshFilter|MeshRenderer
zoneQUARRY/cellQuarry_OverUnder,worldGenerated,zoneQUARRY,1,Empty,Default,True,"[227.700,-4.431,319.200]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|CellDirector|Region|RegionInitializer
zoneQUARRY/cellQuarry_OverUnder/cellQuarry_OverUnder Proxy,worldGenerated,zoneQUARRY/cellQuarry_OverUnder,2,Mesh,Default,True,"[227.700,-4.431,319.200]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshFilter|MeshRenderer
zoneQUARRY/cellQuarry_FeralColumns,worldGenerated,zoneQUARRY,1,Empty,Default,True,"[301.800,-4.400,368.800]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|CellDirector|Region|RegionInitializer
zoneQUARRY/cellQuarry_FeralColumns/cellQuarry_FeralColumns Proxy,worldGenerated,zoneQUARRY/cellQuarry_FeralColumns,2,Mesh,Default,True,"[301.800,-4.400,368.800]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshFilter|MeshRenderer
zoneQUARRY/cellQuarry_RadGordoCave,worldGenerated,zoneQUARRY,1,Empty,Default,True,"[287.321,15.109,230.525]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|CellDirector|Region|RegionInitializer
zoneQUARRY/cellQuarry_RadGordoCave/cellQuarry_RadGordoCave Proxy,worldGenerated,zoneQUARRY/cellQuarry_RadGordoCave,2,Mesh,Default,True,"[287.321,15.109,230.525]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshFilter|MeshRenderer
zoneQUARRY/cellQuarry_NorthernTrail,worldGenerated,zoneQUARRY,1,Empty,Default,True,"[149.300,36.070,370.700]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|CellDirector|Region|RegionInitializer
zoneQUARRY/cellQuarry_NorthernTrail/cellQuarry_NorthernTrail Proxy,worldGenerated,zoneQUARRY/cellQuarry_NorthernTrail,2,Mesh,Default,True,"[149.300,36.070,370.700]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshFilter|MeshRenderer
zoneQUARRY/cellQuarry_CrystalVolcano,worldGenerated,zoneQUARRY,1,Empty,Default,True,"[529.300,-43.800,247.100]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|CellDirector|Region|RegionInitializer
zoneQUARRY/cellQuarry_CrystalVolcano/cellQuarry_CrystalVolcano Proxy,worldGenerated,zoneQUARRY/cellQuarry_CrystalVolcano,2,Mesh,Default,True,"[529.300,-43.800,247.100]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshFilter|MeshRenderer
zoneQUARRY/cellQuarry_VolcanoTransition,worldGenerated,zoneQUARRY,1,Empty,Default,True,"[410.977,12.540,192.599]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|CellDirector|Region|RegionInitializer
zoneQUARRY/cellQuarry_VolcanoTransition/cellQuarry_VolcanoTransition Proxy,worldGenerated,zoneQUARRY/cellQuarry_VolcanoTransition,2,Mesh,Default,True,"[410.977,12.540,192.599]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshFilter|MeshRenderer
zoneQUARRY/cellQuarry_AshIsle,worldGenerated,zoneQUARRY,1,Empty,Default,True,"[474.500,56.394,714.600]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|CellDirector|Region|RegionInitializer
zoneQUARRY/cellQuarry_AshIsle/cellQuarry_AshIsle Proxy,worldGenerated,zoneQUARRY/cellQuarry_AshIsle,2,Mesh,Default,True,"[474.500,56.394,714.600]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshFilter|MeshRenderer
zoneQUARRY/cellQuarry_CinderGrove,worldGenerated,zoneQUARRY,1,Empty,Default,True,"[468.500,12.950,764.500]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|CellDirector|Region|RegionInitializer
zoneQUARRY/cellQuarry_CinderGrove/cellQuarry_CinderGrove Proxy,worldGenerated,zoneQUARRY/cellQuarry_CinderGrove,2,Mesh,Default,True,"[468.500,12.950,764.500]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshFilter|MeshRenderer
zoneQUARRY/cellQuarry_MinedSteps,worldGenerated,zoneQUARRY,1,Empty,Default,True,"[54.055,20.597,333.537]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|CellDirector|Region|RegionInitializer
zoneQUARRY/cellQuarry_MinedSteps/cellQuarry_MinedSteps Proxy,worldGenerated,zoneQUARRY/cellQuarry_MinedSteps,2,Mesh,Default,True,"[54.055,20.597,333.537]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshFilter|MeshRenderer
zoneMOCHI,worldGenerated,None,0,Empty,Default,True,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|ZoneDirector|IdDirector
zoneMOCHI/cellVALLEY_MochiEstate,worldGenerated,zoneMOCHI,1,Empty,Default,True,"[233.600,-3.348,-912.600]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform|CellDirector|Region|RegionInitializer|DroneNetwork|RanchCellFastForwarder
zoneVIKTOR,worldGenerated,None,0,Empty,Default,True,"[956.900,0.000,-192.300]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform|ZoneDirector|IdDirector
zoneVIKTOR/cellVIKTOR_ViktorLab,worldGenerated,zoneVIKTOR,1,Empty,Default,True,"[956.900,0.000,-192.300]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform|CellDirector|Region|RegionInitializer|DroneNetwork|RanchCellFastForwarder
zoneRUINS,worldGenerated,None,0,Empty,Default,True,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|ZoneDirector|PhaseSiteDirector|PhaseSiteDirector|IdDirector
zoneRUINS/cellRuins_EntranceBridge,worldGenerated,zoneRUINS,1,Empty,Default,True,"[36.964,17.070,543.214]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|CellDirector|Region|RegionInitializer
zoneRUINS/cellRuins_EntranceBridge/cellRuins_EntranceBridge Proxy,worldGenerated,zoneRUINS/cellRuins_EntranceBridge,2,Mesh,Default,True,"[36.964,17.070,543.214]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshFilter|MeshRenderer
zoneRUINS/cellRuins_SwitchGate,worldGenerated,zoneRUINS,1,Empty,Default,True,"[74.611,20.000,580.300]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|CellDirector|Region|RegionInitializer
zoneRUINS/cellRuins_SwitchGate/cellRuins_SwitchGate Proxy,worldGenerated,zoneRUINS/cellRuins_SwitchGate,2,Mesh,Default,True,"[74.611,20.000,580.300]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshFilter|MeshRenderer
zoneRUINS/cellRuins_CollapsedPlazaEntrance,worldGenerated,zoneRUINS,1,Empty,Default,True,"[63.017,19.796,635.782]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|CellDirector|Region|RegionInitializer
zoneRUINS/cellRuins_CollapsedPlazaEntrance/cellRuins_CollapsedPlazaEntrance Proxy,worldGenerated,zoneRUINS/cellRuins_CollapsedPlazaEntrance,2,Mesh,Default,True,"[63.017,19.796,635.782]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshFilter|MeshRenderer
zoneRUINS/cellRuins_CollapsedPlazaGarden,worldGenerated,zoneRUINS,1,Empty,Default,True,"[52.761,6.500,702.073]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|CellDirector|Region|RegionInitializer
zoneRUINS/cellRuins_CollapsedPlazaGarden/cellRuins_CollapsedPlazaGarden Proxy,worldGenerated,zoneRUINS/cellRuins_CollapsedPlazaGarden,2,Mesh,Default,True,"[52.761,6.500,702.073]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshFilter|MeshRenderer
zoneRUINS/cellRuins_Undergrove,worldGenerated,zoneRUINS,1,Empty,Default,True,"[-3.731,-1.774,691.730]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|CellDirector|Region|RegionInitializer
zoneRUINS/cellRuins_Undergrove/cellRuins_Undergrove Proxy,worldGenerated,zoneRUINS/cellRuins_Undergrove,2,Mesh,Default,True,"[-3.731,-1.774,691.730]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshFilter|MeshRenderer
zoneRUINS/cellRuins_WaterHall,worldGenerated,zoneRUINS,1,Empty,Default,True,"[149.032,4.110,638.972]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|CellDirector|Region|RegionInitializer
zoneRUINS/cellRuins_WaterHall/cellRuins_WaterHall Proxy,worldGenerated,zoneRUINS/cellRuins_WaterHall,2,Mesh,Default,True,"[149.032,4.110,638.972]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshFilter|MeshRenderer
zoneRUINS/cellRuins_ShatteredBridge,worldGenerated,zoneRUINS,1,Empty,Default,True,"[165.000,20.000,727.211]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|CellDirector|Region|RegionInitializer
zoneRUINS/cellRuins_ShatteredBridge/cellRuins_ShatteredBridge Proxy,worldGenerated,zoneRUINS/cellRuins_ShatteredBridge,2,Mesh,Default,True,"[165.000,20.000,727.211]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshFilter|MeshRenderer
zoneRUINS/cellRuins_BeaconTower,worldGenerated,zoneRUINS,1,Empty,Default,True,"[171.600,6.830,829.590]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|CellDirector|Region|RegionInitializer
zoneRUINS/cellRuins_BeaconTower/cellRuins_BeaconTower Proxy,worldGenerated,zoneRUINS/cellRuins_BeaconTower,2,Mesh,Default,True,"[171.600,6.830,829.590]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshFilter|MeshRenderer
zoneRUINS/cellRuins_Overpass,worldGenerated,zoneRUINS,1,Empty,Default,True,"[64.728,2.835,766.752]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|CellDirector|Region|RegionInitializer
zoneRUINS/cellRuins_Overpass/cellRuins_Overpass Proxy,worldGenerated,zoneRUINS/cellRuins_Overpass,2,Mesh,Default,True,"[64.728,2.835,766.752]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshFilter|MeshRenderer
zoneRUINS/cellRuins_Outflow,worldGenerated,zoneRUINS,1,Empty,Default,True,"[137.909,-6.874,697.698]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|CellDirector|Region|RegionInitializer
zoneRUINS/cellRuins_Outflow/cellRuins_Outflow Proxy,worldGenerated,zoneRUINS/cellRuins_Outflow,2,Mesh,Default,True,"[137.909,-6.874,697.698]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshFilter|MeshRenderer
zoneRUINS/cellRuins_CanalBridge,worldGenerated,zoneRUINS,1,Empty,Default,True,"[114.766,9.570,867.333]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|CellDirector|Region|RegionInitializer
zoneRUINS/cellRuins_CanalBridge/cellRuins_CanalBridge Proxy,worldGenerated,zoneRUINS/cellRuins_CanalBridge,2,Mesh,Default,True,"[114.766,9.570,867.333]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshFilter|MeshRenderer
zoneRUINS/cellRuins_Canal,worldGenerated,zoneRUINS,1,Empty,Default,True,"[59.646,-4.100,877.200]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|CellDirector|Region|RegionInitializer
zoneRUINS/cellRuins_Canal/cellRuins_Canal Proxy,worldGenerated,zoneRUINS/cellRuins_Canal,2,Mesh,Default,True,"[59.646,-4.100,877.200]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshFilter|MeshRenderer
zoneRUINS/cellRuins_ArchTower,worldGenerated,zoneRUINS,1,Empty,Default,True,"[77.080,36.377,804.673]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|CellDirector|Region|RegionInitializer
zoneRUINS/cellRuins_ArchTower/cellRuins_ArchTower Proxy,worldGenerated,zoneRUINS/cellRuins_ArchTower,2,Mesh,Default,True,"[77.080,36.377,804.673]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshFilter|MeshRenderer
zoneRUINS/cellRuins_WaystationTemple,worldGenerated,zoneRUINS,1,Empty,Default,True,"[59.016,-4.700,976.229]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|CellDirector|Region|RegionInitializer
zoneRUINS/cellRuins_WaystationTemple/cellRuins_WaystationTemple Proxy,worldGenerated,zoneRUINS/cellRuins_WaystationTemple,2,Mesh,Default,True,"[59.016,-4.700,976.229]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshFilter|MeshRenderer
zoneRUINS/cellRuins_TempleExitTeleporter,worldGenerated,zoneRUINS,1,Empty,Default,True,"[60.412,-3.870,1104.120]","[0.000,0.000,0.000]","[0.755,0.755,0.755]",False,False,False,Transform|CellDirector|Region|RegionInitializer
zoneRUINS/cellRuins_TempleExitTeleporter/cellRuins_TempleExitTeleporter Proxy,worldGenerated,zoneRUINS/cellRuins_TempleExitTeleporter,2,Mesh,Default,True,"[60.412,-3.870,1104.120]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshFilter|MeshRenderer
zoneRUINS/cellRuins_WaystationBridge,worldGenerated,zoneRUINS,1,Empty,Default,True,"[61.484,10.229,916.202]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|CellDirector|Region|RegionInitializer
zoneRUINS/cellRuins_WaystationBridge/cellRuins_WaystationBridge Proxy,worldGenerated,zoneRUINS/cellRuins_WaystationBridge,2,Mesh,Default,True,"[61.484,10.229,916.202]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshFilter|MeshRenderer
Dynamic Objects,worldGenerated,None,0,Empty,Default,True,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|DynamicObjectContainer
Dynamic Objects/Radar Marker,worldGenerated,Dynamic Objects,1,Empty,Default,True,"[89.715,16.405,-146.916]","[0.000,18.386,0.000]","[0.400,0.519,1.386]",False,False,False,Transform|RadarTrackedObject
zoneSEA,worldGenerated,None,0,Empty,Default,True,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|ZoneDirector|IdDirector
zoneSEA/SkyTopLimit,worldGenerated,zoneSEA,1,Mesh,Default,True,"[-4.000,50.000,210.000]","[0.000,0.000,0.000]","[3000.000,20.000,3000.000]",False,True,True,Transform|MeshFilter|BoxCollider|MeshRenderer|SkyTopLimit
zoneSEA/Sea,worldGenerated,zoneSEA,1,PhysicsBody,Default,True,"[97.607,-3.000,-113.931]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|Rigidbody|seaFollowCamera|ManageWithRegionSet
zoneSEA/Sea/seaKillCube,worldGenerated,zoneSEA/Sea,2,Mesh,Default,True,"[97.607,-29.400,-113.931]","[0.000,0.000,0.000]","[4272.426,40.000,4272.428]",False,True,True,Transform|MeshFilter|BoxCollider|MeshRenderer|KillOnTrigger
zoneSEA/Sea/seaRender,worldGenerated,zoneSEA/Sea,2,Empty,Water,True,"[97.607,-7.100,-113.931]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform
zoneSEA/Sea/seaRender/ReflectionPivot,worldGenerated,zoneSEA/Sea/seaRender,3,Empty,Water,True,"[97.607,-7.100,-113.931]","[0.000,0.000,0.000]","[1.000,-1.000,1.000]",False,False,False,Transform
zoneSEA/Sea/seaRender/ReflectionPivot/ReflectPivot,worldGenerated,zoneSEA/Sea/seaRender/ReflectionPivot,4,Empty,Default,True,"[97.607,-28.280,-113.931]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|reflectionFollowCamera
zoneSEA/Sea/seaRender/ReflectionPivot/ReflectPivot/Reflection Probe,worldGenerated,zoneSEA/Sea/seaRender/ReflectionPivot/ReflectPivot,5,Empty,Default,True,"[97.607,-28.280,-113.931]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|ReflectionProbe|ReflectionProbeRefreshTimer
zoneSEA/Sea/seaRender/SlimeSea,worldGenerated,zoneSEA/Sea/seaRender,3,Empty,Water,True,"[97.607,-7.100,-113.931]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform
zoneSEA/Sea/seaRender/SlimeSea/oceanBlade_merged,worldGenerated,zoneSEA/Sea/seaRender/SlimeSea,4,Mesh,Water,True,"[97.607,-7.100,-113.931]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshFilter|MeshRenderer
zoneSEA/Sea/seaRender/Clouds 1Pass,worldGenerated,zoneSEA/Sea/seaRender,3,Mesh,Default,True,"[97.607,-7.100,-113.931]","[0.000,0.000,0.000]","[1500.000,1000.000,1500.000]",False,True,False,Transform|MeshFilter|MeshRenderer|CloudController
zoneSEA/Sea/seaViewCube,worldGenerated,zoneSEA/Sea,2,Mesh,Default,True,"[97.607,-15.750,-113.931]","[0.000,0.000,0.000]","[3000.000,20.000,3000.000]",False,True,True,Transform|MeshFilter|BoxCollider|MeshRenderer|JellySea
zoneSEA/Sea/seaFloor,worldGenerated,zoneSEA/Sea,2,Mesh,Default,True,"[97.607,-33.000,-113.931]","[89.980,0.000,0.000]","[1500.000,1500.000,1.000]",False,True,True,Transform|MeshFilter|MeshCollider|MeshRenderer
zoneSEA/Fake Ocean,worldGenerated,zoneSEA,1,Empty,Default,True,"[101.000,-6.000,22.000]","[0.000,0.000,0.000]","[229.136,229.136,229.136]",False,False,False,Transform|MeshFilter
zoneSEA/cellSea_FeralIsland,worldGenerated,zoneSEA,1,Empty,Default,True,"[-267.600,3.568,230.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|CellDirector|Region|RegionInitializer
zoneSEA/cellSea_FeralIsland/cellSea_FeralIsland Proxy,worldGenerated,zoneSEA/cellSea_FeralIsland,2,Mesh,Default,True,"[-267.600,3.568,230.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshFilter|MeshRenderer
zoneSEA/cellSea_Bridgeway,worldGenerated,zoneSEA,1,Empty,Default,True,"[-173.900,0.000,243.600]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|CellDirector|Region|RegionInitializer
zoneSEA/cellSea_Bridgeway/cellSea_Bridgeway Proxy,worldGenerated,zoneSEA/cellSea_Bridgeway,2,Mesh,Default,True,"[-173.900,0.000,243.600]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshFilter|MeshRenderer
zoneSEA/cellSea_SeaSteps,worldGenerated,zoneSEA,1,Empty,Default,True,"[395.019,0.689,-2.202]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|CellDirector|Region|RegionInitializer
zoneSEA/cellSea_SeaSteps/cellSea_SeaSteps Proxy,worldGenerated,zoneSEA/cellSea_SeaSteps,2,Mesh,Default,True,"[395.019,0.689,-2.202]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshFilter|MeshRenderer
zoneSEA/cellSea_MiniIsland,worldGenerated,zoneSEA,1,Empty,Default,True,"[-434.700,0.110,221.094]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|CellDirector|Region|RegionInitializer
zoneSEA/cellSea_MiniIsland/cellSea_MiniIsland Proxy,worldGenerated,zoneSEA/cellSea_MiniIsland,2,Mesh,Default,True,"[-434.700,0.110,221.094]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshFilter|MeshRenderer
zoneSEA/cellSea_MustacheIsland,worldGenerated,zoneSEA,1,Empty,Default,True,"[-905.500,-2.350,157.800]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|CellDirector|Region|RegionInitializer
zoneSEA/cellSea_MustacheIsland/cellSea_MustacheIsland Proxy,worldGenerated,zoneSEA/cellSea_MustacheIsland,2,Mesh,Default,True,"[-905.500,-2.350,157.800]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshFilter|MeshRenderer
zoneSEA/cellSea_Vault001,worldGenerated,zoneSEA,1,Empty,Default,True,"[859.633,12.539,106.055]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|CellDirector|Region|RegionInitializer
zoneSEA/cellSea_Vault002,worldGenerated,zoneSEA,1,Empty,Default,True,"[941.515,14.436,207.748]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|CellDirector|Region|RegionInitializer
zoneSEA/cellSea_Vault003,worldGenerated,zoneSEA,1,Empty,Default,True,"[943.705,8.700,-2.005]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform|CellDirector|Region|RegionInitializer
zoneREEF,worldGenerated,None,0,Empty,Default,True,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|ZoneDirector|IdDirector
zoneREEF/cellReef_Intro,worldGenerated,zoneREEF,1,Empty,Default,True,"[18.000,0.000,-1.800]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|CellDirector|Region|RegionInitializer
zoneREEF/cellReef_Intro/Sector,worldGenerated,zoneREEF/cellReef_Intro,2,Empty,Default,True,"[14.900,0.000,21.900]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform
zoneREEF/cellReef_Intro/Sector/Main Nav,worldGenerated,zoneREEF/cellReef_Intro/Sector,3,Empty,Default,True,"[14.900,0.000,21.900]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform
zoneREEF/cellReef_Intro/Sector/Main Nav/areaRamp01,worldGenerated,zoneREEF/cellReef_Intro/Sector/Main Nav,4,Mesh,Default,True,"[26.387,7.784,-17.482]","[340.500,53.936,0.000]","[1.344,1.000,0.706]",False,True,True,Transform|MeshFilter|MeshRenderer|MeshCollider
zoneREEF/cellReef_Intro/Sector/Main Nav/areaPlane01,worldGenerated,zoneREEF/cellReef_Intro/Sector/Main Nav,4,Mesh,Default,True,"[38.250,7.341,-9.100]","[0.000,0.000,0.000]","[10.563,7.896,8.389]",False,True,True,Transform|MeshFilter|MeshRenderer|BoxCollider
zoneREEF/cellReef_Intro/Sector/Main Nav/areaRamp03,worldGenerated,zoneREEF/cellReef_Intro/Sector/Main Nav,4,Mesh,Default,True,"[7.530,8.960,-19.070]","[5.053,325.761,0.000]","[1.767,1.767,1.767]",False,True,True,Transform|MeshFilter|MeshRenderer|MeshCollider
zoneREEF/cellReef_Intro/Sector/Main Nav/areaSlab05,worldGenerated,zoneREEF/cellReef_Intro/Sector/Main Nav,4,Mesh,Default,True,"[68.860,10.700,-16.870]","[1.621,164.517,1.215]","[1.576,1.576,1.576]",False,True,True,Transform|MeshFilter|MeshRenderer|MeshCollider
zoneREEF/cellReef_Intro/Sector/Main Nav/cliffArch01,worldGenerated,zoneREEF/cellReef_Intro/Sector/Main Nav,4,Mesh,Default,True,"[3.590,-4.760,-22.590]","[0.000,33.133,4.296]","[1.317,0.712,1.000]",False,True,True,Transform|MeshFilter|MeshRenderer|MeshCollider
