ObjectName,"ObjectType (from static file, if available)",StartFrame,EndFrame,StartPosition,EndPosition,AvgSpeed,VisibilityRatio,SizeChange,RelativeSize,PathSummary
Canvas/Panel/Row - INFO/Text (TMP) - Title,Empty,1,8,"[0.0,1440.0,0.0]","[275.667,1006.667,0.0]",73.3693179182955,0.0,unknown,unknown,"Overall: moves quickly along a long, primarily vertical path with large vertical variation. Phases: descends and moves across the scene; remains nearly still."
R22_Helicopter_V2/Graphics_Group/R22_Cockpit_Gruop/R22_Cockpit_Handle01_Geo,Mesh,1,8,"[0.803,1.763,0.382]","[-14.894,1.432,10.51]",21.37031924494636,1.0,grow,small,"Overall: moves quickly along a long, primarily vertical path with large vertical variation. Phases: descends and shifts slightly; ascends and moves across the scene; descends and moves across the scene."
R22_Helicopter_V2/Graphics_Group/R22_Cockpit_Gruop/R22_Cockpit_PannelButtons_Geo,Mesh,1,8,"[0.806,1.586,0.643]","[-15.153,1.408,10.689]",21.363124979705578,1.0,grow,small,"Overall: moves quickly along a long, primarily vertical path with large vertical variation. Phases: descends and shifts slightly; ascends and moves across the scene; descends and moves across the scene."
Canvas/Panel/Row - Sticky Collective/Text (TMP) - Content,Empty,1,8,"[0.0,1440.0,0.0]","[424.23,1206.667,0.0]",69.16637465885415,0.0,unknown,unknown,"Overall: moves quickly along a long, primarily horizontal path with large vertical variation. Phases: descends and moves across the scene; remains nearly still."
Canvas/Panel/Row - Pedal,Empty,1,8,"[0.0,1440.0,0.0]","[275.667,1073.333,0.0]",65.53344430136416,0.0,unknown,unknown,"Overall: moves quickly along a long, primarily vertical path with large vertical variation. Phases: descends and moves across the scene; remains nearly still."
Canvas/Panel/Row - Collective/Text (TMP) - Content,Empty,1,8,"[0.0,1440.0,0.0]","[424.23,1273.333,0.0]",65.11355572037992,0.0,unknown,unknown,"Overall: moves quickly along a long, primarily horizontal path with large vertical variation. Phases: descends and moves across the scene; remains nearly still."
Canvas/Panel/Row - Sticky Throttle/Text (TMP) - Content,Empty,1,8,"[0.0,1440.0,0.0]","[424.23,1340.0,0.0]",62.26524776785071,0.0,unknown,unknown,"Overall: moves quickly along a long, primarily horizontal path with large vertical variation. Phases: descends and moves across the scene; remains nearly still."
Canvas/Panel/Row - Raw Throttle/Text (TMP) - Content,Empty,1,8,"[0.0,1440.0,0.0]","[424.23,1406.667,0.0]",60.79107443027929,0.0,unknown,unknown,"Overall: moves quickly along a long, primarily horizontal path with large vertical variation. Phases: descends and moves across the scene; remains nearly still."
Canvas/Panel/Row - Cyclic,Empty,1,8,"[0.0,1440.0,0.0]","[275.667,1140.0,0.0]",58.20307427342262,0.0,unknown,unknown,"Overall: moves quickly along a long, multi-directional path with large vertical variation. Phases: descends and moves across the scene; remains nearly still."
Canvas/Panel/Row - Pedal/Text (TMP) - Title,Empty,1,8,"[0.0,1440.0,0.0]","[148.563,1073.333,0.0]",56.51722761698598,0.0,unknown,unknown,"Overall: moves quickly along a long, primarily vertical path with large vertical variation. Phases: descends and moves across the scene; remains nearly still."
Canvas/Panel/Row - Sticky Collective,Empty,1,8,"[0.0,1440.0,0.0]","[275.667,1206.667,0.0]",51.59429326495523,0.0,unknown,unknown,"Overall: moves quickly along a long, multi-directional path with large vertical variation. Phases: descends and moves across the scene; remains nearly still."
Canvas/Panel/Row - Cyclic/Text (TMP) - Title,Empty,1,8,"[0.0,1440.0,0.0]","[148.563,1140.0,0.0]",47.82428828940118,0.0,unknown,unknown,"Overall: moves quickly along a long, primarily vertical path with large vertical variation. Phases: descends and moves across the scene; remains nearly still."
Canvas/Panel/Row - Collective,Empty,1,8,"[0.0,1440.0,0.0]","[275.667,1273.333,0.0]",46.01911399203861,0.0,unknown,unknown,"Overall: moves quickly along a long, primarily horizontal path with large vertical variation. Phases: descends and moves across the scene; remains nearly still."
R22_Helicopter_V2/Rotors_Group/Back Rotor - Mast/R22_Mechanical_LTailBlade_Geo,Mesh,1,8,"[0.542,2.033,-2.236]","[-13.227,0.524,8.696]",21.530183632352053,1.0,grow,tiny,"Overall: moves quickly along a long, primarily vertical path with large vertical variation. Phases: remains nearly still; descends and shifts slightly; ascends and moves across the scene; descends and moves across the scene."
R22_Helicopter_V2/Rotors_Group/Back Rotor - Mast/R22_Mechanical_RTailBlade_Geo,Mesh,1,8,"[0.542,2.084,-2.236]","[-13.213,0.48,8.672]",21.528658986837236,1.0,grow,tiny,"Overall: moves quickly along a long, primarily vertical path with large vertical variation. Phases: remains nearly still; descends and shifts slightly; ascends and moves across the scene; descends and moves across the scene."
R22_Helicopter_V2/Rotors_Group/Back Rotor - Mast/R22_Mechanical_TailMast_Geo,Mesh,1,8,"[0.743,2.062,-2.237]","[-13.108,0.446,8.84]",21.48858265422319,1.0,grow,tiny,"Overall: moves quickly along a long, primarily vertical path with large vertical variation. Phases: remains nearly still; descends and shifts slightly; ascends and moves across the scene; descends and moves across the scene."
R22_Helicopter_V2/Graphics_Group/R22_Cockpit_Gruop/R22_Cockpit_Needle01_Geo,Mesh,1,8,"[0.661,1.689,0.782]","[-15.267,1.598,10.648]",21.39987370787779,1.0,grow,tiny,"Overall: moves quickly along a long, primarily vertical path with large vertical variation. Phases: descends and shifts slightly; ascends and moves across the scene; descends and moves across the scene."
R22_Helicopter_V2/Graphics_Group/R22_Cockpit_Gruop/R22_Cockpit_LLever02_Geo,Mesh,1,8,"[0.529,1.218,0.659]","[-15.515,1.179,10.518]",21.398538874832305,1.0,grow,tiny,"Overall: moves quickly along a long, primarily vertical path with large vertical variation. Phases: descends and shifts slightly; ascends and moves across the scene; descends and moves across the scene."
R22_Helicopter_V2/Graphics_Group/R22_Cockpit_Gruop/R22_Cockpit_Needle03_Geo,Mesh,1,8,"[0.708,1.596,0.769]","[-15.282,1.502,10.687]",21.385317415639033,1.0,grow,tiny,"Overall: moves quickly along a long, primarily vertical path with large vertical variation. Phases: descends and shifts slightly; ascends and moves across the scene; descends and moves across the scene."
R22_Helicopter_V2/Graphics_Group/R22_Cockpit_Gruop/R22_Cockpit_LLever01_Geo,Mesh,1,8,"[0.647,1.218,0.659]","[-15.449,1.148,10.612]",21.374392520978773,1.0,grow,tiny,"Overall: moves quickly along a long, primarily vertical path with large vertical variation. Phases: descends and shifts slightly; ascends and moves across the scene; descends and moves across the scene."
R22_Helicopter_V2/Graphics_Group/R22_Cockpit_Gruop/R22_Cockpit_Needle04_Geo,Mesh,1,8,"[0.746,1.524,0.722]","[-15.269,1.409,10.696]",21.37247597584602,1.0,grow,tiny,"Overall: moves quickly along a long, primarily vertical path with large vertical variation. Phases: descends and shifts slightly; ascends and moves across the scene; descends and moves across the scene."
R22_Helicopter_V2/Graphics_Group/R22_Cockpit_Gruop/R22_Cockpit_Needle05_Geo,Mesh,1,8,"[0.746,1.518,0.655]","[-15.23,1.371,10.656]",21.37132374376885,1.0,grow,tiny,"Overall: moves quickly along a long, primarily vertical path with large vertical variation. Phases: descends and shifts slightly; ascends and moves across the scene; descends and moves across the scene."
R22_Helicopter_V2/Graphics_Group/R22_Cockpit_Gruop/R22_Cockpit_Hanlde02_Geo,Mesh,1,8,"[0.803,1.35,0.39]","[-15.12,1.089,10.557]",21.346908062622315,1.0,grow,tiny,"Overall: moves quickly along a long, primarily vertical path with large vertical variation. Phases: descends and shifts slightly; ascends and moves across the scene; descends and moves across the scene."
R22_Helicopter_V2/Graphics_Group/R22_Cockpit_Gruop/R22_Cockpit_Needle02_Geo,Mesh,1,8,"[0.948,1.689,0.782]","[-15.106,1.523,10.875]",21.34446741894423,1.0,grow,tiny,"Overall: moves quickly along a long, primarily vertical path with large vertical variation. Phases: descends and shifts slightly; ascends and moves across the scene; descends and moves across the scene."
R22_Helicopter_V2/Graphics_Group/R22_Cockpit_Gruop/R22_Cockpit_RLever01_Geo,Mesh,1,8,"[0.958,1.217,0.66]","[-15.276,1.066,10.857]",21.313377810519764,1.0,grow,tiny,"Overall: moves quickly along a long, primarily vertical path with large vertical variation. Phases: descends and shifts slightly; ascends and moves across the scene; descends and moves across the scene."
R22_Helicopter_V2/Graphics_Group/R22_Cockpit_Gruop/R22_Cockpit_RLever02_Geo,Mesh,1,8,"[1.077,1.218,0.658]","[-15.208,1.035,10.95]",21.291431043347796,1.0,grow,tiny,"Overall: moves quickly along a long, primarily vertical path with large vertical variation. Phases: descends and shifts slightly; ascends and moves across the scene; descends and moves across the scene."
Canvas/Panel/Row - Sticky Throttle,Empty,1,8,"[0.0,1440.0,0.0]","[275.667,1340.0,0.0]",41.89206122468863,0.0,unknown,unknown,"Overall: moves quickly along a long, primarily horizontal path with large vertical variation. Phases: descends and moves across the scene; remains nearly still."
Canvas/Panel/Row - Raw Throttle,Empty,1,8,"[0.0,1440.0,0.0]","[275.667,1406.667,0.0]",39.66785152297739,0.0,unknown,unknown,"Overall: moves quickly along a long, primarily horizontal path with large vertical variation. Phases: descends and moves across the scene; remains nearly still."
Canvas/Panel/Row - Sticky Collective/Text (TMP) - Title,Empty,1,8,"[0.0,1440.0,0.0]","[148.563,1206.667,0.0]",39.51627250918802,0.0,unknown,unknown,"Overall: moves quickly along a long, primarily vertical path with large vertical variation. Phases: descends and moves across the scene; remains nearly still."
Canvas/Panel/Row - Collective/Text (TMP) - Title,Empty,1,8,"[0.0,1440.0,0.0]","[148.563,1273.333,0.0]",31.89550984264789,0.0,unknown,unknown,"Overall: moves quickly along a long, multi-directional path with large vertical variation. Phases: descends and moves across the scene; remains nearly still."
Canvas/Panel/Row - Sticky Throttle/Text (TMP) - Title,Empty,1,8,"[0.0,1440.0,0.0]","[148.563,1340.0,0.0]",25.58338306720331,0.0,unknown,unknown,"Overall: moves quickly along a long, primarily horizontal path with large vertical variation. Phases: descends and moves across the scene; remains nearly still."
Main Camera,Camera,1,8,"[-9.661,14.895,-15.276]","[-9.945,7.278,4.542]",24.66243019583661,0.0,unknown,unknown,"Overall: moves quickly along a long, primarily vertical path with large vertical variation. Phases: shifts slightly; descends and moves across the scene; ascends and moves across the scene."
Canvas/Panel/Row - Raw Throttle/Text (TMP) - Title,Empty,1,8,"[0.0,1440.0,0.0]","[148.563,1406.667,0.0]",21.75093423187114,0.0,unknown,unknown,"Overall: moves quickly along a long, primarily horizontal path with large vertical variation. Phases: descends and moves across the scene; remains nearly still."
R22_Helicopter_V2/Rotors_Group/Back Rotor - Mast,Empty,1,8,"[0.743,2.062,-2.237]","[-13.108,0.446,8.84]",21.48858265422319,0.0,unknown,unknown,"Overall: moves quickly along a long, primarily vertical path with large vertical variation. Phases: remains nearly still; descends and shifts slightly; ascends and moves across the scene; descends and moves across the scene."
R22_Helicopter_V2/Rotors_Group/Main Rotor - Mast,Empty,1,8,"[0.809,3.024,-0.297]","[-13.786,2.163,9.974]",21.45177450013985,0.0,unknown,unknown,"Overall: moves quickly along a long, primarily vertical path with large vertical variation. Phases: remains nearly still; descends and shifts slightly; ascends and moves across the scene; descends and moves across the scene."
R22_Helicopter_V2/Camera LookAt Target,Empty,1,8,"[0.81,2.47,0.0]","[-14.27,1.84,10.212]",21.41142368674534,0.0,unknown,unknown,"Overall: moves quickly along a long, primarily vertical path with large vertical variation. Phases: descends and shifts slightly; ascends and moves across the scene; descends and moves across the scene."
R22_Helicopter_V2/Graphics_Group/R22_Mechanical_Group,Empty,1,8,"[0.81,2.075,-0.618]","[-14.089,1.214,9.876]",21.395247582840515,0.0,unknown,unknown,"Overall: moves quickly along a long, primarily vertical path with large vertical variation. Phases: descends and shifts slightly; ascends and moves across the scene; descends and moves across the scene."
R22_Helicopter_V2/Graphics_Group/R22_Body_Gruop,Empty,1,8,"[0.803,1.976,-0.693]","[-14.099,1.096,9.835]",21.392062159772042,0.0,unknown,unknown,"Overall: moves quickly along a long, primarily vertical path with large vertical variation. Phases: descends and shifts slightly; ascends and shifts slightly; ascends and moves across the scene; descends and moves across the scene."
R22_Helicopter_V2/Graphics_Group/R22_Cockpit_Gruop,Empty,1,8,"[0.803,1.634,0.336]","[-14.934,1.302,10.495]",21.362395153213136,0.0,unknown,unknown,"Overall: moves quickly along a long, primarily vertical path with large vertical variation. Phases: descends and shifts slightly; ascends and moves across the scene; descends and moves across the scene."
R22_Helicopter_V2/COG,Empty,1,8,"[0.81,1.668,-0.185]","[-14.582,1.079,10.181]",21.363506403528074,0.0,unknown,unknown,"Overall: moves quickly along a long, primarily vertical path with large vertical variation. Phases: descends and shifts slightly; ascends and moves across the scene; descends and moves across the scene."
R22_Helicopter_V2/Rotors_Group,Empty,1,8,"[0.81,0.89,0.0]","[-15.115,0.515,10.372]",21.32008018743839,0.0,unknown,unknown,"Overall: moves quickly along a long, primarily vertical path with large vertical variation. Phases: descends and shifts slightly; ascends and moves across the scene; descends and moves across the scene."
R22_Helicopter_V2/Engines/Main Engine,Empty,1,8,"[0.81,0.89,0.0]","[-15.115,0.515,10.372]",21.32008018743839,0.0,unknown,unknown,"Overall: moves quickly along a long, primarily vertical path with large vertical variation. Phases: descends and shifts slightly; ascends and moves across the scene; descends and moves across the scene."
R22_Helicopter_V2/Engines,Empty,1,8,"[0.81,0.89,0.0]","[-15.115,0.515,10.372]",21.32008018743839,0.0,unknown,unknown,"Overall: moves quickly along a long, primarily vertical path with large vertical variation. Phases: descends and shifts slightly; ascends and moves across the scene; descends and moves across the scene."
R22_Helicopter_V2/Graphics_Group/R_22_Blendshapes,Empty,1,8,"[0.81,0.89,0.0]","[-15.115,0.515,10.372]",21.32008018743839,0.0,unknown,unknown,"Overall: moves quickly along a long, primarily vertical path with large vertical variation. Phases: descends and shifts slightly; ascends and moves across the scene; descends and moves across the scene."
R22_Helicopter_V2,PhysicsBody,1,8,"[0.81,0.89,0.0]","[-15.115,0.515,10.372]",21.32008018743839,0.0,unknown,unknown,"Overall: moves quickly along a long, primarily vertical path with large vertical variation. Phases: descends and shifts slightly; ascends and moves across the scene; descends and moves across the scene."
R22_Helicopter_V2/Audio Group,Empty,1,8,"[0.81,0.89,0.0]","[-15.115,0.515,10.372]",21.32008018743839,0.0,unknown,unknown,"Overall: moves quickly along a long, primarily vertical path with large vertical variation. Phases: descends and shifts slightly; ascends and moves across the scene; descends and moves across the scene."
R22_Helicopter_V2/Graphics_Group,Empty,1,8,"[0.81,0.89,0.0]","[-15.115,0.515,10.372]",21.32008018743839,0.0,unknown,unknown,"Overall: moves quickly along a long, primarily vertical path with large vertical variation. Phases: descends and shifts slightly; ascends and moves across the scene; descends and moves across the scene."
R22_Helicopter_V2/Collider Group,Empty,1,8,"[0.81,0.89,0.0]","[-15.115,0.515,10.372]",21.32008018743839,0.0,unknown,unknown,"Overall: moves quickly along a long, primarily vertical path with large vertical variation. Phases: descends and shifts slightly; ascends and moves across the scene; descends and moves across the scene."
HeliPad_001,Mesh,1,8,"[1.55,0.0,-0.67]","[1.55,0.0,-0.67]",0.0,1.0,stable,huge,Overall: remains mostly stationary with minimal displacement. Phases: remains nearly still.
