FrameIndex,ObjectName,"WorldPosition (x,y,z)",RotationEuler,RendererSize,ColliderSize
10,fruitKookadoba(Clone)/Aura,"[-918.658,24.089,787.879]","[9.310,170.243,197.185]","[0.378,0.418,0.328]",[]
10,fruitKookadoba(Clone)/Aura,"[-997.213,4.060,905.093]","[0.000,180.000,180.000]","[0.757,0.981,0.757]",[]
10,fruitKookadoba(Clone)/Aura,"[-998.972,5.360,738.900]","[0.000,328.411,180.000]","[0.344,0.324,0.344]",[]
10,fruitKookadoba(Clone)/Aura,"[-996.870,17.990,787.050]","[0.000,169.104,180.000]","[0.292,0.324,0.292]",[]
10,fruitKookadoba(Clone)/Aura,"[-843.230,17.160,794.080]","[0.000,212.671,180.000]","[0.345,0.324,0.345]",[]
10,fruitKookadoba(Clone)/Aura,"[-812.907,22.340,898.105]","[0.000,269.625,180.000]","[0.251,0.324,0.251]",[]
10,fruitKookadoba(Clone)/Aura,"[-848.903,22.317,905.503]","[0.000,93.671,180.000]","[0.265,0.324,0.265]",[]
10,fruitKookadoba(Clone)/Aura,"[-879.342,4.249,850.051]","[0.000,287.374,180.000]","[0.948,0.981,0.948]",[]
10,fruitKookadoba(Clone)/Aura,"[-929.502,34.723,755.368]","[3.868,180.128,183.168]","[0.811,1.070,0.822]",[]
10,fruitKookadoba(Clone)/Aura,"[-823.071,22.300,781.130]","[0.000,180.000,180.000]","[0.250,0.324,0.250]",[]
10,fruitKookadoba(Clone)/Aura,"[-981.609,19.662,985.021]","[0.000,180.000,180.000]","[0.757,0.981,0.757]",[]
10,fruitKookadoba(Clone)/Aura,"[-947.541,17.224,891.082]","[0.000,113.409,180.000]","[0.328,0.324,0.328]",[]
10,fruitKookadoba(Clone)/Aura,"[-1003.745,7.721,755.977]","[357.486,320.092,84.224]","[0.432,0.292,0.407]",[]
10,fruitKookadoba(Clone)/Aura,"[-948.860,4.909,863.190]","[0.000,180.000,180.000]","[0.250,0.324,0.250]",[]
10,fruitKookadoba(Clone)/Aura,"[-990.602,6.288,631.286]","[1.693,169.180,180.582]","[0.297,0.333,0.301]",[]
10,fruitKookadoba(Clone)/Aura,"[-925.180,23.787,880.832]","[0.000,212.529,180.000]","[0.345,0.324,0.345]",[]
10,fruitKookadoba(Clone)/Aura,"[-871.539,2.563,798.827]","[0.000,236.282,180.000]","[0.346,0.324,0.346]",[]
10,fruitKookadoba(Clone)/Aura,"[-891.370,2.628,775.651]","[0.000,180.000,180.000]","[0.757,0.981,0.757]",[]
10,fruitKookadoba(Clone)/Aura,"[-909.831,23.849,820.335]","[0.000,180.000,180.000]","[0.757,0.981,0.757]",[]
10,fruitKookadoba(Clone)/Aura,"[-897.319,2.656,808.826]","[0.000,225.630,180.000]","[1.070,0.981,1.070]",[]
10,fruitKookadoba(Clone)/Aura,"[-933.502,2.939,650.995]","[4.060,171.304,182.520]","[0.914,1.064,0.925]",[]
10,fruitKookadoba(Clone)/Aura,"[-859.637,16.386,717.557]","[0.000,180.000,180.000]","[0.250,0.324,0.250]",[]
10,fruitKookadoba(Clone)/Aura,"[-888.730,12.238,701.110]","[0.000,180.000,180.000]","[0.250,0.324,0.250]",[]
10,fruitKookadoba(Clone)/Aura,"[-888.082,4.103,793.773]","[20.038,161.833,162.458]","[1.113,1.352,1.223]",[]
10,fruitKookadoba(Clone)/Aura,"[-980.170,10.030,757.856]","[335.660,43.430,271.656]","[1.408,1.027,1.395]",[]
10,fruitKookadoba(Clone)/Aura,"[-927.360,34.178,790.782]","[353.852,173.202,193.569]","[0.343,0.398,0.312]",[]
10,fruitKookadoba(Clone)/Aura,"[-874.409,2.554,797.445]","[357.344,170.151,183.682]","[0.306,0.350,0.306]",[]
10,fruitKookadoba(Clone)/Aura,"[-907.674,14.874,763.656]","[0.000,180.000,267.337]","[1.015,0.802,0.757]",[]
10,fruitKookadoba(Clone)/Aura,"[-1017.103,6.346,634.740]","[1.416,157.829,178.429]","[1.002,1.020,1.018]",[]
10,fruitKookadoba(Clone)/Aura,"[-875.289,2.635,807.534]","[359.475,183.503,180.483]","[0.810,0.994,0.810]",[]
10,fruitKookadoba(Clone)/Aura,"[-889.572,17.585,682.190]","[0.000,180.000,180.000]","[0.250,0.324,0.250]",[]
10,fruitKookadoba(Clone)/Aura,"[-800.235,22.330,783.048]","[0.000,101.544,180.000]","[0.295,0.324,0.295]",[]
10,fruitKookadoba(Clone)/Aura,"[-802.681,25.980,909.126]","[0.000,131.331,180.000]","[0.352,0.324,0.352]",[]
10,fruitKookadoba(Clone)/Aura,"[-859.972,32.974,885.339]","[0.000,177.247,270.000]","[0.335,0.250,0.265]",[]
12,fruitKookadoba(Clone)/Aura,"[-939.791,3.027,775.096]","[359.154,185.428,176.063]","[0.293,0.344,0.279]",[]
12,fruitKookadoba(Clone)/Aura,"[-905.032,14.550,830.968]","[355.003,179.279,192.326]","[0.316,0.390,0.279]",[]
12,fruitKookadoba(Clone)/Aura,"[-955.370,1.546,879.530]","[0.000,142.157,180.000]","[0.350,0.324,0.350]",[]
12,fruitKookadoba(Clone)/Aura,"[-997.031,18.901,714.366]","[0.000,58.938,180.000]","[0.343,0.324,0.343]",[]
12,fruitKookadoba(Clone)/Aura,"[-832.720,24.870,904.260]","[0.000,92.949,180.000]","[0.262,0.324,0.262]",[]
12,fruitKookadoba(Clone)/Aura,"[-867.123,32.218,868.812]","[315.000,27.408,270.000]","[0.450,0.353,0.463]",[]
12,fruitKookadoba(Clone)/Aura,"[-1007.155,9.635,706.893]","[15.000,297.665,270.000]","[0.421,0.306,0.429]",[]
12,fruitKookadoba(Clone)/Aura,"[-854.687,9.798,601.592]","[0.000,153.277,180.000]","[0.335,0.324,0.335]",[]
12,fruitKookadoba(Clone)/Aura,"[-938.271,29.218,670.277]","[324.661,205.829,68.788]","[0.413,0.430,0.414]",[]
12,fruitKookadoba(Clone)/Aura,"[-955.568,5.977,830.099]","[345.000,180.000,179.002]","[0.255,0.381,0.326]",[]
12,fruitKookadoba(Clone)/Aura,"[-896.885,4.910,738.650]","[280.797,226.281,90.001]","[0.435,0.292,0.436]",[]
12,fruitKookadoba(Clone)/Aura,"[-994.000,10.343,816.207]","[341.441,182.961,188.796]","[0.313,0.419,0.360]",[]
12,fruitKookadoba(Clone)/Aura,"[-830.336,-3.033,654.394]","[0.000,180.000,180.000]","[0.250,0.324,0.250]",[]
12,fruitKookadoba(Clone)/Aura,"[-993.803,18.901,715.876]","[0.000,97.353,180.000]","[0.280,0.324,0.280]",[]
12,fruitKookadoba(Clone)/Aura,"[-852.455,-3.032,652.363]","[0.000,316.262,180.000]","[0.353,0.324,0.353]",[]
12,fruitKookadoba(Clone)/Aura,"[-904.323,2.480,848.634]","[0.000,180.000,180.000]","[0.250,0.324,0.250]",[]
12,fruitKookadoba(Clone)/Aura,"[-992.054,3.560,846.347]","[0.000,165.000,180.000]","[0.306,0.324,0.306]",[]
12,fruitKookadoba(Clone)/Aura,"[-912.528,3.388,680.167]","[341.859,116.127,181.261]","[0.412,0.391,0.379]",[]
12,fruitKookadoba(Clone)/Aura,"[-864.594,2.464,762.374]","[0.000,164.945,180.000]","[0.306,0.324,0.306]",[]
12,fruitKookadoba(Clone)/Aura,"[-941.450,23.830,870.190]","[0.000,103.500,180.000]","[0.301,0.324,0.301]",[]
12,fruitKookadoba(Clone)/Aura,"[-885.980,-1.911,617.460]","[0.000,254.069,180.000]","[0.309,0.324,0.309]",[]
12,fruitKookadoba(Clone)/Aura,"[-913.722,14.227,850.471]","[0.000,172.338,270.000]","[1.073,0.757,0.881]",[]
12,fruitKookadoba(Clone)/Aura,"[-944.700,6.435,662.542]","[358.232,141.968,197.340]","[1.252,1.185,1.238]",[]
12,fruitKookadoba(Clone)/Aura,"[-848.020,22.267,834.410]","[0.000,257.079,180.000]","[0.299,0.324,0.299]",[]
12,fruitKookadoba(Clone)/Aura,"[-849.897,31.336,781.827]","[0.000,95.638,180.000]","[0.273,0.324,0.273]",[]
12,fruitKookadoba(Clone)/Aura,"[-918.658,24.089,787.879]","[9.310,170.243,197.185]","[0.378,0.418,0.328]",[]
12,fruitKookadoba(Clone)/Aura,"[-997.213,4.060,905.093]","[0.000,180.000,180.000]","[0.757,0.981,0.757]",[]
12,fruitKookadoba(Clone)/Aura,"[-998.972,5.360,738.900]","[0.000,328.411,180.000]","[0.344,0.324,0.344]",[]
12,fruitKookadoba(Clone)/Aura,"[-996.870,17.990,787.050]","[0.000,169.104,180.000]","[0.292,0.324,0.292]",[]
12,fruitKookadoba(Clone)/Aura,"[-843.230,17.160,794.080]","[0.000,212.671,180.000]","[0.345,0.324,0.345]",[]
12,fruitKookadoba(Clone)/Aura,"[-812.907,22.340,898.105]","[0.000,269.625,180.000]","[0.251,0.324,0.251]",[]
12,fruitKookadoba(Clone)/Aura,"[-848.903,22.317,905.503]","[0.000,93.671,180.000]","[0.265,0.324,0.265]",[]
12,fruitKookadoba(Clone)/Aura,"[-879.342,4.249,850.051]","[0.000,287.374,180.000]","[0.948,0.981,0.948]",[]
12,fruitKookadoba(Clone)/Aura,"[-929.502,34.723,755.368]","[3.868,180.128,183.168]","[0.811,1.070,0.822]",[]
12,fruitKookadoba(Clone)/Aura,"[-823.071,22.300,781.130]","[0.000,180.000,180.000]","[0.250,0.324,0.250]",[]
12,fruitKookadoba(Clone)/Aura,"[-981.609,19.662,985.021]","[0.000,180.000,180.000]","[0.757,0.981,0.757]",[]
12,fruitKookadoba(Clone)/Aura,"[-947.541,17.224,891.082]","[0.000,113.409,180.000]","[0.328,0.324,0.328]",[]
12,fruitKookadoba(Clone)/Aura,"[-1003.745,7.721,755.977]","[357.486,320.092,84.224]","[0.432,0.292,0.407]",[]
12,fruitKookadoba(Clone)/Aura,"[-948.860,4.909,863.190]","[0.000,180.000,180.000]","[0.250,0.324,0.250]",[]
12,fruitKookadoba(Clone)/Aura,"[-990.602,6.288,631.286]","[1.693,169.180,180.582]","[0.297,0.333,0.301]",[]
12,fruitKookadoba(Clone)/Aura,"[-925.180,23.787,880.832]","[0.000,212.529,180.000]","[0.345,0.324,0.345]",[]
12,fruitKookadoba(Clone)/Aura,"[-871.539,2.563,798.827]","[0.000,236.282,180.000]","[0.346,0.324,0.346]",[]
12,fruitKookadoba(Clone)/Aura,"[-891.370,2.628,775.651]","[0.000,180.000,180.000]","[0.757,0.981,0.757]",[]
12,fruitKookadoba(Clone)/Aura,"[-909.831,23.849,820.335]","[0.000,180.000,180.000]","[0.757,0.981,0.757]",[]
12,fruitKookadoba(Clone)/Aura,"[-897.319,2.656,808.826]","[0.000,225.630,180.000]","[1.070,0.981,1.070]",[]
12,fruitKookadoba(Clone)/Aura,"[-933.502,2.939,650.995]","[4.060,171.304,182.520]","[0.914,1.064,0.925]",[]
12,fruitKookadoba(Clone)/Aura,"[-859.637,16.386,717.557]","[0.000,180.000,180.000]","[0.250,0.324,0.250]",[]
12,fruitKookadoba(Clone)/Aura,"[-888.730,12.238,701.110]","[0.000,180.000,180.000]","[0.250,0.324,0.250]",[]
12,fruitKookadoba(Clone)/Aura,"[-888.082,4.103,793.773]","[20.038,161.833,162.458]","[1.113,1.352,1.223]",[]
12,fruitKookadoba(Clone)/Aura,"[-980.170,10.030,757.856]","[335.660,43.430,271.656]","[1.408,1.027,1.395]",[]
12,fruitKookadoba(Clone)/Aura,"[-927.360,34.178,790.782]","[353.852,173.202,193.569]","[0.343,0.398,0.312]",[]
12,fruitKookadoba(Clone)/Aura,"[-874.409,2.554,797.445]","[357.344,170.151,183.682]","[0.306,0.350,0.306]",[]
12,fruitKookadoba(Clone)/Aura,"[-907.674,14.874,763.656]","[0.000,180.000,267.337]","[1.015,0.802,0.757]",[]
12,fruitKookadoba(Clone)/Aura,"[-1017.103,6.346,634.740]","[1.416,157.829,178.429]","[1.002,1.020,1.018]",[]
12,fruitKookadoba(Clone)/Aura,"[-875.289,2.635,807.534]","[359.475,183.503,180.483]","[0.810,0.994,0.810]",[]
12,fruitKookadoba(Clone)/Aura,"[-889.572,17.585,682.190]","[0.000,180.000,180.000]","[0.250,0.324,0.250]",[]
12,fruitKookadoba(Clone)/Aura,"[-800.235,22.330,783.048]","[0.000,101.544,180.000]","[0.295,0.324,0.295]",[]
12,fruitKookadoba(Clone)/Aura,"[-802.681,25.980,909.126]","[0.000,131.331,180.000]","[0.352,0.324,0.352]",[]
12,fruitKookadoba(Clone)/Aura,"[-859.972,32.974,885.339]","[0.000,177.247,270.000]","[0.335,0.250,0.265]",[]
10,fruitKookadoba(Clone)/Shadow,"[-939.790,3.018,775.096]","[359.154,185.428,176.063]","[0.208,0.234,0.198]",[]
10,fruitKookadoba(Clone)/Shadow,"[-905.034,14.541,830.967]","[355.003,179.279,192.326]","[0.222,0.267,0.197]",[]
