ObjectName,"ObjectType (from static file, if available)",StartFrame,EndFrame,StartPosition,EndPosition,AvgSpeed,VisibilityRatio,SizeChange,RelativeSize,PathSummary
Canvas/Panel/Row - Sticky Collective,Empty,1,8,"[0.0,1440.0,0.0]","[275.667,1206.667,0.0]",51.59429326495523,0.0,unknown,unknown,"The object moves quickly along a multi-directional path. It travels roughly 361.16 world units, moving downward and to the right. It spans about 233.33 units vertically. Its horizontal displacement from start to end is about 275.67 units."
Canvas/Panel/Row - Cyclic/Text (TMP) - Title,Empty,1,8,"[0.0,1440.0,0.0]","[148.563,1140.0,0.0]",47.82428828940118,0.0,unknown,unknown,"The object moves quickly along a primarily vertical path. It travels roughly 334.77 world units, moving downward and to the right. It spans about 300.00 units vertically. Its horizontal displacement from start to end is about 148.56 units."
Canvas/Panel/Row - Collective,Empty,1,8,"[0.0,1440.0,0.0]","[275.667,1273.333,0.0]",46.01911399203861,0.0,unknown,unknown,"The object moves quickly along a primarily horizontal path. It travels roughly 322.13 world units, moving downward and to the right. It spans about 166.67 units vertically. Its horizontal displacement from start to end is about 275.67 units."
R22_Helicopter_V2/Rotors_Group/Back Rotor - Mast/R22_Mechanical_LTailBlade_Geo,Mesh,1,8,"[0.542,2.033,-2.236]","[-13.227,0.524,8.696]",21.530183632352053,1.0,grow,tiny,"The object moves quickly along a primarily vertical path. It travels roughly 150.71 world units, moving downward and backward and to the left. It spans about 39.18 units vertically. Its horizontal displacement from start to end is about 17.58 units."
R22_Helicopter_V2/Rotors_Group/Back Rotor - Mast/R22_Mechanical_RTailBlade_Geo,Mesh,1,8,"[0.542,2.084,-2.236]","[-13.213,0.48,8.672]",21.528658986837236,1.0,grow,tiny,"The object moves quickly along a primarily vertical path. It travels roughly 150.70 world units, moving downward and backward and to the left. It spans about 39.19 units vertically. Its horizontal displacement from start to end is about 17.56 units."
R22_Helicopter_V2/Rotors_Group/Back Rotor - Mast/R22_Mechanical_TailMast_Geo,Mesh,1,8,"[0.743,2.062,-2.237]","[-13.108,0.446,8.84]",21.48858265422319,1.0,grow,tiny,"The object moves quickly along a primarily vertical path. It travels roughly 150.42 world units, moving downward and backward and to the left. It spans about 39.15 units vertically. Its horizontal displacement from start to end is about 17.74 units."
R22_Helicopter_V2/Graphics_Group/R22_Cockpit_Gruop/R22_Cockpit_Needle01_Geo,Mesh,1,8,"[0.661,1.689,0.782]","[-15.267,1.598,10.648]",21.39987370787779,1.0,grow,tiny,"The object moves quickly along a primarily vertical path. It travels roughly 149.80 world units, moving level and backward and to the left. It spans about 39.32 units vertically. Its horizontal displacement from start to end is about 18.74 units."
R22_Helicopter_V2/Graphics_Group/R22_Cockpit_Gruop/R22_Cockpit_LLever02_Geo,Mesh,1,8,"[0.529,1.218,0.659]","[-15.515,1.179,10.518]",21.398538874832305,1.0,grow,tiny,"The object moves quickly along a primarily vertical path. It travels roughly 149.79 world units, moving level and backward and to the left. It spans about 39.41 units vertically. Its horizontal displacement from start to end is about 18.83 units."
R22_Helicopter_V2/Graphics_Group/R22_Cockpit_Gruop/R22_Cockpit_Needle03_Geo,Mesh,1,8,"[0.708,1.596,0.769]","[-15.282,1.502,10.687]",21.385317415639033,1.0,grow,tiny,"The object moves quickly along a primarily vertical path. It travels roughly 149.70 world units, moving level and backward and to the left. It spans about 39.31 units vertically. Its horizontal displacement from start to end is about 18.82 units."
R22_Helicopter_V2/Graphics_Group/R22_Cockpit_Gruop/R22_Cockpit_LLever01_Geo,Mesh,1,8,"[0.647,1.218,0.659]","[-15.449,1.148,10.612]",21.374392520978773,1.0,grow,tiny,"The object moves quickly along a primarily vertical path. It travels roughly 149.62 world units, moving level and backward and to the left. It spans about 39.36 units vertically. Its horizontal displacement from start to end is about 18.92 units."
R22_Helicopter_V2/Graphics_Group/R22_Cockpit_Gruop/R22_Cockpit_Needle04_Geo,Mesh,1,8,"[0.746,1.524,0.722]","[-15.269,1.409,10.696]",21.37247597584602,1.0,grow,tiny,"The object moves quickly along a primarily vertical path. It travels roughly 149.61 world units, moving level and backward and to the left. It spans about 39.29 units vertically. Its horizontal displacement from start to end is about 18.87 units."
R22_Helicopter_V2/Graphics_Group/R22_Cockpit_Gruop/R22_Cockpit_Needle05_Geo,Mesh,1,8,"[0.746,1.518,0.655]","[-15.23,1.371,10.656]",21.37132374376885,1.0,grow,tiny,"The object moves quickly along a primarily vertical path. It travels roughly 149.60 world units, moving level and backward and to the left. It spans about 39.27 units vertically. Its horizontal displacement from start to end is about 18.85 units."
R22_Helicopter_V2/Graphics_Group/R22_Cockpit_Gruop/R22_Cockpit_Hanlde02_Geo,Mesh,1,8,"[0.803,1.35,0.39]","[-15.12,1.089,10.557]",21.346908062622315,1.0,grow,tiny,"The object moves quickly along a primarily vertical path. It travels roughly 149.43 world units, moving downward and backward and to the left. It spans about 39.20 units vertically. Its horizontal displacement from start to end is about 18.89 units."
R22_Helicopter_V2/Graphics_Group/R22_Cockpit_Gruop/R22_Cockpit_Needle02_Geo,Mesh,1,8,"[0.948,1.689,0.782]","[-15.106,1.523,10.875]",21.34446741894423,1.0,grow,tiny,"The object moves quickly along a primarily vertical path. It travels roughly 149.41 world units, moving level and backward and to the left. It spans about 39.20 units vertically. Its horizontal displacement from start to end is about 18.96 units."
R22_Helicopter_V2/Graphics_Group/R22_Cockpit_Gruop/R22_Cockpit_RLever01_Geo,Mesh,1,8,"[0.958,1.217,0.66]","[-15.276,1.066,10.857]",21.313377810519764,1.0,grow,tiny,"The object moves quickly along a primarily vertical path. It travels roughly 149.19 world units, moving level and backward and to the left. It spans about 39.23 units vertically. Its horizontal displacement from start to end is about 19.17 units."
R22_Helicopter_V2/Graphics_Group/R22_Cockpit_Gruop/R22_Cockpit_RLever02_Geo,Mesh,1,8,"[1.077,1.218,0.658]","[-15.208,1.035,10.95]",21.291431043347796,1.0,grow,tiny,"The object moves quickly along a primarily vertical path. It travels roughly 149.04 world units, moving level and backward and to the left. It spans about 39.18 units vertically. Its horizontal displacement from start to end is about 19.26 units."
Canvas/Panel/Row - Sticky Throttle,Empty,1,8,"[0.0,1440.0,0.0]","[275.667,1340.0,0.0]",41.89206122468863,0.0,unknown,unknown,"The object moves quickly along a primarily horizontal path. It travels roughly 293.24 world units, moving downward and to the right. It spans about 100.00 units vertically. Its horizontal displacement from start to end is about 275.67 units."
Canvas/Panel/Row - Raw Throttle,Empty,1,8,"[0.0,1440.0,0.0]","[275.667,1406.667,0.0]",39.66785152297739,0.0,unknown,unknown,"The object moves quickly along a primarily horizontal path. It travels roughly 277.67 world units, moving downward and to the right. It spans about 33.33 units vertically. Its horizontal displacement from start to end is about 275.67 units."
Canvas/Panel/Row - Sticky Collective/Text (TMP) - Title,Empty,1,8,"[0.0,1440.0,0.0]","[148.563,1206.667,0.0]",39.51627250918802,0.0,unknown,unknown,"The object moves quickly along a primarily vertical path. It travels roughly 276.61 world units, moving downward and to the right. It spans about 233.33 units vertically. Its horizontal displacement from start to end is about 148.56 units."
Canvas/Panel/Row - Collective/Text (TMP) - Title,Empty,1,8,"[0.0,1440.0,0.0]","[148.563,1273.333,0.0]",31.89550984264789,0.0,unknown,unknown,"The object moves quickly along a multi-directional path. It travels roughly 223.27 world units, moving downward and to the right. It spans about 166.67 units vertically. Its horizontal displacement from start to end is about 148.56 units."
Canvas/Panel/Row - Sticky Throttle/Text (TMP) - Title,Empty,1,8,"[0.0,1440.0,0.0]","[148.563,1340.0,0.0]",25.58338306720331,0.0,unknown,unknown,"The object moves quickly along a primarily horizontal path. It travels roughly 179.08 world units, moving downward and to the right. It spans about 100.00 units vertically. Its horizontal displacement from start to end is about 148.56 units."
Main Camera,Camera,1,8,"[-9.661,14.895,-15.276]","[-9.945,7.278,4.542]",24.66243019583661,0.0,unknown,unknown,"The object moves quickly along a primarily vertical path. It travels roughly 172.64 world units, moving downward and backward and to the left. It spans about 38.77 units vertically. Its horizontal displacement from start to end is about 19.82 units."
Canvas/Panel/Row - Raw Throttle/Text (TMP) - Title,Empty,1,8,"[0.0,1440.0,0.0]","[148.563,1406.667,0.0]",21.75093423187114,0.0,unknown,unknown,"The object moves quickly along a primarily horizontal path. It travels roughly 152.26 world units, moving downward and to the right. It spans about 33.33 units vertically. Its horizontal displacement from start to end is about 148.56 units."
R22_Helicopter_V2/Rotors_Group/Back Rotor - Mast,Empty,1,8,"[0.743,2.062,-2.237]","[-13.108,0.446,8.84]",21.48858265422319,0.0,unknown,unknown,"The object moves quickly along a primarily vertical path. It travels roughly 150.42 world units, moving downward and backward and to the left. It spans about 39.15 units vertically. Its horizontal displacement from start to end is about 17.74 units."
R22_Helicopter_V2/Rotors_Group/Main Rotor - Mast,Empty,1,8,"[0.809,3.024,-0.297]","[-13.786,2.163,9.974]",21.45177450013985,0.0,unknown,unknown,"The object moves quickly along a primarily vertical path. It travels roughly 150.16 world units, moving downward and backward and to the left. It spans about 38.78 units vertically. Its horizontal displacement from start to end is about 17.85 units."
R22_Helicopter_V2/Camera LookAt Target,Empty,1,8,"[0.81,2.47,0.0]","[-14.27,1.84,10.212]",21.41142368674534,0.0,unknown,unknown,"The object moves quickly along a primarily vertical path. It travels roughly 149.88 world units, moving downward and backward and to the left. It spans about 38.94 units vertically. Its horizontal displacement from start to end is about 18.21 units."
R22_Helicopter_V2/Graphics_Group/R22_Mechanical_Group,Empty,1,8,"[0.81,2.075,-0.618]","[-14.089,1.214,9.876]",21.395247582840515,0.0,unknown,unknown,"The object moves quickly along a primarily vertical path. It travels roughly 149.77 world units, moving downward and backward and to the left. It spans about 38.82 units vertically. Its horizontal displacement from start to end is about 18.22 units."
R22_Helicopter_V2/Graphics_Group/R22_Body_Gruop,Empty,1,8,"[0.803,1.976,-0.693]","[-14.099,1.096,9.835]",21.392062159772042,0.0,unknown,unknown,"The object moves quickly along a primarily vertical path. It travels roughly 149.74 world units, moving downward and backward and to the left. It spans about 38.82 units vertically. Its horizontal displacement from start to end is about 18.25 units."
R22_Helicopter_V2/Graphics_Group/R22_Cockpit_Gruop,Empty,1,8,"[0.803,1.634,0.336]","[-14.934,1.302,10.495]",21.362395153213136,0.0,unknown,unknown,"The object moves quickly along a primarily vertical path. It travels roughly 149.54 world units, moving downward and backward and to the left. It spans about 39.15 units vertically. Its horizontal displacement from start to end is about 18.73 units."
R22_Helicopter_V2/COG,Empty,1,8,"[0.81,1.668,-0.185]","[-14.582,1.079,10.181]",21.363506403528074,0.0,unknown,unknown,"The object moves quickly along a primarily vertical path. It travels roughly 149.54 world units, moving downward and backward and to the left. It spans about 39.00 units vertically. Its horizontal displacement from start to end is about 18.56 units."
R22_Helicopter_V2/Rotors_Group,Empty,1,8,"[0.81,0.89,0.0]","[-15.115,0.515,10.372]",21.32008018743839,0.0,unknown,unknown,"The object moves quickly along a primarily vertical path. It travels roughly 149.24 world units, moving downward and backward and to the left. It spans about 39.15 units vertically. Its horizontal displacement from start to end is about 19.00 units."
R22_Helicopter_V2/Engines/Main Engine,Empty,1,8,"[0.81,0.89,0.0]","[-15.115,0.515,10.372]",21.32008018743839,0.0,unknown,unknown,"The object moves quickly along a primarily vertical path. It travels roughly 149.24 world units, moving downward and backward and to the left. It spans about 39.15 units vertically. Its horizontal displacement from start to end is about 19.00 units."
R22_Helicopter_V2/Engines,Empty,1,8,"[0.81,0.89,0.0]","[-15.115,0.515,10.372]",21.32008018743839,0.0,unknown,unknown,"The object moves quickly along a primarily vertical path. It travels roughly 149.24 world units, moving downward and backward and to the left. It spans about 39.15 units vertically. Its horizontal displacement from start to end is about 19.00 units."
R22_Helicopter_V2/Graphics_Group/R_22_Blendshapes,Empty,1,8,"[0.81,0.89,0.0]","[-15.115,0.515,10.372]",21.32008018743839,0.0,unknown,unknown,"The object moves quickly along a primarily vertical path. It travels roughly 149.24 world units, moving downward and backward and to the left. It spans about 39.15 units vertically. Its horizontal displacement from start to end is about 19.00 units."
R22_Helicopter_V2,PhysicsBody,1,8,"[0.81,0.89,0.0]","[-15.115,0.515,10.372]",21.32008018743839,0.0,unknown,unknown,"The object moves quickly along a primarily vertical path. It travels roughly 149.24 world units, moving downward and backward and to the left. It spans about 39.15 units vertically. Its horizontal displacement from start to end is about 19.00 units."
R22_Helicopter_V2/Audio Group,Empty,1,8,"[0.81,0.89,0.0]","[-15.115,0.515,10.372]",21.32008018743839,0.0,unknown,unknown,"The object moves quickly along a primarily vertical path. It travels roughly 149.24 world units, moving downward and backward and to the left. It spans about 39.15 units vertically. Its horizontal displacement from start to end is about 19.00 units."
R22_Helicopter_V2/Graphics_Group,Empty,1,8,"[0.81,0.89,0.0]","[-15.115,0.515,10.372]",21.32008018743839,0.0,unknown,unknown,"The object moves quickly along a primarily vertical path. It travels roughly 149.24 world units, moving downward and backward and to the left. It spans about 39.15 units vertically. Its horizontal displacement from start to end is about 19.00 units."
R22_Helicopter_V2/Collider Group,Empty,1,8,"[0.81,0.89,0.0]","[-15.115,0.515,10.372]",21.32008018743839,0.0,unknown,unknown,"The object moves quickly along a primarily vertical path. It travels roughly 149.24 world units, moving downward and backward and to the left. It spans about 39.15 units vertically. Its horizontal displacement from start to end is about 19.00 units."
HeliPad_001,Mesh,1,8,"[1.55,0.0,-0.67]","[1.55,0.0,-0.67]",0.0,1.0,stable,huge,"The object barely moves along a stationary path. It travels roughly 0.00 world units, moving level and without strong horizontal bias."
