Frame,ObjectName,Position,RotationEuler,RotationQuat,RendererCenter,RendererSize,ColliderCenter,ColliderSize
9,SceneStart,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
9,SceneSetup,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
9,ShaderWarmup/ProModeGameNote,"[2.500,-1.000,5.000]","[90.000,0.000,0.000]","[0.707,0.000,0.000,0.707]",[],[],[],[]
9,ShaderWarmup/NormalGameNote,"[2.500,0.000,5.000]","[90.000,0.000,0.000]","[0.707,0.000,0.000,0.707]",[],[],[],[]
9,ShaderWarmup/MirroredObstacle,"[4.000,0.500,5.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
9,ShaderWarmup/BeatEffect,"[1.000,-1.000,5.000]","[0.000,0.000,90.000]","[0.000,0.000,0.707,0.707]",[],[],[],[]
9,ShaderWarmup/FarNote,"[2.500,1.000,5.000]","[90.000,0.000,0.000]","[0.707,0.000,0.000,0.707]",[],[],[],[]
9,ShaderWarmup/NormalGameNote/NoteCube/NoteArrow,"[2.500,0.108,4.747]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[2.500,0.105,4.747]","[0.300,0.090,0.010]",[],[]
9,ShaderWarmup/Obstacle,"[0.000,0.000,5.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
9,ShaderWarmup/MirroredGameNote,"[4.000,-1.000,5.000]","[90.000,0.000,0.000]","[0.707,0.000,0.000,0.707]",[],[],[],[]
9,MenuMainCamera,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
9,ShaderWarmup/FarCubeNoteDebrisHD,"[3.500,2.500,5.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
9,ShaderWarmup/NoteDebrisHD,"[1.500,0.000,5.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
9,ShaderWarmup/MirroredBombNote,"[4.000,0.000,5.000]","[90.000,0.000,0.000]","[0.707,0.000,0.000,0.707]",[],[],[],[]
9,MenuMainCamera/DustPS,"[0.000,0.000,0.000]","[90.000,0.000,0.000]","[0.707,0.000,0.000,0.707]","[0.000,0.000,0.000]","[0.000,0.000,0.000]",[],[]
9,ShaderWarmup/FlyingScoreEffect/Line,"[2.000,-2.150,5.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[2.000,-2.150,5.000]","[0.320,0.040,0.200]",[],[]
9,BloomSkyboxQuad,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[0.000,0.000,0.000]","[100000000.000,100000000.000,100000000.000]",[],[]
9,ShaderWarmup/Obstacle/HideWrapper/ObstacleFakeGlow,"[0.000,0.500,5.500]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[0.000,0.500,5.500]","[1.515,1.515,1.515]",[],[]
9,ShaderWarmup/Obstacle/ObstacleCore/Collider,"[0.000,0.500,5.500]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],"[0.000,0.500,5.500]","[0.990,0.990,0.990]"
9,ShaderWarmup/MirroredBombNote/Mesh,"[4.000,0.000,5.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[4.009,0.013,5.000]","[0.565,0.542,0.475]",[],[]
9,ShaderWarmup/NormalGameNote/NoteCube/BigCuttable,"[2.500,0.000,5.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],"[2.500,0.000,4.750]","[0.800,0.500,1.000]"
9,ShaderWarmup/Obstacle/ObstacleCore/DepthWrite,"[0.000,0.500,5.500]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[0.000,0.500,5.500]","[0.990,0.990,0.990]",[],[]
9,ShaderWarmup/MirroredObstacle/ObstacleFrame,"[4.000,1.000,5.500]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[4.000,1.000,5.500]","[1.000,1.000,1.000]",[],[]
9,ShaderWarmup/Obstacle/HideWrapper/ObstacleFrame,"[0.000,0.500,5.500]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[0.000,0.500,5.500]","[1.000,1.000,1.000]",[],[]
9,ShaderWarmup/NoteDebrisHD/NoteDebrisMesh,"[1.500,0.000,5.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[1.500,0.000,5.000]","[0.495,0.495,0.495]",[],[]
9,ShaderWarmup/FarCubeNoteDebrisHD/NoteDebrisMesh,"[3.500,2.500,5.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[3.500,2.500,5.000]","[0.495,0.495,0.495]",[],[]
9,ShaderWarmup/Obstacle/ObstacleCore,"[0.000,0.500,5.500]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[0.000,0.500,5.500]","[0.990,0.990,0.990]",[],[]
9,BlueNoiseHelper,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
9,ShaderWarmup/FlyingScoreEffect,"[2.000,-2.000,5.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
9,ShaderWarmup/FlyingScoreEffect/Text,"[1.990,-2.000,5.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[1.990,-2.000,5.000]","[0.000,0.000,0.000]",[],[]
9,ShaderWarmup/NormalGameNote/NoteCube/SmallCuttable,"[2.500,0.000,5.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],"[2.500,0.000,5.000]","[0.350,0.350,0.350]"
9,ShaderWarmup/ProModeGameNote/NoteCube/SmallCuttable,"[2.500,-1.000,5.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],"[2.500,-1.000,5.000]","[0.500,0.500,0.500]"
9,ShaderWarmup/BeatEffect/SpriteV,"[0.971,-1.000,5.000]","[0.000,0.000,90.000]","[0.000,0.000,0.707,0.707]","[-0.670,-1.000,5.000]","[3.281,0.219,0.200]",[],[]
9,ShaderWarmup/BeatEffect/Light,"[1.000,-1.000,5.000]","[0.000,0.000,90.000]","[0.000,0.000,0.707,0.707]",[],[],[],[]
9,SceneCameraBloomPrePass,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
9,ShaderWarmup/Obstacle/HideWrapper,"[0.000,0.000,5.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
9,ShaderWarmup/MirroredGameNote/NoteCube,"[4.000,-1.000,5.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[4.000,-1.000,5.000]","[0.495,0.495,0.495]",[],[]
9,ShaderWarmup/FarNote/NoteCube,"[2.500,1.000,5.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[2.500,1.000,5.000]","[0.495,0.495,0.495]",[],[]
9,ShaderWarmup/ProModeGameNote/NoteCube,"[2.500,-1.000,5.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[2.500,-1.000,5.000]","[0.495,0.495,0.495]",[],[]
9,ShaderWarmup/NormalGameNote/NoteCube,"[2.500,0.000,5.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[2.500,0.000,5.000]","[0.495,0.495,0.495]",[],[]
9,ShaderWarmup/NormalGameNote/NoteCube/NoteArrowGlow,"[2.500,0.104,4.747]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[2.500,0.104,4.747]","[0.560,0.280,0.000]",[],[]
9,ShaderWarmup/ProModeGameNote/NoteCube/BigCuttableHeading,"[2.500,-1.000,4.500]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],"[2.500,-1.000,4.500]","[0.500,0.500,0.500]"
9,ShaderWarmup/MirroredGameNote/NoteCube/NoteArrow,"[4.000,-0.892,4.747]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[4.000,-0.895,4.747]","[0.300,0.090,0.010]",[],[]
9,ShaderWarmup/MultiplayerGameBigAvatar/AvatarAndSabers/LeftSaberBase,"[-9.490,13.456,175.000]","[0.000,0.000,345.000]","[0.000,0.000,-0.131,0.991]",[],[],[],[]
9,ShaderWarmup/MirroredGameNote/NoteCube/NoteCircleGlow,"[4.000,-1.000,4.747]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[4.000,-1.000,4.747]","[0.500,0.500,0.000]",[],[]
9,ShaderWarmup/ProModeGameNote/NoteCube/NoteArrowGlow,"[2.500,-0.896,4.747]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[2.500,-0.896,4.747]","[0.560,0.280,0.000]",[],[]
9,ShaderWarmup/MultiplayerGameBigAvatar/AvatarAndSabers/RightSaberBase/Bottom,"[0.110,13.456,175.000]","[0.000,0.000,15.000]","[0.000,0.000,0.131,0.991]",[],[],[],[]
9,ShaderWarmup/MultiplayerGameBigAvatar,"[-4.690,0.000,5.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
9,ShaderWarmup/MultiplayerGameBigAvatar/HologramRays,"[-4.690,0.000,5.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
9,ShaderWarmup/MultiplayerGameBigAvatar/HologramRays/HologramLaserHolder/HologramLaser,"[-4.690,1.500,5.180]","[87.461,180.000,180.000]","[0.723,0.000,0.000,0.691]",[],[],[],[]
9,ShaderWarmup/MultiplayerGameBigAvatar/AvatarAndSabers/RightSaberBase/Top,"[0.110,13.456,179.000]","[0.000,0.000,15.000]","[0.000,0.000,0.131,0.991]",[],[],[],[]
9,ShaderWarmup/ProModeGameNote/NoteCube/SmallCuttableTrailing (2),"[2.500,-1.000,5.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],"[2.500,-1.000,5.000]","[0.500,0.500,0.500]"
9,ShaderWarmup/ProModeGameNote/NoteCube/NoteArrow,"[2.500,-0.892,4.747]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[2.500,-0.895,4.747]","[0.300,0.090,0.010]",[],[]
9,ColorManager,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
9,ShaderWarmup/ProModeGameNote/NoteCube/SmallCuttableTrailing (3),"[2.500,-1.000,5.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],"[2.500,-1.000,5.000]","[0.500,0.500,0.500]"
9,ShaderWarmup/MirroredSlider,"[-2.000,0.000,1.500]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
9,ShaderWarmup/Slider,"[-2.000,0.000,1.500]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
9,ShaderWarmup/ProModeGameNote/NoteCube/SmallCuttableTrailing (4),"[2.500,-1.000,5.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],"[2.500,-1.000,5.000]","[0.500,0.500,0.500]"
9,ShaderWarmup/FarNote/NoteCube/NoteCircleGlow,"[2.500,1.000,4.747]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[2.500,1.000,4.747]","[0.500,0.500,0.000]",[],[]
9,ShaderWarmup/FarNote/NoteCube/NoteArrowGlow,"[2.500,1.104,4.747]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[2.500,1.104,4.747]","[0.560,0.280,0.000]",[],[]
9,ShaderWarmup/MultiplayerGameBigAvatar/AvatarAndSabers/LeftSaberBase/Bottom,"[-9.490,13.456,175.000]","[0.000,0.000,345.000]","[0.000,0.000,-0.131,0.991]",[],[],[],[]
9,ShaderWarmup/NormalGameNote/NoteCube/NoteCircleGlow,"[2.500,0.000,4.747]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[2.500,0.000,4.747]","[0.500,0.500,0.000]",[],[]
9,ShaderWarmup/MirroredSlider/Slider_MeshRenderer,"[-2.000,0.000,1.500]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[-2.000,0.000,1.500]","[0.000,0.000,0.000]",[],[]
9,ShaderWarmup/Slider/Slider_MeshRenderer,"[-2.000,0.000,1.500]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[-2.000,0.000,1.500]","[0.000,0.000,0.000]",[],[]
9,ShaderWarmup/MultiplayerGameBigAvatar/HologramRays/HologramRays,"[-4.690,0.000,5.042]","[0.000,90.000,90.000]","[0.500,0.500,0.500,0.500]","[-4.801,0.038,22.013]","[1.873,0.083,33.942]",[],[]
9,ShaderWarmup/MultiplayerGameBigAvatar/AvatarAndSabers,"[-4.690,0.000,39.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
9,ShaderWarmup/NoteDebrisLW,"[1.000,0.000,5.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],"[1.000,0.000,5.000]","[0.160,0.160,0.160]"
9,ShaderWarmup/NoteDebrisLW/NoteDebrisMesh,"[1.000,0.000,5.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[1.000,0.000,5.000]","[0.472,0.472,0.472]",[],[]
9,ShaderWarmup/FarNote/NoteCube/NoteArrow,"[2.500,1.108,4.747]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[2.500,1.105,4.747]","[0.300,0.090,0.010]",[],[]
9,ShaderWarmup/ProModeGameNote/NoteCube/NoteCircleGlow,"[2.500,-1.000,4.747]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[2.500,-1.000,4.747]","[0.500,0.500,0.000]",[],[]
9,ShaderWarmup/MultiplayerGameBigAvatar/AvatarAndSabers/LeftSaberBase/Top,"[-9.490,13.456,179.000]","[0.000,0.000,345.000]","[0.000,0.000,-0.131,0.991]",[],[],[],[]
9,ShaderWarmup/MultiplayerGameBigAvatar/HologramRays/HologramLaserHolder,"[-4.690,1.500,5.180]","[2.540,0.000,0.000]","[0.022,0.000,0.000,1.000]",[],[],[],[]
9,ShaderWarmup/MultiplayerObstacle/ObstacleFrame,"[-1.500,0.500,5.500]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[-1.500,0.500,5.500]","[1.000,1.000,1.000]",[],[]
9,ShaderWarmup/MultiplayerObstacle/FakeGlowWrapper/ObstacleFakeGlow,"[-1.500,0.500,5.500]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[-1.500,0.500,5.500]","[1.515,1.515,1.515]",[],[]
9,ShaderWarmup/MultiplayerObstacle/ObstacleCore,"[-1.500,0.500,5.500]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[-1.500,0.500,5.500]","[0.990,0.990,0.990]",[],[]
9,ShaderWarmup/MultiplayerObstacle/ObstacleCore/DepthWrite,"[-1.500,0.500,5.500]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[-1.500,0.500,5.500]","[0.990,0.990,0.990]",[],[]
9,ShaderWarmup/MultiplayerObstacle,"[-1.500,0.000,5.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
9,ShaderWarmup/MultiplayerObstacle/FakeGlowWrapper,"[-1.500,0.000,5.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
9,ShaderWarmup/MirroredSlider/MeshController,"[-2.000,0.000,1.500]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
9,ShaderWarmup/Slider/MeshController,"[-2.000,0.000,1.500]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
9,ShaderWarmup/FarCubeNoteDebrisLW,"[2.500,2.000,5.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
9,ShaderWarmup/FarCubeNoteDebrisLW/NoteDebrisMesh,"[2.500,2.000,5.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[2.500,2.000,5.000]","[0.472,0.472,0.472]",[],[]
9,ShaderWarmup/MultiplayerGameBigAvatar/AvatarAndSabers/Head,"[-4.690,0.000,39.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
9,ShaderWarmup/ProModeGameNote/NoteCube/SmallCuttableTrailing (1),"[2.500,-1.000,5.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],"[2.500,-1.000,5.000]","[0.500,0.500,0.500]"
9,ShaderWarmup/MultiplayerGameBigAvatar/AvatarAndSabers/RightSaberBase,"[0.110,13.456,175.000]","[0.000,0.000,15.000]","[0.000,0.000,0.131,0.991]",[],[],[],[]
10,SaberTrailRendererHologram(Clone),"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[0.000,0.000,0.000]","[100.000,100.000,100.000]",[],[]
10,SaberTrailRendererHologram(Clone),"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[0.000,0.000,0.000]","[100.000,100.000,100.000]",[],[]
10,MenuMainCamera/ShaderWarmup/MultiplayerGameBigAvatar/AvatarAndSabers/LeftSaberBase/BasicSaberModelHologram(Clone)/FakeGlow1,"[-37.064,4.010,174.103]","[15.965,81.954,93.622]","[0.545,0.368,0.483,0.578]","[-37.064,4.010,174.103]","[0.000,0.000,0.000]",[],[]
10,MenuMainCamera/ShaderWarmup/MultiplayerGameBigAvatar/AvatarAndSabers/LeftSaberBase/BasicSaberModelHologram(Clone)/FakeGlow0,"[-37.799,3.725,178.717]","[15.965,81.954,93.622]","[0.545,0.368,0.483,0.578]","[-37.799,3.725,178.717]","[0.000,0.000,0.000]",[],[]
10,MenuMainCamera/ShaderWarmup/MultiplayerGameBigAvatar/AvatarAndSabers/LeftSaberBase/BasicSaberModelHologram(Clone)/BasicSaber/SaberHandle,"[-37.171,3.968,174.774]","[286.360,68.994,282.451]","[-0.669,0.044,-0.149,0.727]","[-37.117,3.989,174.435]","[0.273,0.215,0.658]",[],[]
10,MenuMainCamera/ShaderWarmup/MultiplayerGameBigAvatar/AvatarAndSabers/LeftSaberBase/BasicSaberModelHologram(Clone)/BasicSaber/SaberBlade,"[-37.171,3.968,174.774]","[286.360,68.994,282.451]","[-0.669,0.044,-0.149,0.727]","[-37.483,3.848,176.735]","[0.798,0.418,3.957]",[],[]
10,MenuMainCamera/ShaderWarmup/MultiplayerGameBigAvatar/AvatarAndSabers/LeftSaberBase/BasicSaberModelHologram(Clone)/BasicSaber/SaberGlowingEdges,"[-37.171,3.968,174.774]","[286.360,68.994,282.451]","[-0.669,0.044,-0.149,0.727]","[-37.431,3.868,176.410]","[0.910,0.461,4.660]",[],[]
10,MenuMainCamera/ShaderWarmup/MultiplayerGameBigAvatar/AvatarAndSabers/LeftSaberBase/BasicSaberModelHologram(Clone)/BasicSaber,"[-37.171,3.968,174.774]","[3.482,350.956,344.005]","[0.041,-0.074,-0.136,0.987]",[],[],[],[]
10,MenuMainCamera/ShaderWarmup/MultiplayerGameBigAvatar/AvatarAndSabers/LeftSaberBase/BasicSaberModelHologram(Clone),"[-37.171,3.968,174.774]","[3.482,350.956,344.005]","[0.041,-0.074,-0.136,0.987]",[],[],[],[]
10,MenuMainCamera/ShaderWarmup/MultiplayerGameBigAvatar/AvatarAndSabers/RightSaberBase/BasicSaberModelHologram(Clone)/FakeGlow1,"[-27.583,3.843,175.602]","[346.022,80.088,93.588]","[0.402,0.505,0.607,0.463]","[-27.583,3.843,175.602]","[0.000,0.000,0.000]",[],[]
10,MenuMainCamera/ShaderWarmup/MultiplayerGameBigAvatar/AvatarAndSabers/RightSaberBase/BasicSaberModelHologram(Clone)/FakeGlow0,"[-28.318,3.559,180.215]","[346.022,80.088,93.588]","[0.402,0.505,0.607,0.463]","[-28.318,3.559,180.215]","[0.000,0.000,0.000]",[],[]
10,MenuMainCamera/ShaderWarmup/MultiplayerGameBigAvatar/AvatarAndSabers/RightSaberBase/BasicSaberModelHologram(Clone)/BasicSaber/SaberHandle,"[-27.690,3.802,176.272]","[284.423,274.641,75.887]","[-0.685,-0.145,0.030,0.714]","[-27.636,3.823,175.934]","[0.271,0.211,0.651]",[],[]
10,MenuMainCamera/ShaderWarmup/MultiplayerGameBigAvatar/AvatarAndSabers/RightSaberBase/BasicSaberModelHologram(Clone)/BasicSaber/SaberBlade,"[-27.690,3.802,176.272]","[284.423,274.641,75.887]","[-0.685,-0.145,0.030,0.714]","[-28.002,3.681,178.234]","[0.796,0.414,3.950]",[],[]
10,MenuMainCamera/ShaderWarmup/MultiplayerGameBigAvatar/AvatarAndSabers/RightSaberBase/BasicSaberModelHologram(Clone)/BasicSaber/SaberGlowingEdges,"[-27.690,3.802,176.272]","[284.423,274.641,75.887]","[-0.685,-0.145,0.030,0.714]","[-27.951,3.701,177.909]","[0.908,0.458,4.653]",[],[]
10,MenuMainCamera/ShaderWarmup/MultiplayerGameBigAvatar/AvatarAndSabers/RightSaberBase/BasicSaberModelHologram(Clone)/BasicSaber,"[-27.690,3.802,176.272]","[3.482,350.956,14.005]","[0.020,-0.082,0.124,0.989]",[],[],[],[]
10,MenuMainCamera/ShaderWarmup/MultiplayerGameBigAvatar/AvatarAndSabers/RightSaberBase/BasicSaberModelHologram(Clone),"[-27.690,3.802,176.272]","[3.482,350.956,14.005]","[0.020,-0.082,0.124,0.989]",[],[],[],[]
10,MenuMainCamera/ShaderWarmup/StencilWrite,"[2.879,0.690,7.473]","[3.482,350.956,359.005]","[0.031,-0.079,-0.006,0.996]","[2.879,0.690,7.473]","[4.103,20.029,1.878]",[],[]
10,MenuMainCamera/ShaderWarmup/ParametricFakeGlow,"[-1.248,-1.796,7.678]","[3.482,350.956,359.005]","[0.031,-0.079,-0.006,0.996]","[-1.248,-1.796,7.678]","[0.995,1.015,0.219]",[],[]
10,MenuMainCamera/ShaderWarmup/EnvLightBillboardSpriteGlow,"[3.196,-1.874,8.381]","[3.482,350.956,359.005]","[0.031,-0.079,-0.006,0.996]","[3.196,-1.874,8.381]","[0.995,1.015,0.219]",[],[]
10,MenuMainCamera/ShaderWarmup/BombLW,"[0.773,4.157,8.366]","[3.482,350.956,359.005]","[0.031,-0.079,-0.006,0.996]","[0.773,4.157,8.366]","[0.995,1.015,0.219]",[],[]
10,MenuMainCamera/ShaderWarmup/TrackMirror-AlsoToRenderSliderBehindIt/SetDepthOnly,"[-4.042,-0.186,6.318]","[3.482,350.956,359.005]","[0.031,-0.079,-0.006,0.996]","[-3.000,-1.000,4.000]","[4.000,2.000,0.000]",[],[]
10,SceneContext,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
10,MenuMainCamera/ShaderWarmup/MultiplayerGameBigAvatar/HologramAvatarMaterial,"[-5.766,2.775,7.240]","[3.482,350.956,359.005]","[0.031,-0.079,-0.006,0.996]","[-5.766,2.775,7.240]","[0.995,1.015,0.219]",[],[]
10,MenuMainCamera/ShaderWarmup/FadeQuad,"[-1.229,0.699,7.835]","[3.482,350.956,359.005]","[0.031,-0.079,-0.006,0.996]","[-1.229,0.699,7.835]","[1.990,2.031,0.438]",[],[]
10,MenuMainCamera/ShaderWarmup/TransparentNeonLightFog,"[1.715,-1.848,8.146]","[3.482,350.956,359.005]","[0.031,-0.079,-0.006,0.996]","[1.715,-1.848,8.146]","[0.995,1.015,0.219]",[],[]
10,MenuMainCamera/ShaderWarmup/Sparkle,"[-1.213,2.695,7.960]","[3.482,350.956,359.005]","[0.031,-0.079,-0.006,0.996]","[-1.213,2.695,7.960]","[0.995,1.015,0.219]",[],[]
10,MenuMainCamera/ShaderWarmup/Line,"[-1.229,0.699,7.835]","[3.482,350.956,359.005]","[0.031,-0.079,-0.006,0.996]","[-1.229,0.699,7.835]","[0.348,0.058,0.250]",[],[]
