ObjectName,Scene,Parent,Level,Type,Layer,Active,Position,Rotation,Scale,InView,HasRenderer,HasCollider,Components
SceneStart,HealthWarning,None,0,Empty,Default,True,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|DefaultSceneStart
ViewControllers/HealthWarningViewController/BottomPanel,HealthWarning,ViewControllers/HealthWarningViewController,2,Empty,UI,False,"[0.000,-0.800,2.600]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|ImageView
ViewControllers/NoUserAgeWarningViewController/CentreButtons/Buttons/Show/BGDisabled,HealthWarning,ViewControllers/NoUserAgeWarningViewController/CentreButtons/Buttons/Show,5,Empty,UI,False,"[0.100,-0.197,2.600]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|ImageView
ViewControllers/ExplicitContentWarningViewController/CentreButtons/Buttons/Continue/Border,HealthWarning,ViewControllers/ExplicitContentWarningViewController/CentreButtons/Buttons/Continue,5,Empty,UI,False,"[0.000,-0.200,2.600]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|ImageView
ViewControllers/SelectRegionViewController/SimpleTextDropDown/DropdownTableView/ScrollBar/DownButton,HealthWarning,ViewControllers/SelectRegionViewController/SimpleTextDropDown/DropdownTableView/ScrollBar,5,Empty,UI,False,"[0.620,0.580,2.600]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|SignalOnUIButtonClick|CanvasRenderer|Touchable|ButtonStaticAnimations|NoTransitionsButton
ViewControllers/SelectRegionViewController/SimpleTextDropDown/DropdownTableView/ScrollBar/DownButton/Icon,HealthWarning,ViewControllers/SelectRegionViewController/SimpleTextDropDown/DropdownTableView/ScrollBar/DownButton,6,Empty,UI,False,"[0.620,0.320,2.600]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|ImageView
ViewControllers/EulaViewController/BottomPanel/Buttons/Agree/Content,HealthWarning,ViewControllers/EulaViewController/BottomPanel/Buttons/Agree,5,Empty,UI,False,"[0.121,-0.680,2.600]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|StackLayoutGroup|LayoutElement
MenuCore/UI/ScreenSystem/ScreenContainer/KeyboardContainer/KeyboardWrapper/Keyboard/Numpad/Row/7/Stroke,HealthWarning,MenuCore/UI/ScreenSystem/ScreenContainer/KeyboardContainer/KeyboardWrapper/Keyboard/Numpad/Row/7,10,Empty,UI,False,"[0.855,1.590,4.350]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|ImageView
MenuCore/UI/ScreenSystem/ScreenContainer/KeyboardContainer/KeyboardWrapper/Keyboard/Numpad/Row/7,HealthWarning,MenuCore/UI/ScreenSystem/ScreenContainer/KeyboardContainer/KeyboardWrapper/Keyboard/Numpad/Row,9,Empty,UI,False,"[0.855,1.590,4.350]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|UIKeyboardKey|CanvasRenderer|SignalOnUIButtonClick|NoTransitionsButton|ButtonStaticAnimations|Touchable|LayoutElement
MenuCore/UI/ScreenSystem/ScreenContainer/KeyboardContainer/KeyboardWrapper/Keyboard/Numpad/Row/7/Text,HealthWarning,MenuCore/UI/ScreenSystem/ScreenContainer/KeyboardContainer/KeyboardWrapper/Keyboard/Numpad/Row/7,10,Empty,UI,False,"[0.858,1.674,4.350]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|CurvedTextMeshPro
MenuCore/UI/ScreenSystem/ScreenContainer/KeyboardContainer/KeyboardWrapper/Keyboard/Numpad/Row/7/BG,HealthWarning,MenuCore/UI/ScreenSystem/ScreenContainer/KeyboardContainer/KeyboardWrapper/Keyboard/Numpad/Row/7,10,Empty,UI,False,"[0.855,1.590,4.350]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|ImageView
ViewControllers/EulaViewController/BottomPanel/Buttons/DoNotAgree/Underline,HealthWarning,ViewControllers/EulaViewController/BottomPanel/Buttons/DoNotAgree,5,Empty,UI,False,"[-0.861,-0.680,2.600]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|ImageView
MenuEnvironmentCore/BackgroundColor,HealthWarning,MenuEnvironmentCore,1,Empty,Default,True,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|BloomPrePassBackgroundColor|BloomPrePassBackgroundLightWithId
ViewControllers/SelectRegionViewController/Continue/BGDisabled,HealthWarning,ViewControllers/SelectRegionViewController/Continue,3,Empty,UI,False,"[0.050,0.380,2.600]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|ImageView
MenuCore/UI/ScreenSystem/ScreenContainer/KeyboardContainer/KeyboardWrapper/Keyboard/Numpad/Row/4/Stroke,HealthWarning,MenuCore/UI/ScreenSystem/ScreenContainer/KeyboardContainer/KeyboardWrapper/Keyboard/Numpad/Row/4,10,Empty,UI,False,"[0.855,1.380,4.350]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|ImageView
MenuCore/UI/ScreenSystem/ScreenContainer/KeyboardContainer/KeyboardWrapper/Keyboard/Numpad/Row/4,HealthWarning,MenuCore/UI/ScreenSystem/ScreenContainer/KeyboardContainer/KeyboardWrapper/Keyboard/Numpad/Row,9,Empty,UI,False,"[0.855,1.380,4.350]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|UIKeyboardKey|CanvasRenderer|SignalOnUIButtonClick|NoTransitionsButton|ButtonStaticAnimations|Touchable|LayoutElement
MenuCore/UI/ScreenSystem/ScreenContainer/KeyboardContainer/KeyboardWrapper/Keyboard/Numpad/Row/4/Text,HealthWarning,MenuCore/UI/ScreenSystem/ScreenContainer/KeyboardContainer/KeyboardWrapper/Keyboard/Numpad/Row/4,10,Empty,UI,False,"[0.858,1.464,4.350]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|CurvedTextMeshPro
MenuCore/UI/ScreenSystem/ScreenContainer/KeyboardContainer/KeyboardWrapper/Keyboard/Numpad/Row/4/BG,HealthWarning,MenuCore/UI/ScreenSystem/ScreenContainer/KeyboardContainer/KeyboardWrapper/Keyboard/Numpad/Row/4,10,Empty,UI,False,"[0.855,1.380,4.350]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|ImageView
ViewControllers/ExplicitContentWarningViewController/GameObject/GameObject/LabelWithToggle,HealthWarning,ViewControllers/ExplicitContentWarningViewController/GameObject/GameObject,4,Empty,UI,False,"[0.000,0.269,2.600]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|LayoutElement
ViewControllers/EndOfLifeNoticeViewController/BottomPanel/Buttons/Acknowledge/Content,HealthWarning,ViewControllers/EndOfLifeNoticeViewController/BottomPanel/Buttons/Acknowledge,5,Empty,UI,False,"[0.000,-0.700,2.600]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|StackLayoutGroup|LayoutElement
ViewControllers/SelectRegionViewController/SimpleTextDropDown/DropdownTableView/BG,HealthWarning,ViewControllers/SelectRegionViewController/SimpleTextDropDown/DropdownTableView,4,Empty,UI,False,"[0.020,0.580,2.600]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|ImageView
MenuCore/UI/ScreenSystem/ScreenContainer/KeyboardContainer/KeyboardWrapper/Keyboard/Letters/Row/V/Stroke,HealthWarning,MenuCore/UI/ScreenSystem/ScreenContainer/KeyboardContainer/KeyboardWrapper/Keyboard/Letters/Row/V,10,Empty,UI,False,"[-0.256,1.170,4.350]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|ImageView
MenuCore/UI/ScreenSystem/ScreenContainer/KeyboardContainer/KeyboardWrapper/Keyboard/Letters/Row/V/BG,HealthWarning,MenuCore/UI/ScreenSystem/ScreenContainer/KeyboardContainer/KeyboardWrapper/Keyboard/Letters/Row/V,10,Empty,UI,False,"[-0.256,1.170,4.350]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|ImageView
MenuCore/UI/ScreenSystem/ScreenContainer/KeyboardContainer/KeyboardWrapper/Keyboard/Letters/Row/V/Text,HealthWarning,MenuCore/UI/ScreenSystem/ScreenContainer/KeyboardContainer/KeyboardWrapper/Keyboard/Letters/Row/V,10,Empty,UI,False,"[-0.253,1.254,4.350]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|CurvedTextMeshPro
MenuCore/UI/ScreenSystem/ScreenContainer/KeyboardContainer/KeyboardWrapper/Keyboard/Letters/Row/V,HealthWarning,MenuCore/UI/ScreenSystem/ScreenContainer/KeyboardContainer/KeyboardWrapper/Keyboard/Letters/Row,9,Empty,UI,False,"[-0.256,1.170,4.350]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|UIKeyboardKey|CanvasRenderer|SignalOnUIButtonClick|NoTransitionsButton|ButtonStaticAnimations|Touchable|LayoutElement
MenuEnvironmentCore/PlayersPlace,HealthWarning,MenuEnvironmentCore,1,Empty,Default,True,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform
ViewControllers/EulaViewController/BottomPanel/Buttons/Continue/Content,HealthWarning,ViewControllers/EulaViewController/BottomPanel/Buttons/Continue,5,Empty,UI,False,"[0.621,-0.680,2.600]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|StackLayoutGroup|LayoutElement
ViewControllers/HealthWarningViewController/BottomPanel/Buttons/Continue/OutlineWrapper,HealthWarning,ViewControllers/HealthWarningViewController/BottomPanel/Buttons/Continue,5,Empty,UI,False,"[0.000,-0.700,2.600]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer
ViewControllers/SelectLanguageViewController/SimpleTextDropDown/DropdownTableView/ScrollBar,HealthWarning,ViewControllers/SelectLanguageViewController/SimpleTextDropDown/DropdownTableView,4,Empty,UI,False,"[0.700,0.920,2.600]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform
MenuCore/UI/ScreenSystem/ScreenContainer/KeyboardContainer/KeyboardWrapper/Keyboard/Letters/Row,HealthWarning,MenuCore/UI/ScreenSystem/ScreenContainer/KeyboardContainer/KeyboardWrapper/Keyboard/Letters,8,Empty,Default,False,"[-0.345,1.695,4.350]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|HorizontalLayoutGroup
ViewControllers/SelectRegionViewController/SimpleTextDropDown/DropdownTableView/Viewport/Content/SimpleTextTableCell (2),HealthWarning,ViewControllers/SelectRegionViewController/SimpleTextDropDown/DropdownTableView/Viewport/Content,6,Empty,UI,False,"[0.020,0.580,2.600]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|SimpleTextTableCell|Touchable|SelectableCellStaticAnimations|Animation
ViewControllers/SelectRegionViewController/SimpleTextDropDown/DropdownTableView/Viewport/Content/SimpleTextTableCell (2)/BG,HealthWarning,ViewControllers/SelectRegionViewController/SimpleTextDropDown/DropdownTableView/Viewport/Content/SimpleTextTableCell (2),7,Empty,UI,False,"[0.020,0.580,2.600]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|ImageView
ViewControllers/SelectRegionViewController/SimpleTextDropDown/DropdownTableView/Viewport/Content/SimpleTextTableCell (2)/Text,HealthWarning,ViewControllers/SelectRegionViewController/SimpleTextDropDown/DropdownTableView/Viewport/Content/SimpleTextTableCell (2),7,Empty,UI,False,"[0.020,0.580,2.600]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|CurvedTextMeshPro
ViewControllers/SelectLanguageViewController/SimpleTextDropDown/DropdownTableView/ScrollBar/VerticalScrollIndicator/Handle,HealthWarning,ViewControllers/SelectLanguageViewController/SimpleTextDropDown/DropdownTableView/ScrollBar/VerticalScrollIndicator,6,Empty,UI,False,"[0.620,0.755,2.600]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|ImageView
ViewControllers/EulaViewController/TextPageScrollView/ScrollBar/DownButton/Icon,HealthWarning,ViewControllers/EulaViewController/TextPageScrollView/ScrollBar/DownButton,5,Empty,UI,False,"[0.980,-0.520,2.600]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|ImageView
ViewControllers/PrivacyPolicyViewController/TextPageScrollView/ScrollBar/DownButton/Icon,HealthWarning,ViewControllers/PrivacyPolicyViewController/TextPageScrollView/ScrollBar/DownButton,5,Empty,UI,False,"[0.980,-0.520,2.600]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|ImageView
ViewControllers/PrivacyPolicyViewController/TextPageScrollView/ScrollBar/DownButton,HealthWarning,ViewControllers/PrivacyPolicyViewController/TextPageScrollView/ScrollBar,4,Empty,UI,False,"[0.980,0.070,2.600]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|SignalOnUIButtonClick|CanvasRenderer|Touchable|ButtonStaticAnimations|NoTransitionsButton
ViewControllers/EulaViewController/TextPageScrollView/ScrollBar/DownButton,HealthWarning,ViewControllers/EulaViewController/TextPageScrollView/ScrollBar,4,Empty,UI,False,"[0.980,0.070,2.600]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|SignalOnUIButtonClick|CanvasRenderer|Touchable|ButtonStaticAnimations|NoTransitionsButton
ViewControllers/NoUserAgeWarningViewController/CentreButtons/Buttons/Show/OutlineWrapper,HealthWarning,ViewControllers/NoUserAgeWarningViewController/CentreButtons/Buttons/Show,5,Empty,UI,False,"[0.000,-0.197,2.600]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer
ViewControllers/SelectRegionViewController/Continue/OutlineWrapper,HealthWarning,ViewControllers/SelectRegionViewController/Continue,3,Empty,UI,False,"[0.000,0.380,2.600]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer
ViewControllers/SelectRegionViewController/SimpleTextDropDown/DropDownButton/BG,HealthWarning,ViewControllers/SelectRegionViewController/SimpleTextDropDown/DropDownButton,4,Empty,UI,False,"[0.490,0.580,2.600]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|ImageView
MenuCore/UI/ScreenSystem/ScreenContainer/KeyboardContainer/KeyboardWrapper/Keyboard/Numpad/Row/1,HealthWarning,MenuCore/UI/ScreenSystem/ScreenContainer/KeyboardContainer/KeyboardWrapper/Keyboard/Numpad/Row,9,Empty,UI,False,"[0.855,1.170,4.350]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|UIKeyboardKey|CanvasRenderer|SignalOnUIButtonClick|NoTransitionsButton|ButtonStaticAnimations|Touchable|LayoutElement
MenuCore/UI/ScreenSystem/ScreenContainer/KeyboardContainer/KeyboardWrapper/Keyboard/Numpad/Row/1/Text,HealthWarning,MenuCore/UI/ScreenSystem/ScreenContainer/KeyboardContainer/KeyboardWrapper/Keyboard/Numpad/Row/1,10,Empty,UI,False,"[0.858,1.254,4.350]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|CurvedTextMeshPro
MenuCore/UI/ScreenSystem/ScreenContainer/KeyboardContainer/KeyboardWrapper/Keyboard/Numpad/Row/1/BG,HealthWarning,MenuCore/UI/ScreenSystem/ScreenContainer/KeyboardContainer/KeyboardWrapper/Keyboard/Numpad/Row/1,10,Empty,UI,False,"[0.855,1.170,4.350]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|ImageView
MenuCore/UI/ScreenSystem/ScreenContainer/KeyboardContainer/KeyboardWrapper/Keyboard/Numpad/Row/1/Stroke,HealthWarning,MenuCore/UI/ScreenSystem/ScreenContainer/KeyboardContainer/KeyboardWrapper/Keyboard/Numpad/Row/1,10,Empty,UI,False,"[0.855,1.170,4.350]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|ImageView
MenuCore/UI/ScreenSystem/ScreenContainer/KeyboardContainer/KeyboardWrapper/Keyboard/Letters/Row/Del/Stroke,HealthWarning,MenuCore/UI/ScreenSystem/ScreenContainer/KeyboardContainer/KeyboardWrapper/Keyboard/Letters/Row/Del,10,Empty,UI,False,"[0.584,1.170,4.350]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|ImageView
MenuCore/UI/ScreenSystem/ScreenContainer/KeyboardContainer/KeyboardWrapper/Keyboard/Letters/Row/Del/Text,HealthWarning,MenuCore/UI/ScreenSystem/ScreenContainer/KeyboardContainer/KeyboardWrapper/Keyboard/Letters/Row/Del,10,Empty,UI,False,"[0.587,1.254,4.350]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|CurvedTextMeshPro
MenuCore/UI/ScreenSystem/ScreenContainer/KeyboardContainer/KeyboardWrapper/Keyboard/Letters/Row/Del,HealthWarning,MenuCore/UI/ScreenSystem/ScreenContainer/KeyboardContainer/KeyboardWrapper/Keyboard/Letters/Row,9,Empty,UI,False,"[0.584,1.170,4.350]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|UIKeyboardKey|CanvasRenderer|SignalOnUIButtonClick|NoTransitionsButton|ButtonStaticAnimations|Touchable|LayoutElement
MenuCore/UI/ScreenSystem/ScreenContainer/KeyboardContainer/KeyboardWrapper/Keyboard/Letters/Row/Del/BG,HealthWarning,MenuCore/UI/ScreenSystem/ScreenContainer/KeyboardContainer/KeyboardWrapper/Keyboard/Letters/Row/Del,10,Empty,UI,False,"[0.584,1.170,4.350]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|ImageView
MenuCore/UI/ScreenSystem/TopScreen/TitleViewController,HealthWarning,MenuCore/UI/ScreenSystem/TopScreen,4,Empty,UI,False,"[0.000,2.685,4.365]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|Canvas|TitleViewController|VRGraphicRaycaster|CanvasGroup|Touchable
ViewControllers/NoUserAgeWarningViewController/SafeAreaRectChecker,HealthWarning,ViewControllers/NoUserAgeWarningViewController,2,Empty,UI,False,"[0.000,0.000,2.600]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|SafeAreaRectChecker
MenuCore/UI/ScreenSystem/ScreenContainer/KeyboardContainer/KeyboardWrapper/Keyboard/Letters/Row/Y/Stroke,HealthWarning,MenuCore/UI/ScreenSystem/ScreenContainer/KeyboardContainer/KeyboardWrapper/Keyboard/Letters/Row/Y,10,Empty,UI,False,"[-0.242,1.590,4.350]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|ImageView
MenuCore/UI/ScreenSystem/ScreenContainer/KeyboardContainer/KeyboardWrapper/Keyboard/Letters/Row/Y/BG,HealthWarning,MenuCore/UI/ScreenSystem/ScreenContainer/KeyboardContainer/KeyboardWrapper/Keyboard/Letters/Row/Y,10,Empty,UI,False,"[-0.242,1.590,4.350]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|ImageView
MenuCore/UI/ScreenSystem/ScreenContainer/KeyboardContainer/KeyboardWrapper/Keyboard/Letters/Row/Y/Text,HealthWarning,MenuCore/UI/ScreenSystem/ScreenContainer/KeyboardContainer/KeyboardWrapper/Keyboard/Letters/Row/Y,10,Empty,UI,False,"[-0.239,1.674,4.350]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|CurvedTextMeshPro
MenuCore/UI/ScreenSystem/ScreenContainer/KeyboardContainer/KeyboardWrapper/Keyboard/Letters/Row/Y,HealthWarning,MenuCore/UI/ScreenSystem/ScreenContainer/KeyboardContainer/KeyboardWrapper/Keyboard/Letters/Row,9,Empty,UI,False,"[-0.242,1.590,4.350]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|UIKeyboardKey|CanvasRenderer|SignalOnUIButtonClick|NoTransitionsButton|ButtonStaticAnimations|Touchable|LayoutElement
ViewControllers/HealthWarningViewController/BottomPanel/Buttons/Continue/BGDisabled,HealthWarning,ViewControllers/HealthWarningViewController/BottomPanel/Buttons/Continue,5,Empty,UI,False,"[0.100,-0.700,2.600]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|ImageView
