Frame,ObjectName,Position,RotationEuler,RotationQuat,RendererCenter,RendererSize,ColliderCenter,ColliderSize
19,ObstacleSaberSparkleEffect/SparklePS,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000]",[],[]
19,ObstacleSaberSparkleEffect,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
19,BurnPS(Clone),"[0.000,0.000,0.000]","[270.000,0.000,0.000]","[-0.707,0.000,0.000,0.707]","[0.000,0.000,0.000]","[0.276,0.456,0.276]",[],[]
19,BurnPS(Clone),"[0.000,0.000,0.000]","[270.000,0.000,0.000]","[-0.707,0.000,0.000,0.707]","[0.000,0.000,0.000]","[0.276,0.456,0.276]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (3)/BoxLight,"[-16.363,21.376,119.000]","[0.000,0.000,134.976]","[0.000,0.000,0.924,0.383]","[-16.363,21.376,119.000]","[4.343,4.340,0.140]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (3)/BakedBloom,"[-16.363,21.376,119.000]","[42.570,113.391,196.310]","[0.743,-0.308,0.549,0.228]","[-16.363,21.376,119.000]","[0.000,0.000,0.000]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (3),"[-16.363,21.376,119.000]","[0.000,0.000,134.976]","[0.000,0.000,0.924,0.383]",[],[],[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (2)/BoxLight,"[16.363,-11.376,119.000]","[0.000,0.000,314.976]","[0.000,0.000,-0.383,0.924]","[16.363,-11.376,119.000]","[4.343,4.340,0.140]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (2)/BakedBloom,"[16.363,-11.376,119.000]","[317.430,246.609,16.310]","[-0.308,-0.743,-0.228,0.549]","[16.363,-11.376,119.000]","[0.000,0.000,0.000]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (2),"[16.363,-11.376,119.000]","[0.000,0.000,314.976]","[0.000,0.000,-0.383,0.924]",[],[],[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (1)/BoxLight,"[-16.376,-11.363,119.000]","[0.000,0.000,44.976]","[0.000,0.000,0.382,0.924]","[-16.376,-11.363,119.000]","[4.340,4.343,0.140]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (1)/BakedBloom,"[-16.376,-11.363,119.000]","[42.526,293.373,16.285]","[0.228,-0.550,0.307,0.743]","[-16.376,-11.363,119.000]","[0.000,0.000,0.000]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (1),"[-16.376,-11.363,119.000]","[0.000,0.000,44.976]","[0.000,0.000,0.382,0.924]",[],[],[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional/BoxLight,"[16.376,21.363,119.000]","[0.000,0.000,44.976]","[0.000,0.000,0.382,0.924]","[16.376,21.363,119.000]","[4.340,4.343,0.140]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional/BakedBloom,"[16.376,21.363,119.000]","[42.526,246.627,343.716]","[0.307,-0.743,0.228,0.550]","[16.376,21.363,119.000]","[0.000,0.000,0.000]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional,"[16.376,21.363,119.000]","[0.000,0.000,44.976]","[0.000,0.000,0.382,0.924]",[],[],[],[]
19,BigTrackLaneRing(Clone)/Ring,"[0.000,5.000,119.000]","[315.024,90.000,0.000]","[-0.270,0.653,0.270,0.653]","[0.000,5.000,119.000]","[70.242,70.242,0.800]",[],[]
19,BigTrackLaneRing(Clone),"[0.000,5.000,119.000]","[0.000,0.000,44.976]","[0.000,0.000,0.382,0.924]",[],[],[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (3)/BoxLight,"[-16.364,21.375,111.000]","[0.000,0.000,134.981]","[0.000,0.000,0.924,0.383]","[-16.364,21.375,111.000]","[4.343,4.340,0.140]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (3)/BakedBloom,"[-16.364,21.375,111.000]","[42.566,113.389,196.308]","[0.743,-0.308,0.550,0.228]","[-16.364,21.375,111.000]","[0.000,0.000,0.000]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (3),"[-16.364,21.375,111.000]","[0.000,0.000,134.981]","[0.000,0.000,0.924,0.383]",[],[],[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (2)/BoxLight,"[16.364,-11.375,111.000]","[0.000,0.000,314.981]","[0.000,0.000,-0.383,0.924]","[16.364,-11.375,111.000]","[4.343,4.340,0.140]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (2)/BakedBloom,"[16.364,-11.375,111.000]","[317.434,246.611,16.308]","[-0.308,-0.743,-0.228,0.550]","[16.364,-11.375,111.000]","[0.000,0.000,0.000]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (2),"[16.364,-11.375,111.000]","[0.000,0.000,314.981]","[0.000,0.000,-0.383,0.924]",[],[],[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (1)/BoxLight,"[-16.375,-11.364,111.000]","[0.000,0.000,44.981]","[0.000,0.000,0.383,0.924]","[-16.375,-11.364,111.000]","[4.340,4.343,0.140]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (1)/BakedBloom,"[-16.375,-11.364,111.000]","[42.531,293.375,16.287]","[0.228,-0.550,0.307,0.743]","[-16.375,-11.364,111.000]","[0.000,0.000,0.000]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (1),"[-16.375,-11.364,111.000]","[0.000,0.000,44.981]","[0.000,0.000,0.383,0.924]",[],[],[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional/BoxLight,"[16.375,21.364,111.000]","[0.000,0.000,44.981]","[0.000,0.000,0.383,0.924]","[16.375,21.364,111.000]","[4.340,4.343,0.140]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional/BakedBloom,"[16.375,21.364,111.000]","[42.531,246.625,343.713]","[0.307,-0.743,0.228,0.550]","[16.375,21.364,111.000]","[0.000,0.000,0.000]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional,"[16.375,21.364,111.000]","[0.000,0.000,44.981]","[0.000,0.000,0.383,0.924]",[],[],[],[]
19,BigTrackLaneRing(Clone)/Ring,"[0.000,5.000,111.000]","[315.019,90.000,0.000]","[-0.270,0.653,0.270,0.653]","[0.000,5.000,111.000]","[70.242,70.242,0.800]",[],[]
19,BigTrackLaneRing(Clone),"[0.000,5.000,111.000]","[0.000,0.000,44.981]","[0.000,0.000,0.383,0.924]",[],[],[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (3)/BoxLight,"[-16.365,21.374,103.000]","[0.000,0.000,134.985]","[0.000,0.000,0.924,0.383]","[-16.365,21.374,103.000]","[4.343,4.341,0.140]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (3)/BakedBloom,"[-16.365,21.374,103.000]","[42.562,113.388,196.306]","[0.743,-0.308,0.550,0.228]","[-16.365,21.374,103.000]","[0.000,0.000,0.000]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (3),"[-16.365,21.374,103.000]","[0.000,0.000,134.985]","[0.000,0.000,0.924,0.383]",[],[],[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (2)/BoxLight,"[16.365,-11.374,103.000]","[0.000,0.000,314.985]","[0.000,0.000,-0.383,0.924]","[16.365,-11.374,103.000]","[4.343,4.341,0.140]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (2)/BakedBloom,"[16.365,-11.374,103.000]","[317.438,246.612,16.306]","[-0.308,-0.743,-0.228,0.550]","[16.365,-11.374,103.000]","[0.000,0.000,0.000]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (2),"[16.365,-11.374,103.000]","[0.000,0.000,314.985]","[0.000,0.000,-0.383,0.924]",[],[],[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (1)/BoxLight,"[-16.374,-11.365,103.000]","[0.000,0.000,44.985]","[0.000,0.000,0.383,0.924]","[-16.374,-11.365,103.000]","[4.341,4.343,0.140]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (1)/BakedBloom,"[-16.374,-11.365,103.000]","[42.534,293.377,16.289]","[0.228,-0.550,0.308,0.743]","[-16.374,-11.365,103.000]","[0.000,0.000,0.000]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (1),"[-16.374,-11.365,103.000]","[0.000,0.000,44.985]","[0.000,0.000,0.383,0.924]",[],[],[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional/BoxLight,"[16.374,21.365,103.000]","[0.000,0.000,44.985]","[0.000,0.000,0.383,0.924]","[16.374,21.365,103.000]","[4.341,4.343,0.140]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional/BakedBloom,"[16.374,21.365,103.000]","[42.534,246.624,343.711]","[0.308,-0.743,0.228,0.550]","[16.374,21.365,103.000]","[0.000,0.000,0.000]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional,"[16.374,21.365,103.000]","[0.000,0.000,44.985]","[0.000,0.000,0.383,0.924]",[],[],[],[]
19,BigTrackLaneRing(Clone)/Ring,"[0.000,5.000,103.000]","[315.015,90.000,0.000]","[-0.271,0.653,0.271,0.653]","[0.000,5.000,103.000]","[70.242,70.242,0.800]",[],[]
19,BigTrackLaneRing(Clone),"[0.000,5.000,103.000]","[0.000,0.000,44.985]","[0.000,0.000,0.383,0.924]",[],[],[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (3)/BoxLight,"[-16.366,21.373,95.000]","[0.000,0.000,134.988]","[0.000,0.000,0.924,0.383]","[-16.366,21.373,95.000]","[4.343,4.341,0.140]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (3)/BakedBloom,"[-16.366,21.373,95.000]","[42.559,113.387,196.304]","[0.743,-0.308,0.550,0.228]","[-16.366,21.373,95.000]","[0.000,0.000,0.000]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (3),"[-16.366,21.373,95.000]","[0.000,0.000,134.988]","[0.000,0.000,0.924,0.383]",[],[],[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (2)/BoxLight,"[16.366,-11.373,95.000]","[0.000,0.000,314.988]","[0.000,0.000,-0.383,0.924]","[16.366,-11.373,95.000]","[4.343,4.341,0.140]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (2)/BakedBloom,"[16.366,-11.373,95.000]","[317.441,246.613,16.304]","[-0.308,-0.743,-0.228,0.550]","[16.366,-11.373,95.000]","[0.000,0.000,0.000]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (2),"[16.366,-11.373,95.000]","[0.000,0.000,314.988]","[0.000,0.000,-0.383,0.924]",[],[],[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (1)/BoxLight,"[-16.373,-11.366,95.000]","[0.000,0.000,44.988]","[0.000,0.000,0.383,0.924]","[-16.373,-11.366,95.000]","[4.341,4.343,0.140]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (1)/BakedBloom,"[-16.373,-11.366,95.000]","[42.537,293.378,16.291]","[0.228,-0.550,0.308,0.743]","[-16.373,-11.366,95.000]","[0.000,0.000,0.000]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (1),"[-16.373,-11.366,95.000]","[0.000,0.000,44.988]","[0.000,0.000,0.383,0.924]",[],[],[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional/BoxLight,"[16.373,21.366,95.000]","[0.000,0.000,44.988]","[0.000,0.000,0.383,0.924]","[16.373,21.366,95.000]","[4.341,4.343,0.140]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional/BakedBloom,"[16.373,21.366,95.000]","[42.537,246.622,343.709]","[0.308,-0.743,0.228,0.550]","[16.373,21.366,95.000]","[0.000,0.000,0.000]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional,"[16.373,21.366,95.000]","[0.000,0.000,44.988]","[0.000,0.000,0.383,0.924]",[],[],[],[]
19,BigTrackLaneRing(Clone)/Ring,"[0.000,5.000,95.000]","[315.012,90.000,0.000]","[-0.271,0.653,0.271,0.653]","[0.000,5.000,95.000]","[70.242,70.242,0.800]",[],[]
19,BigTrackLaneRing(Clone),"[0.000,5.000,95.000]","[0.000,0.000,44.988]","[0.000,0.000,0.383,0.924]",[],[],[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (3)/BoxLight,"[-16.367,21.372,87.000]","[0.000,0.000,134.990]","[0.000,0.000,0.924,0.383]","[-16.367,21.372,87.000]","[4.342,4.341,0.140]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (3)/BakedBloom,"[-16.367,21.372,87.000]","[42.557,113.386,196.303]","[0.743,-0.308,0.550,0.228]","[-16.367,21.372,87.000]","[0.000,0.000,0.000]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (3),"[-16.367,21.372,87.000]","[0.000,0.000,134.990]","[0.000,0.000,0.924,0.383]",[],[],[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (2)/BoxLight,"[16.367,-11.372,87.000]","[0.000,0.000,314.990]","[0.000,0.000,-0.383,0.924]","[16.367,-11.372,87.000]","[4.342,4.341,0.140]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (2)/BakedBloom,"[16.367,-11.372,87.000]","[317.443,246.614,16.303]","[-0.308,-0.743,-0.228,0.550]","[16.367,-11.372,87.000]","[0.000,0.000,0.000]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (2),"[16.367,-11.372,87.000]","[0.000,0.000,314.990]","[0.000,0.000,-0.383,0.924]",[],[],[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (1)/BoxLight,"[-16.372,-11.367,87.000]","[0.000,0.000,44.990]","[0.000,0.000,0.383,0.924]","[-16.372,-11.367,87.000]","[4.341,4.342,0.140]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (1)/BakedBloom,"[-16.372,-11.367,87.000]","[42.539,293.379,16.292]","[0.228,-0.550,0.308,0.743]","[-16.372,-11.367,87.000]","[0.000,0.000,0.000]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (1),"[-16.372,-11.367,87.000]","[0.000,0.000,44.990]","[0.000,0.000,0.383,0.924]",[],[],[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional/BoxLight,"[16.372,21.367,87.000]","[0.000,0.000,44.990]","[0.000,0.000,0.383,0.924]","[16.372,21.367,87.000]","[4.341,4.342,0.140]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional/BakedBloom,"[16.372,21.367,87.000]","[42.539,246.621,343.708]","[0.308,-0.743,0.228,0.550]","[16.372,21.367,87.000]","[0.000,0.000,0.000]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional,"[16.372,21.367,87.000]","[0.000,0.000,44.990]","[0.000,0.000,0.383,0.924]",[],[],[],[]
19,BigTrackLaneRing(Clone)/Ring,"[0.000,5.000,87.000]","[315.010,90.000,0.000]","[-0.271,0.653,0.271,0.653]","[0.000,5.000,87.000]","[70.242,70.242,0.800]",[],[]
19,BigTrackLaneRing(Clone),"[0.000,5.000,87.000]","[0.000,0.000,44.990]","[0.000,0.000,0.383,0.924]",[],[],[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (3)/BoxLight,"[-16.367,21.372,79.000]","[0.000,0.000,134.992]","[0.000,0.000,0.924,0.383]","[-16.367,21.372,79.000]","[4.342,4.341,0.140]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (3)/BakedBloom,"[-16.367,21.372,79.000]","[42.555,113.385,196.302]","[0.743,-0.308,0.550,0.228]","[-16.367,21.372,79.000]","[0.000,0.000,0.000]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (3),"[-16.367,21.372,79.000]","[0.000,0.000,134.992]","[0.000,0.000,0.924,0.383]",[],[],[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (2)/BoxLight,"[16.367,-11.372,79.000]","[0.000,0.000,314.992]","[0.000,0.000,-0.383,0.924]","[16.367,-11.372,79.000]","[4.342,4.341,0.140]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (2)/BakedBloom,"[16.367,-11.372,79.000]","[317.445,246.615,16.302]","[-0.308,-0.743,-0.228,0.550]","[16.367,-11.372,79.000]","[0.000,0.000,0.000]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (2),"[16.367,-11.372,79.000]","[0.000,0.000,314.992]","[0.000,0.000,-0.383,0.924]",[],[],[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (1)/BoxLight,"[-16.372,-11.367,79.000]","[0.000,0.000,44.992]","[0.000,0.000,0.383,0.924]","[-16.372,-11.367,79.000]","[4.341,4.342,0.140]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (1)/BakedBloom,"[-16.372,-11.367,79.000]","[42.541,293.379,16.293]","[0.228,-0.550,0.308,0.743]","[-16.372,-11.367,79.000]","[0.000,0.000,0.000]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (1),"[-16.372,-11.367,79.000]","[0.000,0.000,44.992]","[0.000,0.000,0.383,0.924]",[],[],[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional/BoxLight,"[16.372,21.367,79.000]","[0.000,0.000,44.992]","[0.000,0.000,0.383,0.924]","[16.372,21.367,79.000]","[4.341,4.342,0.140]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional/BakedBloom,"[16.372,21.367,79.000]","[42.541,246.621,343.707]","[0.308,-0.743,0.228,0.550]","[16.372,21.367,79.000]","[0.000,0.000,0.000]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional,"[16.372,21.367,79.000]","[0.000,0.000,44.992]","[0.000,0.000,0.383,0.924]",[],[],[],[]
19,BigTrackLaneRing(Clone)/Ring,"[0.000,5.000,79.000]","[315.008,90.000,0.000]","[-0.271,0.653,0.271,0.653]","[0.000,5.000,79.000]","[70.242,70.242,0.800]",[],[]
19,BigTrackLaneRing(Clone),"[0.000,5.000,79.000]","[0.000,0.000,44.992]","[0.000,0.000,0.383,0.924]",[],[],[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (3)/BoxLight,"[-16.368,21.371,71.000]","[0.000,0.000,134.994]","[0.000,0.000,0.924,0.383]","[-16.368,21.371,71.000]","[4.342,4.341,0.140]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (3)/BakedBloom,"[-16.368,21.371,71.000]","[42.554,113.384,196.301]","[0.743,-0.308,0.550,0.228]","[-16.368,21.371,71.000]","[0.000,0.000,0.000]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (3),"[-16.368,21.371,71.000]","[0.000,0.000,134.994]","[0.000,0.000,0.924,0.383]",[],[],[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (2)/BoxLight,"[16.368,-11.371,71.000]","[0.000,0.000,314.994]","[0.000,0.000,-0.383,0.924]","[16.368,-11.371,71.000]","[4.342,4.341,0.140]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (2)/BakedBloom,"[16.368,-11.371,71.000]","[317.446,246.616,16.301]","[-0.308,-0.743,-0.228,0.550]","[16.368,-11.371,71.000]","[0.000,0.000,0.000]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (2),"[16.368,-11.371,71.000]","[0.000,0.000,314.994]","[0.000,0.000,-0.383,0.924]",[],[],[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (1)/BoxLight,"[-16.371,-11.368,71.000]","[0.000,0.000,44.994]","[0.000,0.000,0.383,0.924]","[-16.371,-11.368,71.000]","[4.341,4.342,0.140]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (1)/BakedBloom,"[-16.371,-11.368,71.000]","[42.542,293.380,16.294]","[0.228,-0.550,0.308,0.743]","[-16.371,-11.368,71.000]","[0.000,0.000,0.000]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (1),"[-16.371,-11.368,71.000]","[0.000,0.000,44.994]","[0.000,0.000,0.383,0.924]",[],[],[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional/BoxLight,"[16.371,21.368,71.000]","[0.000,0.000,44.994]","[0.000,0.000,0.383,0.924]","[16.371,21.368,71.000]","[4.341,4.342,0.140]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional/BakedBloom,"[16.371,21.368,71.000]","[42.542,246.620,343.706]","[0.308,-0.743,0.228,0.550]","[16.371,21.368,71.000]","[0.000,0.000,0.000]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional,"[16.371,21.368,71.000]","[0.000,0.000,44.994]","[0.000,0.000,0.383,0.924]",[],[],[],[]
19,BigTrackLaneRing(Clone)/Ring,"[0.000,5.000,71.000]","[315.006,90.000,0.000]","[-0.271,0.653,0.271,0.653]","[0.000,5.000,71.000]","[70.242,70.242,0.800]",[],[]
19,BigTrackLaneRing(Clone),"[0.000,5.000,71.000]","[0.000,0.000,44.994]","[0.000,0.000,0.383,0.924]",[],[],[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (3)/BoxLight,"[-16.368,21.371,63.000]","[0.000,0.000,134.995]","[0.000,0.000,0.924,0.383]","[-16.368,21.371,63.000]","[4.342,4.341,0.140]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (3)/BakedBloom,"[-16.368,21.371,63.000]","[42.553,113.384,196.300]","[0.743,-0.308,0.550,0.228]","[-16.368,21.371,63.000]","[0.000,0.000,0.000]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (3),"[-16.368,21.371,63.000]","[0.000,0.000,134.995]","[0.000,0.000,0.924,0.383]",[],[],[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (2)/BoxLight,"[16.368,-11.371,63.000]","[0.000,0.000,314.995]","[0.000,0.000,-0.383,0.924]","[16.368,-11.371,63.000]","[4.342,4.341,0.140]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (2)/BakedBloom,"[16.368,-11.371,63.000]","[317.447,246.616,16.300]","[-0.308,-0.743,-0.228,0.550]","[16.368,-11.371,63.000]","[0.000,0.000,0.000]",[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (2),"[16.368,-11.371,63.000]","[0.000,0.000,314.995]","[0.000,0.000,-0.383,0.924]",[],[],[],[]
19,BigTrackLaneRing(Clone)/NeonTubeBothSidesDirectional (1)/BoxLight,"[-16.371,-11.368,63.000]","[0.000,0.000,44.995]","[0.000,0.000,0.383,0.924]","[-16.371,-11.368,63.000]","[4.341,4.342,0.140]",[],[]
