ObjectName,Scene,Parent,Level,Type,Layer,Active,Position,Rotation,Scale,InView,HasRenderer,HasCollider,Components
Wrapper/StandardGameplay/LevelTransitions/ReturnToMenu,StandardGameplay,Wrapper/StandardGameplay/LevelTransitions,3,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|StandardLevelReturnToMenuController|ZenjectBinding
Wrapper/StandardGameplay/GameplayManager,StandardGameplay,Wrapper/StandardGameplay,2,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|StandardLevelGameplayManager|ZenjectBinding
Wrapper/DecoratorContext,StandardGameplay,Wrapper,1,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|SceneDecoratorContext
Wrapper/StandardGameplay/LevelTransitions,StandardGameplay,Wrapper/StandardGameplay,2,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform
Wrapper/StandardGameplay/CoreBeatmapObjectInstaller,StandardGameplay,Wrapper/StandardGameplay,2,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|BeatmapObjectsInstaller
Wrapper/StandardGameplay/PauseMenu,StandardGameplay,Wrapper/StandardGameplay,2,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|PauseMenuManager|PauseAnimationController|Animator|ZenjectBinding
Wrapper/StandardGameplay/LocalPlayerGameCore/Origin/VRGameCore/RightHand/RightSaber/Top,StandardGameplay,Wrapper/StandardGameplay/LocalPlayerGameCore/Origin/VRGameCore/RightHand/RightSaber,7,Empty,Saber,False,"[0.200,0.200,1.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform
Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas,StandardGameplay,Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper,5,Empty,UI,False,"[0.000,1.549,2.022]","[5.000,0.000,0.000]","[0.020,0.020,0.020]",True,False,False,RectTransform|Canvas|CanvasScaler|VRGraphicRaycaster|CanvasRenderer|CurvedCanvasSettings
Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar/LevelBarSimple/BeatmapDataContainer/DifficultyText,StandardGameplay,Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar/LevelBarSimple/BeatmapDataContainer,9,Empty,UI,False,"[0.790,1.549,2.022]","[5.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|CurvedTextMeshPro
Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar/LevelBarSimple/SongNameText,StandardGameplay,Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar/LevelBarSimple,8,Empty,UI,False,"[-0.150,1.667,2.032]","[5.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|CurvedTextMeshPro
Wrapper/StandardGameplay/PauseMenu/Wrapper,StandardGameplay,Wrapper/StandardGameplay/PauseMenu,3,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform
Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar/Buttons/BackButton/Underline,StandardGameplay,Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar/Buttons/BackButton,9,Empty,UI,False,"[-1.010,1.290,1.999]","[5.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|ImageView
Wrapper/StandardGameplay/LocalPlayerGameCore/Origin/VRGameCore/RightHand/RightSaber/Bottom,StandardGameplay,Wrapper/StandardGameplay/LocalPlayerGameCore/Origin/VRGameCore/RightHand/RightSaber,7,Empty,Saber,False,"[0.200,0.200,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform
Wrapper/StandardGameplay/LocalPlayerGameCore/SliderEffectsColorA/SliderInteractionPS/LightningCorePS,StandardGameplay,Wrapper/StandardGameplay/LocalPlayerGameCore/SliderEffectsColorA/SliderInteractionPS,5,Empty,Saber,False,"[0.000,0.000,0.000]","[326.864,243.088,10.065]","[1.000,1.000,1.000]",False,True,False,Transform|ParticleSystem|ParticleSystemRenderer|SetParticleSystemSeed
Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar,StandardGameplay,Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas,6,Empty,UI,False,"[0.000,1.449,2.013]","[5.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform
Wrapper/StandardGameplay/LocalPlayerGameCore/PlayerHeadAndObstacleInteraction,StandardGameplay,Wrapper/StandardGameplay/LocalPlayerGameCore,3,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|PlayerHeadAndObstacleInteraction|ZenjectBinding
Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar/Buttons/RestartButton/BG,StandardGameplay,Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar/Buttons/RestartButton,9,Empty,UI,False,"[-0.060,1.290,1.999]","[5.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|ImageView
Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar/Buttons/RestartButton/Content/Text,StandardGameplay,Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar/Buttons/RestartButton/Content,10,Empty,UI,False,"[-0.060,1.290,1.999]","[5.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|CurvedTextMeshPro|LocalizedTextMeshProUGUI
Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar/Buttons/RestartButton,StandardGameplay,Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar/Buttons,8,Empty,UI,False,"[-0.370,1.290,1.999]","[5.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|SignalOnUIButtonClick|NoTransitionsButton|ButtonStaticAnimations|StackLayoutGroup|Animation
Wrapper/StandardGameplay/GameplayCore/BeatmapCallbacksUpdater,StandardGameplay,Wrapper/StandardGameplay/GameplayCore,3,Empty,Default,False,"[-0.007,0.000,-0.006]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|BeatmapCallbacksUpdater|ZenjectBinding
Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar/LevelBarSimple,StandardGameplay,Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar,7,Empty,UI,False,"[0.000,1.689,2.034]","[5.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|LevelBar
Wrapper/StandardGameplay/StandardGameplayInstaller,StandardGameplay,Wrapper/StandardGameplay,2,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|StandardGameplayInstaller
Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar/LevelBarSimple/BG,StandardGameplay,Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar/LevelBarSimple,8,Empty,UI,False,"[0.040,1.549,2.022]","[5.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|ImageView
Wrapper/StandardGameplay/LocalPlayerGameCore/ObjectsMovementRecorder,StandardGameplay,Wrapper/StandardGameplay/LocalPlayerGameCore,3,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|ObjectsMovementRecorder|ObjectsMovementRecorderEditorInstaller|PosesRecorder|PosesPlayback|PlaybackScreenshotRecorder|PlaybackRenderer|ZenjectBinding
Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar/Buttons/ContinueButton,StandardGameplay,Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar/Buttons,8,Empty,UI,False,"[0.590,1.290,1.999]","[5.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|SignalOnUIButtonClick|NoTransitionsButton|ButtonStaticAnimations|StackLayoutGroup|Animation
Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar/Buttons/ContinueButton/Content/Text,StandardGameplay,Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar/Buttons/ContinueButton/Content,10,Empty,UI,False,"[0.590,1.290,1.999]","[5.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|CurvedTextMeshPro|LocalizedTextMeshProUGUI
Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar/Buttons/ContinueButton/BG,StandardGameplay,Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar/Buttons/ContinueButton,9,Empty,UI,False,"[0.590,1.290,1.999]","[5.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|ImageView
Wrapper/StandardGameplay/LocalPlayerGameCore/Origin/VRGameCore/LeftHand/LeftSaber/Top,StandardGameplay,Wrapper/StandardGameplay/LocalPlayerGameCore/Origin/VRGameCore/LeftHand/LeftSaber,7,Empty,Saber,False,"[-0.200,0.200,1.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform
Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar/LevelBarSimple/BeatmapDataContainer/Icon,StandardGameplay,Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar/LevelBarSimple/BeatmapDataContainer,9,Empty,UI,False,"[0.890,1.549,2.022]","[5.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|ImageView|LayoutElement
Wrapper/StandardGameplay/GameplayCore/SongController,StandardGameplay,Wrapper/StandardGameplay/GameplayCore,3,Empty,Default,False,"[-0.007,0.000,0.144]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|AudioSource|GameSongController|AudioTimeSyncController|AdaptiveSfxVolume|ZenjectBinding|ZenjectBinding|SongTimeFixedUpdateController
Wrapper/StandardGameplay/GameplayCore/SongController/BasicSpectrogramData,StandardGameplay,Wrapper/StandardGameplay/GameplayCore/SongController,4,Empty,Default,False,"[-0.007,0.000,0.144]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|BasicSpectrogramData|ZenjectBinding
Wrapper/StandardGameplay/GameplayCore/SongController/FailPitchGainEffect,StandardGameplay,Wrapper/StandardGameplay/GameplayCore/SongController,4,Empty,Default,False,"[-0.007,0.000,0.144]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|AudioPitchGainEffect
Wrapper/StandardGameplay/LocalPlayerGameCore/Recorder/RotateBySpawnRotation,StandardGameplay,Wrapper/StandardGameplay/LocalPlayerGameCore/Recorder,4,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|RotateBySpawnRotation
Wrapper/StandardGameplay/LocalPlayerGameCore/SliderEffectsColorB/SliderInteractionPS/LightningCorePS,StandardGameplay,Wrapper/StandardGameplay/LocalPlayerGameCore/SliderEffectsColorB/SliderInteractionPS,5,Empty,Saber,False,"[0.000,0.000,0.000]","[326.864,243.088,10.065]","[1.000,1.000,1.000]",False,True,False,Transform|ParticleSystem|ParticleSystemRenderer|SetParticleSystemSeed
Wrapper/StandardGameplay/GameplayCore/BaseGameEffects/HeadInObstacleHapticEffect,StandardGameplay,Wrapper/StandardGameplay/GameplayCore/BaseGameEffects,4,Empty,Default,False,"[-0.007,0.000,-0.006]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|HeadInObstacleHapticEffect|DisableIfNotPlatform
Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar/Buttons/BackButton/Content,StandardGameplay,Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar/Buttons/BackButton,9,Empty,UI,False,"[-0.700,1.290,1.999]","[5.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|StackLayoutGroup|LayoutElement
Wrapper/StandardGameplay/LocalPlayerGameCore/Origin/VRGameCore/LeftHand/LeftSaber/Bottom,StandardGameplay,Wrapper/StandardGameplay/LocalPlayerGameCore/Origin/VRGameCore/LeftHand/LeftSaber,7,Empty,Saber,False,"[-0.200,0.200,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform
Wrapper/StandardGameplay/LocalPlayerGameCore/PerformanceToolLauncher,StandardGameplay,Wrapper/StandardGameplay/LocalPlayerGameCore,3,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|PerformanceToolLauncher
Wrapper/StandardGameplay/PauseMenu/MenuControllers/ControllerLeft/MenuHandle/FakeGlow1,StandardGameplay,Wrapper/StandardGameplay/PauseMenu/MenuControllers/ControllerLeft/MenuHandle,6,Mesh,Saber,False,"[0.100,0.000,-0.167]","[0.000,90.000,90.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshRenderer|MeshFilter|Parametric3SliceSpriteController|SetSaberFakeGlowColor|ConditionalActivation|SortingLayer
Wrapper/StandardGameplay/PauseMenu/Wrapper/Resume,StandardGameplay,Wrapper/StandardGameplay/PauseMenu/Wrapper,4,Empty,UI,False,"[0.000,1.500,3.000]","[0.000,0.000,0.000]","[0.010,0.010,1.000]",True,False,False,RectTransform|Canvas
Wrapper/StandardGameplay/PauseMenu/MenuControllers/ControllerRight/MenuHandle/FakeGlow1,StandardGameplay,Wrapper/StandardGameplay/PauseMenu/MenuControllers/ControllerRight/MenuHandle,6,Mesh,Saber,False,"[-0.100,0.000,-0.167]","[0.000,90.000,90.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshRenderer|MeshFilter|Parametric3SliceSpriteController|SetSaberFakeGlowColor|ConditionalActivation|SortingLayer
Wrapper/StandardGameplay/LocalPlayerGameCore/Origin/VRGameCore/RightHand/RightSaber,StandardGameplay,Wrapper/StandardGameplay/LocalPlayerGameCore/Origin/VRGameCore/RightHand,6,Empty,Saber,False,"[0.200,0.200,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,True,Transform|Saber|SaberTypeObject|SaberModelContainer|BoxCollider
Wrapper/StandardGameplay/LocalPlayerGameCore/SliderEffectsColorB/SliderInteractionPS/TrailsPS,StandardGameplay,Wrapper/StandardGameplay/LocalPlayerGameCore/SliderEffectsColorB/SliderInteractionPS,5,Empty,CutEffectParticles,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|ParticleSystemRenderer|ParticleSystem|SetParticleSystemSeed
Wrapper/StandardGameplay/GameplayCore/EffectPoolsManualInstaller,StandardGameplay,Wrapper/StandardGameplay/GameplayCore,3,Empty,Default,False,"[-0.007,0.000,-0.006]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|EffectPoolsManualInstaller
Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar/Buttons/ContinueButton/Underline,StandardGameplay,Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar/Buttons/ContinueButton,9,Empty,UI,False,"[0.270,1.290,1.999]","[5.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|ImageView
Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/EventSystem,StandardGameplay,Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper,5,Empty,UI,False,"[0.000,1.474,0.008]","[5.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|EventSystem|VRInputModule|VRPointer|ZenjectBinding|ZenjectBinding
Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar/Buttons/RestartButton/Content,StandardGameplay,Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar/Buttons/RestartButton,9,Empty,UI,False,"[-0.060,1.290,1.999]","[5.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|StackLayoutGroup|LayoutElement
Wrapper/StandardGameplay/GameplayCore/BeatmapObjectSpawnController,StandardGameplay,Wrapper/StandardGameplay/GameplayCore,3,Empty,Default,False,"[-0.007,0.000,0.644]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|BeatmapObjectSpawnController|ZenjectBinding
Wrapper/StandardGameplay/LevelTransitions/LevelFailedController/LevelFailedTextEffect/Text,StandardGameplay,Wrapper/StandardGameplay/LevelTransitions/LevelFailedController/LevelFailedTextEffect,5,Mesh,UI,False,"[0.140,1.049,11.190]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,True,False,RectTransform|MeshRenderer|TextMeshPro|LocalizedTextMeshPro
Wrapper/StandardGameplay/LocalPlayerGameCore/Origin/VRGameCore/LeftHand,StandardGameplay,Wrapper/StandardGameplay/LocalPlayerGameCore/Origin/VRGameCore,5,Empty,Saber,False,"[-0.200,0.200,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|VRControllersValueSettingsOffsets|VRController
Wrapper/StandardGameplay/LocalPlayerGameCore/SliderEffectsColorB,StandardGameplay,Wrapper/StandardGameplay/LocalPlayerGameCore,3,Empty,Saber,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|SliderInteractionManager|SliderHapticFeedbackInteractionEffect|ZenjectBinding
Wrapper/StandardGameplay/PauseMenu/MenuControllers/ControllerLeft,StandardGameplay,Wrapper/StandardGameplay/PauseMenu/MenuControllers,4,Empty,Saber,False,"[0.100,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|VRController|SaberTypeObject|VRControllersValueSettingsOffsets
Wrapper/StandardGameplay/PauseMenu/MenuControllers/ControllerRight,StandardGameplay,Wrapper/StandardGameplay/PauseMenu/MenuControllers,4,Empty,Saber,False,"[-0.100,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|VRController|SaberTypeObject|VRControllersValueSettingsOffsets
Wrapper/StandardGameplay/PauseMenu/MenuControllers,StandardGameplay,Wrapper/StandardGameplay/PauseMenu,3,Empty,UI,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|DeactivateVRControllersOnFocusCapture|VRCenterAdjust
Wrapper/StandardGameplay/PauseMenu/MenuControllers/ControllerRight/MenuHandle/Normal,StandardGameplay,Wrapper/StandardGameplay/PauseMenu/MenuControllers/ControllerRight/MenuHandle,6,Mesh,Saber,False,"[-0.100,0.000,0.000]","[270.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshFilter|MeshRenderer|SortingLayer|SetSaberGlowColor
Wrapper/StandardGameplay/PauseMenu/MenuControllers/ControllerLeft/MenuHandle,StandardGameplay,Wrapper/StandardGameplay/PauseMenu/MenuControllers/ControllerLeft,5,Empty,Saber,False,"[0.100,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform
Wrapper/StandardGameplay/PauseMenu/MenuControllers/ControllerRight/MenuHandle/FakeGlow0,StandardGameplay,Wrapper/StandardGameplay/PauseMenu/MenuControllers/ControllerRight/MenuHandle,6,Mesh,Saber,False,"[-0.100,0.000,-0.004]","[0.000,90.000,90.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshRenderer|MeshFilter|Parametric3SliceSpriteController|SetSaberFakeGlowColor|ConditionalActivation|SortingLayer
Wrapper/StandardGameplay/PauseMenu/MenuControllers/ControllerLeft/MenuHandle/Normal,StandardGameplay,Wrapper/StandardGameplay/PauseMenu/MenuControllers/ControllerLeft/MenuHandle,6,Mesh,Saber,False,"[0.100,0.000,0.000]","[270.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshFilter|MeshRenderer|SortingLayer|SetSaberGlowColor
Wrapper/StandardGameplay/PauseMenu/MenuControllers/ControllerRight/MenuHandle,StandardGameplay,Wrapper/StandardGameplay/PauseMenu/MenuControllers/ControllerRight,5,Empty,Saber,False,"[-0.100,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform
Wrapper/StandardGameplay/PauseMenu/MenuControllers/ControllerRight/MenuHandle/Glowing,StandardGameplay,Wrapper/StandardGameplay/PauseMenu/MenuControllers/ControllerRight/MenuHandle,6,Mesh,Saber,False,"[-0.100,0.000,0.000]","[270.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshFilter|MeshRenderer|SetSaberGlowColor
Wrapper/StandardGameplay/PauseMenu/MenuControllers/ControllerLeft/MenuHandle/FakeGlow0,StandardGameplay,Wrapper/StandardGameplay/PauseMenu/MenuControllers/ControllerLeft/MenuHandle,6,Mesh,Saber,False,"[0.100,0.000,-0.004]","[0.000,90.000,90.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshRenderer|MeshFilter|Parametric3SliceSpriteController|SetSaberFakeGlowColor|ConditionalActivation|SortingLayer
Wrapper/StandardGameplay/PauseMenu/MenuControllers/ControllerLeft/MenuHandle/Glowing,StandardGameplay,Wrapper/StandardGameplay/PauseMenu/MenuControllers/ControllerLeft/MenuHandle,6,Mesh,Saber,False,"[0.100,0.000,0.000]","[270.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshFilter|MeshRenderer|SetSaberGlowColor
Wrapper/StandardGameplay/LocalPlayerGameCore/SliderEffectsColorB/SliderInteractionPS,StandardGameplay,Wrapper/StandardGameplay/LocalPlayerGameCore/SliderEffectsColorB,4,Empty,Saber,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|SliderParticleInteractionEffect
Wrapper/StandardGameplay/LocalPlayerGameCore/SaberClashEffect/SparklePS,StandardGameplay,Wrapper/StandardGameplay/LocalPlayerGameCore/SaberClashEffect,4,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|ParticleSystemRenderer|ParticleSystem|SetParticleSystemSeed
Wrapper/StandardGameplay/LocalPlayerGameCore/Recorder,StandardGameplay,Wrapper/StandardGameplay/LocalPlayerGameCore,3,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|VRControllersRecorder|ScreenshotRecorder|ZenjectBinding
Wrapper/StandardGameplay/LocalPlayerGameCore,StandardGameplay,Wrapper/StandardGameplay,2,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|PlayerSpaceConvertor|ZenjectBinding
Wrapper/StandardGameplay/LocalPlayerGameCore/HeadObstacleLowPassAudioEffect,StandardGameplay,Wrapper/StandardGameplay/LocalPlayerGameCore,3,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|HeadObstacleLowPassAudioEffect
Wrapper/StandardGameplay/LocalPlayerGameCore/Recorder/RecorderCamera,StandardGameplay,Wrapper/StandardGameplay/LocalPlayerGameCore/Recorder,4,Camera,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|Camera|MainEffectController|DepthTextureController|ImageEffectController|BloomPrePass
Wrapper/StandardGameplay/LocalPlayerGameCore/EnvironmentSpawnRotation,StandardGameplay,Wrapper/StandardGameplay/LocalPlayerGameCore,3,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|EnvironmentSpawnRotation|ZenjectBinding
