Frame,ObjectName,Position,RotationEuler,RotationQuat,RendererCenter,RendererSize,ColliderCenter,ColliderSize
18,Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar/Buttons/BackButton/Underline,"[-1.010,1.290,1.999]","[5.000,0.000,0.000]","[0.044,0.000,0.000,0.999]",[],[],[],[]
18,Wrapper/StandardGameplay/LocalPlayerGameCore/Origin/VRGameCore/RightHand/RightSaber/Bottom,"[0.200,0.200,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
18,Wrapper/StandardGameplay/LocalPlayerGameCore/SliderEffectsColorA/SliderInteractionPS/LightningCorePS,"[0.000,0.000,0.000]","[326.864,243.088,10.065]","[-0.220,-0.801,-0.198,0.521]","[0.000,0.000,0.000]","[0.000,0.000,0.000]",[],[]
18,Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar,"[0.000,1.449,2.013]","[5.000,0.000,0.000]","[0.044,0.000,0.000,0.999]",[],[],[],[]
18,Wrapper/StandardGameplay/LocalPlayerGameCore/PlayerHeadAndObstacleInteraction,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
18,Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar/Buttons/RestartButton/BG,"[-0.060,1.290,1.999]","[5.000,0.000,0.000]","[0.044,0.000,0.000,0.999]",[],[],[],[]
18,Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar/Buttons/RestartButton/Content/Text,"[-0.060,1.290,1.999]","[5.000,0.000,0.000]","[0.044,0.000,0.000,0.999]",[],[],[],[]
18,Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar/Buttons/RestartButton,"[-0.370,1.290,1.999]","[5.000,0.000,0.000]","[0.044,0.000,0.000,0.999]",[],[],[],[]
18,Wrapper/StandardGameplay/GameplayCore/BeatmapCallbacksUpdater,"[-0.007,0.000,-0.006]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
18,Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar/LevelBarSimple,"[0.000,1.689,2.034]","[5.000,0.000,0.000]","[0.044,0.000,0.000,0.999]",[],[],[],[]
18,Wrapper/StandardGameplay/StandardGameplayInstaller,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
18,Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar/LevelBarSimple/BG,"[0.040,1.549,2.022]","[5.000,0.000,0.000]","[0.044,0.000,0.000,0.999]",[],[],[],[]
18,Wrapper/StandardGameplay/LocalPlayerGameCore/ObjectsMovementRecorder,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
18,Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar/Buttons/ContinueButton,"[0.590,1.290,1.999]","[5.000,0.000,0.000]","[0.044,0.000,0.000,0.999]",[],[],[],[]
18,Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar/Buttons/ContinueButton/Content/Text,"[0.590,1.290,1.999]","[5.000,0.000,0.000]","[0.044,0.000,0.000,0.999]",[],[],[],[]
18,Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar/Buttons/ContinueButton/BG,"[0.590,1.290,1.999]","[5.000,0.000,0.000]","[0.044,0.000,0.000,0.999]",[],[],[],[]
18,Wrapper/StandardGameplay/LocalPlayerGameCore/Origin/VRGameCore/LeftHand/LeftSaber/Top,"[-0.200,0.200,1.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
18,Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar/LevelBarSimple/BeatmapDataContainer/Icon,"[0.890,1.549,2.022]","[5.000,0.000,0.000]","[0.044,0.000,0.000,0.999]",[],[],[],[]
18,Wrapper/StandardGameplay/GameplayCore/SongController,"[-0.007,0.000,0.144]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
18,Wrapper/StandardGameplay/GameplayCore/SongController/BasicSpectrogramData,"[-0.007,0.000,0.144]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
18,Wrapper/StandardGameplay/GameplayCore/SongController/FailPitchGainEffect,"[-0.007,0.000,0.144]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
18,Wrapper/StandardGameplay/LocalPlayerGameCore/Recorder/RotateBySpawnRotation,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
18,Wrapper/StandardGameplay/LocalPlayerGameCore/SliderEffectsColorB/SliderInteractionPS/LightningCorePS,"[0.000,0.000,0.000]","[326.864,243.088,10.065]","[-0.220,-0.801,-0.198,0.521]","[0.000,0.000,0.000]","[0.000,0.000,0.000]",[],[]
18,Wrapper/StandardGameplay/GameplayCore/BaseGameEffects/HeadInObstacleHapticEffect,"[-0.007,0.000,-0.006]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
18,Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar/Buttons/BackButton/Content,"[-0.700,1.290,1.999]","[5.000,0.000,0.000]","[0.044,0.000,0.000,0.999]",[],[],[],[]
18,Wrapper/StandardGameplay/LocalPlayerGameCore/Origin/VRGameCore/LeftHand/LeftSaber/Bottom,"[-0.200,0.200,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
18,Wrapper/StandardGameplay/LocalPlayerGameCore/PerformanceToolLauncher,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
18,Wrapper/StandardGameplay/PauseMenu/MenuControllers/ControllerLeft/MenuHandle/FakeGlow1,"[0.100,0.000,-0.167]","[0.000,90.000,90.000]","[0.500,0.500,0.500,0.500]","[0.100,0.000,-0.167]","[0.000,0.000,0.000]",[],[]
18,Wrapper/StandardGameplay/PauseMenu/Wrapper/Resume,"[0.000,1.500,3.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
18,Wrapper/StandardGameplay/PauseMenu/MenuControllers/ControllerRight/MenuHandle/FakeGlow1,"[-0.100,0.000,-0.167]","[0.000,90.000,90.000]","[0.500,0.500,0.500,0.500]","[-0.100,0.000,-0.167]","[0.000,0.000,0.000]",[],[]
18,Wrapper/StandardGameplay/LocalPlayerGameCore/Origin/VRGameCore/RightHand/RightSaber,"[0.200,0.200,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],"[0.200,0.200,0.000]","[0.000,0.000,0.000]"
18,Wrapper/StandardGameplay/LocalPlayerGameCore/SliderEffectsColorB/SliderInteractionPS/TrailsPS,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000]",[],[]
18,Wrapper/StandardGameplay/GameplayCore/EffectPoolsManualInstaller,"[-0.007,0.000,-0.006]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
18,Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar/Buttons/ContinueButton/Underline,"[0.270,1.290,1.999]","[5.000,0.000,0.000]","[0.044,0.000,0.000,0.999]",[],[],[],[]
18,Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/EventSystem,"[0.000,1.474,0.008]","[5.000,0.000,0.000]","[0.044,0.000,0.000,0.999]",[],[],[],[]
18,Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar/Buttons/RestartButton/Content,"[-0.060,1.290,1.999]","[5.000,0.000,0.000]","[0.044,0.000,0.000,0.999]",[],[],[],[]
18,Wrapper/StandardGameplay/GameplayCore/BeatmapObjectSpawnController,"[-0.007,0.000,0.644]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
18,Wrapper/StandardGameplay/LevelTransitions/LevelFailedController/LevelFailedTextEffect/Text,"[0.140,1.049,11.190]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[0.140,1.049,11.190]","[0.000,0.000,0.000]",[],[]
18,Wrapper/StandardGameplay/LocalPlayerGameCore/Origin/VRGameCore/LeftHand,"[-0.200,0.200,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
18,Wrapper/StandardGameplay/LocalPlayerGameCore/SliderEffectsColorB,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
18,Wrapper/StandardGameplay/PauseMenu/MenuControllers/ControllerLeft,"[0.100,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
18,Wrapper/StandardGameplay/PauseMenu/MenuControllers/ControllerRight,"[-0.100,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
18,Wrapper/StandardGameplay/PauseMenu/MenuControllers,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
18,Wrapper/StandardGameplay/PauseMenu/MenuControllers/ControllerRight/MenuHandle/Normal,"[-0.100,0.000,0.000]","[270.000,0.000,0.000]","[-0.707,0.000,0.000,0.707]","[-0.100,0.000,-0.086]","[0.031,0.032,0.158]",[],[]
18,Wrapper/StandardGameplay/PauseMenu/MenuControllers/ControllerLeft/MenuHandle,"[0.100,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
18,Wrapper/StandardGameplay/PauseMenu/MenuControllers/ControllerRight/MenuHandle/FakeGlow0,"[-0.100,0.000,-0.004]","[0.000,90.000,90.000]","[0.500,0.500,0.500,0.500]","[-0.100,0.000,-0.004]","[0.000,0.000,0.000]",[],[]
18,Wrapper/StandardGameplay/PauseMenu/MenuControllers/ControllerLeft/MenuHandle/Normal,"[0.100,0.000,0.000]","[270.000,0.000,0.000]","[-0.707,0.000,0.000,0.707]","[0.100,0.000,-0.086]","[0.031,0.032,0.158]",[],[]
18,Wrapper/StandardGameplay/PauseMenu/MenuControllers/ControllerRight/MenuHandle,"[-0.100,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
18,Wrapper/StandardGameplay/PauseMenu/MenuControllers/ControllerRight/MenuHandle/Glowing,"[-0.100,0.000,0.000]","[270.000,0.000,0.000]","[-0.707,0.000,0.000,0.707]","[-0.100,0.000,-0.086]","[0.031,0.032,0.172]",[],[]
18,Wrapper/StandardGameplay/PauseMenu/MenuControllers/ControllerLeft/MenuHandle/FakeGlow0,"[0.100,0.000,-0.004]","[0.000,90.000,90.000]","[0.500,0.500,0.500,0.500]","[0.100,0.000,-0.004]","[0.000,0.000,0.000]",[],[]
18,Wrapper/StandardGameplay/PauseMenu/MenuControllers/ControllerLeft/MenuHandle/Glowing,"[0.100,0.000,0.000]","[270.000,0.000,0.000]","[-0.707,0.000,0.000,0.707]","[0.100,0.000,-0.086]","[0.031,0.032,0.172]",[],[]
18,Wrapper/StandardGameplay/LocalPlayerGameCore/SliderEffectsColorB/SliderInteractionPS,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
18,Wrapper/StandardGameplay/LocalPlayerGameCore/SaberClashEffect/SparklePS,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000]",[],[]
18,Wrapper/StandardGameplay/LocalPlayerGameCore/Recorder,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
18,Wrapper/StandardGameplay/LocalPlayerGameCore,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
18,Wrapper/StandardGameplay/LocalPlayerGameCore/HeadObstacleLowPassAudioEffect,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
18,Wrapper/StandardGameplay/LocalPlayerGameCore/Recorder/RecorderCamera,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
18,Wrapper/StandardGameplay/LocalPlayerGameCore/EnvironmentSpawnRotation,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
18,Wrapper/StandardGameplay/LocalPlayerGameCore/SmoothCamera,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
18,Wrapper/StandardGameplay/LocalPlayerGameCore/ObstacleSaberSparkleEffect,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
18,Wrapper/StandardGameplay/LocalPlayerGameCore/SaberClashEffect,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
18,Wrapper/StandardGameplay/LocalPlayerGameCore/MoveBackWall,"[0.000,1.500,1.200]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[0.000,1.500,1.200]","[6.000,3.000,0.000]",[],[]
18,Wrapper/StandardGameplay/LocalPlayerGameCore/SaberClashEffect/GlowPS,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000]",[],[]
18,Wrapper/StandardGameplay/LocalPlayerGameCore/Origin/VRGameCore/RightHand,"[0.200,0.200,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
18,Wrapper/StandardGameplay/LocalPlayerGameCore/Origin/VRGameCore/LeftHand/LeftSaber,"[-0.200,0.200,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],"[-0.200,0.200,0.000]","[0.000,0.000,0.000]"
18,Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar/LevelBarSimple/BeatmapDataContainer,"[0.950,1.549,2.022]","[5.000,0.000,0.000]","[0.044,0.000,0.000,0.999]",[],[],[],[]
18,Wrapper/StandardGameplay/LocalPlayerGameCore/Origin/VRGameCore/MainCamera,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
18,Wrapper/StandardGameplay/LocalPlayerGameCore/Origin/VRGameCore,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
18,Wrapper/StandardGameplay/LocalPlayerGameCore/Origin,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
18,Wrapper/StandardGameplay/LocalPlayerGameCore/Origin/VRGameCore/MainCamera/AudioListener,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
18,Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar/LevelBarSimple/AuthorNameText,"[-0.157,1.585,2.025]","[5.000,0.000,0.000]","[0.044,0.000,0.000,0.999]",[],[],[],[]
18,Wrapper/StandardGameplay/GameplayCore/BaseGameEffects/NoteCutEffectSpawner/NoteCutParticlesEffect/ExplosionPrePassBloom,"[-0.007,0.000,-0.006]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000]",[],[]
18,Wrapper/StandardGameplay/GameplayCore/BaseGameEffects/NoteCutEffectSpawner/BombExplosionEffect/DebrisPS,"[-0.007,0.500,0.294]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000]",[],[]
18,Wrapper/StandardGameplay/GameplayCore/BaseGameEffects/NoteCutEffectSpawner/NoteCutParticlesEffect/ExplosionSparkles,"[-0.007,0.000,-0.006]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000]",[],[]
18,Wrapper/StandardGameplay/GameplayCore/BaseGameEffects/NoteCutEffectSpawner/NoteCutParticlesEffect/DirectionSparkles,"[-0.007,0.000,-0.006]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000]",[],[]
18,Wrapper/StandardGameplay/GameplayCore/BaseGameEffects/NoteCutEffectSpawner,"[-0.007,0.000,-0.006]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
18,Wrapper/StandardGameplay/GameplayCore/BaseGameEffects,"[-0.007,0.000,-0.006]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
18,Wrapper/StandardGameplay/GameplayCore/BaseGameEffects/NoteCutEffectSpawner/NoteDebrisSpawner,"[-0.007,0.000,-0.006]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
18,Wrapper/StandardGameplay/GameplayCore/BaseGameEffects/NoteCutEffectSpawner/ShockwaveEffect,"[-0.007,0.000,-0.006]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000]",[],[]
18,Wrapper/StandardGameplay/GameplayCore/BaseGameEffects/BombCutSoundEffectManager,"[-0.007,0.000,-0.006]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
18,Wrapper/StandardGameplay/GameplayCore/BaseGameEffects/NoteCutEffectSpawner/NoteCutParticlesEffect/ExplosionCore,"[-0.007,0.000,-0.006]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000]",[],[]
18,Wrapper/StandardGameplay/GameplayCore/BaseGameEffects/NoteCutEffectSpawner/NoteCutHapticEffect,"[-0.007,0.000,-0.006]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
18,Wrapper/StandardGameplay/GameplayCore/BaseGameEffects/NoteCutEffectSpawner/BombExplosionEffect,"[-0.007,0.500,0.294]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
18,Wrapper/StandardGameplay/GameplayCore/BaseGameEffects/NoteCutSoundEffectManager,"[-0.007,0.000,-0.006]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
18,Wrapper/StandardGameplay/GameplayCore/BaseGameEffects/NoteCutEffectSpawner/BombExplosionEffect/ExplosionSparkles,"[-0.007,0.000,-0.006]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000]",[],[]
18,Wrapper/StandardGameplay/GameplayCore/BaseGameEffects/NoteCutEffectSpawner/NoteCutParticlesEffect,"[-0.007,0.000,-0.006]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
18,Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar/Buttons/BackButton/BG,"[-0.700,1.290,1.999]","[5.000,0.000,0.000]","[0.044,0.000,0.000,0.999]",[],[],[],[]
18,Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar/Buttons/BackButton/Content/Text,"[-0.700,1.290,1.999]","[5.000,0.000,0.000]","[0.044,0.000,0.000,0.999]",[],[],[],[]
18,Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar/Buttons/BackButton,"[-0.390,1.290,1.999]","[5.000,0.000,0.000]","[0.044,0.000,0.000,0.999]",[],[],[],[]
18,Wrapper/StandardGameplay/LocalPlayerGameCore/SliderEffectsColorA/SliderInteractionPS/TrailsPS,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000]",[],[]
18,Wrapper/StandardGameplay/LocalPlayerGameCore/Origin/VRGameCore/MainCamera/Collider,"[0.000,0.000,0.000]","[0.000,45.000,0.000]","[0.000,0.383,0.000,0.924]",[],[],"[0.000,0.000,0.000]","[0.000,0.000,0.000]"
18,Wrapper/StandardGameplay/GameplayCore/GameplayData,"[-0.007,0.000,-0.006]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
18,Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper,"[0.000,1.300,2.000]","[5.000,0.000,0.000]","[0.044,0.000,0.000,0.999]",[],[],[],[]
18,Wrapper/StandardGameplay/GameplayCore/BaseGameEffects/BeatEffectSpawner,"[-0.007,0.000,-0.006]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
18,Wrapper/StandardGameplay/StandardLevelAnalytics,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
18,Wrapper/StandardGameplay/GameplayCore,"[-0.007,0.000,-0.006]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
18,Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar/Buttons/RestartButton/Underline,"[-0.370,1.290,1.999]","[5.000,0.000,0.000]","[0.044,0.000,0.000,0.999]",[],[],[],[]
18,Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar/Buttons,"[-0.050,1.290,1.999]","[5.000,0.000,0.000]","[0.044,0.000,0.000,0.999]",[],[],[],[]
18,Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar/Buttons/ContinueButton/Content,"[0.590,1.290,1.999]","[5.000,0.000,0.000]","[0.044,0.000,0.000,0.999]",[],[],[],[]
18,Wrapper/StandardGameplay/LocalPlayerGameCore/SliderEffectsColorA/SliderInteractionPS,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
18,Wrapper/StandardGameplay/PauseMenu/Wrapper/MenuWrapper/Canvas/MainBar/LevelBarSimple/SongArtwork,"[-0.960,1.549,2.022]","[5.000,0.000,0.000]","[0.044,0.000,0.000,0.999]",[],[],[],[]
18,Wrapper/StandardGameplay/LocalPlayerGameCore/SliderEffectsColorA,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
18,Wrapper/StandardGameplay/PauseMenu/Wrapper/Resume/FGCircle,"[0.000,1.500,3.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
19,Wrapper/StandardGameplay/LocalPlayerGameCore/Origin/VRGameCore/LeftHand/LeftSaber/BasicSaberModel(Clone)/FakeGlow1,"[0.076,0.857,0.128]","[43.629,77.932,75.648]","[0.586,0.284,0.258,0.713]","[0.076,0.857,0.128]","[0.000,0.000,0.000]",[],[]
19,Wrapper/StandardGameplay/LocalPlayerGameCore/Origin/VRGameCore/LeftHand/LeftSaber/BasicSaberModel(Clone)/FakeGlow0,"[0.035,1.067,1.279]","[43.629,77.932,75.648]","[0.586,0.284,0.258,0.713]","[0.035,1.067,1.279]","[0.000,0.000,0.000]",[],[]
