ObjectName,Scene,Parent,Level,Type,Layer,Active,Position,Rotation,Scale,InView,HasRenderer,HasCollider,Components
Environment,DefaultEnvironment,None,0,Empty,Environment,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|BloomFogEnvironment
Environment/CoreLighting/LightManager,DefaultEnvironment,Environment/CoreLighting,2,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|LightManager
Environment/BasicGameHUD/RightPanel/MultiplierCanvas/BGCircle,DefaultEnvironment,Environment/BasicGameHUD/RightPanel/MultiplierCanvas,4,Empty,UI,False,"[3.200,1.700,7.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|ImageView
Environment/BasicGameHUD/LeftPanel/ScoreCanvas/ImmediateRankText,DefaultEnvironment,Environment/BasicGameHUD/LeftPanel/ScoreCanvas,4,Empty,UI,False,"[-3.200,0.890,7.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|CurvedTextMeshPro
Environment/RotatingLasersPair/BaseR,DefaultEnvironment,Environment/RotatingLasersPair,2,Empty,NeonLight,False,"[7.000,2.000,50.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform
Environment/BasicGameHUD/RightPanel/MultiplierCanvas,DefaultEnvironment,Environment/BasicGameHUD/RightPanel,3,Empty,UI,False,"[3.200,1.700,7.000]","[0.000,0.000,0.000]","[0.010,0.010,0.010]",True,False,False,RectTransform|Canvas|Animator|ScoreMultiplierUIController
Environment/BackColumns/BackColumnNeon/BoxLight,DefaultEnvironment,Environment/BackColumns/BackColumnNeon,3,Mesh,Environment,False,"[3.000,0.239,-19.100]","[340.000,0.000,0.000]","[0.100,50.000,0.100]",False,True,False,Transform|MeshRenderer|MeshFilter|ParametricBoxController
Environment/BasicGameHUD/RightPanel/MultiplierCanvas/TextPanel/NumText,DefaultEnvironment,Environment/BasicGameHUD/RightPanel/MultiplierCanvas/TextPanel,5,Empty,UI,False,"[2.987,1.642,7.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|CurvedTextMeshPro
Environment/BasicGameHUD/LeftPanel/ScoreCanvas/ScoreText,DefaultEnvironment,Environment/BasicGameHUD/LeftPanel/ScoreCanvas,4,Empty,UI,False,"[-3.200,1.300,7.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|CurvedTextMeshPro|ScoreUIController
Environment/DoubleColorLaserR/TopBoxLight,DefaultEnvironment,Environment/DoubleColorLaserR,2,Mesh,NeonLight,False,"[44.423,60.500,179.648]","[60.000,23.000,0.000]","[0.050,125.000,0.050]",True,True,False,Transform|MeshRenderer|MeshFilter|ParametricBoxController
Environment/RotatingLasersPair,DefaultEnvironment,Environment,1,Empty,NeonLight,False,"[0.000,2.000,50.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform|LightPairRotationEventEffect
Environment/BasicGameHUD/EnergyPanel/EnergyIconFull,DefaultEnvironment,Environment/BasicGameHUD/EnergyPanel,3,Empty,UI,False,"[1.140,-0.640,7.750]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|ImageView
Environment/BasicGameHUD/LeftPanel/ComboPanel/ComboCanvas/NumText,DefaultEnvironment,Environment/BasicGameHUD/LeftPanel/ComboPanel/ComboCanvas,5,Empty,UI,False,"[-3.200,1.870,7.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|CurvedTextMeshPro
Environment/LightEffects,DefaultEnvironment,Environment,1,Empty,Environment,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|LightSwitchEventEffect|LightSwitchEventEffect|LightSwitchEventEffect|LightSwitchEventEffect|LightSwitchEventEffect
Environment/RotatingLasersPair/BaseL,DefaultEnvironment,Environment/RotatingLasersPair,2,Empty,NeonLight,False,"[-7.000,2.000,50.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform
Environment/BasicGameHUD/LeftPanel/ScoreCanvas/RelativeScoreText,DefaultEnvironment,Environment/BasicGameHUD/LeftPanel/ScoreCanvas,4,Empty,UI,False,"[-3.200,0.952,7.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|CurvedTextMeshPro
Environment/BasicGameHUD/RightPanel/MultiplierCanvas/TextPanel,DefaultEnvironment,Environment/BasicGameHUD/RightPanel/MultiplierCanvas,4,Empty,UI,False,"[3.187,1.642,7.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform
Environment/BackColumns/BackColumnNeon/BakedBloom,DefaultEnvironment,Environment/BackColumns/BackColumnNeon,3,Mesh,Environment,False,"[-3.000,0.239,-19.100]","[20.000,180.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshRenderer|MeshFilter|Parametric3SliceSpriteController
Environment/DoubleColorLaserR/BottomBakedBloom,DefaultEnvironment,Environment/DoubleColorLaserR,2,Mesh,NeonLight,False,"[2.125,-2.000,80.000]","[60.000,23.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|MeshRenderer|MeshFilter|Parametric3SliceSpriteController
Environment/BasicGameHUD/LeftPanel/ComboPanel/ComboCanvas,DefaultEnvironment,Environment/BasicGameHUD/LeftPanel/ComboPanel,4,Empty,UI,False,"[-3.200,1.830,7.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|Canvas
Environment/BigTrackLaneRings,DefaultEnvironment,Environment,1,Empty,Default,False,"[0.000,5.000,7.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform|TrackLaneRingsManager|TrackLaneRingsRotationEffect|TrackLaneRingsRotationEffectSpawner
Environment/BasicGameHUD/LeftPanel/BG,DefaultEnvironment,Environment/BasicGameHUD/LeftPanel,3,Empty,UI,False,"[-3.200,-27.600,7.010]","[0.000,0.000,0.000]","[1.400,60.000,1.000]",False,True,False,Transform|SpriteRenderer
Environment/BackColumns,DefaultEnvironment,Environment,1,Mesh,Environment,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshFilter|MeshRenderer
Environment/SmallTrackLaneRings,DefaultEnvironment,Environment,1,Empty,Default,False,"[0.000,1.400,14.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform|TrackLaneRingsManager|TrackLaneRingsRotationEffect|TrackLaneRingsRotationEffectSpawner|TrackLaneRingsPositionStepEffectSpawner
Environment/BigSmokePS,DefaultEnvironment,Environment,1,Empty,NonReflectedParticles,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|ParticleSystem|ParticleSystemRenderer|GraphicSettingsConditionalActivator|SetParticleSystemSeed
Environment/BasicGameHUD/EnergyPanel/BG,DefaultEnvironment,Environment/BasicGameHUD/EnergyPanel,3,Empty,UI,False,"[0.000,-0.640,7.750]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|RawImage
Environment/BasicGameHUD/LeftPanel,DefaultEnvironment,Environment/BasicGameHUD,2,Empty,UI,False,"[-3.200,0.400,7.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform
Environment/BasicGameHUD/RightPanel/MultiplierCanvas/TextOverlayPanelOutline1,DefaultEnvironment,Environment/BasicGameHUD/RightPanel/MultiplierCanvas,4,Empty,UI,False,"[3.187,1.642,7.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform
Environment/BasicGameHUD/RightPanel/BG,DefaultEnvironment,Environment/BasicGameHUD/RightPanel,3,Empty,UI,False,"[3.200,-27.600,7.010]","[0.000,0.000,0.000]","[1.400,60.000,1.000]",False,True,False,Transform|SpriteRenderer
Environment/PlayersPlace,DefaultEnvironment,Environment,1,Empty,PlayersPlace,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,True,Transform|BoxCollider
Environment/BasicGameHUD/RightPanel/MultiplierCanvas/TextOverlayPanelOutline1/XText,DefaultEnvironment,Environment/BasicGameHUD/RightPanel/MultiplierCanvas/TextOverlayPanelOutline1,5,Empty,UI,False,"[3.210,1.854,7.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|CurvedTextMeshPro
Environment/BasicGameHUD/RightPanel/MultiplierCanvas/TextOverlayPanelOutline0,DefaultEnvironment,Environment/BasicGameHUD/RightPanel/MultiplierCanvas,4,Empty,UI,False,"[3.187,1.642,7.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform
Environment/BasicGameHUD/RightPanel/MultiplierCanvas/FGCircle,DefaultEnvironment,Environment/BasicGameHUD/RightPanel/MultiplierCanvas,4,Empty,UI,False,"[3.200,1.700,7.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|ImageView
Environment/BasicGameHUD/RightPanel/MultiplierCanvas/AnimationCircle,DefaultEnvironment,Environment/BasicGameHUD/RightPanel/MultiplierCanvas,4,Empty,UI,False,"[3.200,1.700,7.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|ImageView
Environment/BackColumns/BackColumnNeon,DefaultEnvironment,Environment/BackColumns,2,Empty,Environment,False,"[-3.000,0.239,-19.100]","[340.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|TubeBloomPrePassLight|TubeBloomPrePassLightWithId
Environment/BasicGameHUD/RightPanel/Top,DefaultEnvironment,Environment/BasicGameHUD/RightPanel,3,Empty,UI,False,"[3.200,2.500,7.000]","[0.000,0.000,0.000]","[1.400,0.100,1.000]",True,True,False,Transform|SpriteRenderer
Environment/FrontLights,DefaultEnvironment,Environment,1,Empty,NeonLight,False,"[0.000,1.000,15.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform
Environment/BasicGameHUD/LeftPanel/Top,DefaultEnvironment,Environment/BasicGameHUD/LeftPanel,3,Empty,UI,False,"[-3.200,2.500,7.000]","[0.000,0.000,0.000]","[1.400,0.100,1.000]",True,True,False,Transform|SpriteRenderer
Environment/BasicGameHUD/LeftPanel/ComboPanel/ComboText,DefaultEnvironment,Environment/BasicGameHUD/LeftPanel/ComboPanel,4,Empty,UI,False,"[-3.200,1.960,7.000]","[0.000,0.000,0.000]","[0.700,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|CurvedTextMeshPro|LocalizedTextMeshProUGUI
Environment/BasicGameHUD/RightPanel/MultiplierCanvas/TextPanel/XText,DefaultEnvironment,Environment/BasicGameHUD/RightPanel/MultiplierCanvas/TextPanel,5,Empty,UI,False,"[3.210,1.854,7.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|CurvedTextMeshPro
Environment/DoubleColorLaserR/TopBakedBloom,DefaultEnvironment,Environment/DoubleColorLaserR,2,Mesh,NeonLight,False,"[2.125,-2.000,80.000]","[60.000,23.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|MeshRenderer|MeshFilter|Parametric3SliceSpriteController
Environment/BasicGameHUD/EnergyPanel,DefaultEnvironment,Environment/BasicGameHUD,2,Empty,UI,False,"[0.000,-0.640,7.750]","[0.000,0.000,0.000]","[0.020,0.020,0.020]",True,False,False,RectTransform|GameEnergyUIPanel|Canvas|CanvasScaler|PlayableDirector|Animator
Environment/PlayersPlace/Mirror,DefaultEnvironment,Environment/PlayersPlace,2,Mesh,Water,False,"[0.000,0.005,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshFilter|MeshRenderer|Mirror
Environment/BasicGameHUD/RightPanel/MultiplierCanvas/TextOverlayPanelOutline1/NumText,DefaultEnvironment,Environment/BasicGameHUD/RightPanel/MultiplierCanvas/TextOverlayPanelOutline1,5,Empty,UI,False,"[2.987,1.642,7.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|CurvedTextMeshPro
Environment/BasicGameHUD/RightPanel/MultiplierCanvas/TextOverlayPanelOutline0/XText,DefaultEnvironment,Environment/BasicGameHUD/RightPanel/MultiplierCanvas/TextOverlayPanelOutline0,5,Empty,UI,False,"[3.210,1.854,7.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|CurvedTextMeshPro
Environment/DoubleColorLaserR,DefaultEnvironment,Environment,1,Empty,NeonLight,False,"[2.125,-2.000,80.000]","[60.000,23.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform|TubeBloomPrePassLight|TubeBloomPrePassLightWithId|TubeBloomPrePassLight|TubeBloomPrePassLightWithId
Environment/BasicGameHUD/RightPanel/MultiplierCanvas/TextOverlayPanelOutline0/NumText,DefaultEnvironment,Environment/BasicGameHUD/RightPanel/MultiplierCanvas/TextOverlayPanelOutline0,5,Empty,UI,False,"[2.987,1.642,7.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|CurvedTextMeshPro
Environment/BasicGameHUD/RightPanel,DefaultEnvironment,Environment/BasicGameHUD,2,Empty,UI,False,"[3.200,0.400,7.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform
Environment/BasicGameHUD/EnergyPanel/EnergyBarWrapper/EnergyBar,DefaultEnvironment,Environment/BasicGameHUD/EnergyPanel/EnergyBarWrapper,4,Empty,UI,False,"[-0.954,-0.640,7.750]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|ImageView|Canvas
Environment/PlayersPlace/Construction,DefaultEnvironment,Environment/PlayersPlace,2,Mesh,Environment,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshFilter|MeshRenderer
Environment/BasicGameHUD/LeftPanel/ScoreCanvas,DefaultEnvironment,Environment/BasicGameHUD/LeftPanel,3,Empty,UI,False,"[-3.200,0.900,7.000]","[0.000,0.000,0.000]","[0.020,0.020,0.020]",True,False,False,RectTransform|Canvas|ImmediateRankUIPanel
Environment/DoubleColorLaserR/BottomBoxLight,DefaultEnvironment,Environment/DoubleColorLaserR,2,Mesh,NeonLight,False,"[-40.173,-64.500,-19.648]","[60.000,23.000,0.000]","[0.050,125.000,0.050]",False,True,False,Transform|MeshRenderer|MeshFilter|ParametricBoxController
Environment/BasicGameHUD/EnergyPanel/EnergyIconEmpty,DefaultEnvironment,Environment/BasicGameHUD/EnergyPanel,3,Empty,UI,False,"[-1.180,-0.640,7.750]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|ImageView
Environment/BasicGameHUD,DefaultEnvironment,Environment,1,Empty,UI,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|CoreGameHUDController|CanvasGroup|ZenjectBinding
Environment/PlayersPlace/Feet,DefaultEnvironment,Environment/PlayersPlace,2,Empty,DontShowInExternalMRCamera,False,"[0.000,0.005,0.000]","[90.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|SpriteRenderer|SpriteLightWithId
Environment/CoreLighting/DirectionalLight,DefaultEnvironment,Environment/CoreLighting,2,Empty,Default,False,"[0.000,2.000,20.000]","[7.000,180.000,180.000]","[1.000,1.000,1.000]",True,False,False,Transform|DirectionalLight|DirectionalLightWithIds
Environment/BasicGameHUD/LeftPanel/ComboPanel,DefaultEnvironment,Environment/BasicGameHUD/LeftPanel,3,Empty,UI,False,"[-3.200,1.830,7.000]","[0.000,0.000,0.000]","[0.010,0.010,0.010]",True,False,False,RectTransform|ComboUIController|Animator|Canvas|CanvasScaler
Environment/NearBuildingLeft (1)/NeonTubeDirectional (1),DefaultEnvironment,Environment/NearBuildingLeft (1),2,Empty,NeonLight,False,"[-7.450,-5.500,-18.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|TubeBloomPrePassLight|TubeBloomPrePassLightWithId
Environment/NearBuildingLeft (2)/NeonTubeDirectional (1),DefaultEnvironment,Environment/NearBuildingLeft (2),2,Empty,NeonLight,False,"[-17.450,-2.500,15.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform|TubeBloomPrePassLight|TubeBloomPrePassLightWithId
Environment/NearBuildingLeft (1)/NeonTubeDirectional (1)/BakedBloom,DefaultEnvironment,Environment/NearBuildingLeft (1)/NeonTubeDirectional (1),3,Mesh,NeonLight,False,"[-7.450,-5.500,-18.000]","[0.000,270.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshRenderer|MeshFilter|Parametric3SliceSpriteController
Environment/NearBuildingLeft (2)/NeonTubeDirectional (1)/BakedBloom,DefaultEnvironment,Environment/NearBuildingLeft (2)/NeonTubeDirectional (1),3,Mesh,NeonLight,False,"[-17.450,-2.500,15.000]","[0.000,270.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|MeshRenderer|MeshFilter|Parametric3SliceSpriteController
Environment/NearBuildingLeft (2)/NeonTubeDirectional (1)/BoxLight,DefaultEnvironment,Environment/NearBuildingLeft (2)/NeonTubeDirectional (1),3,Mesh,NeonLight,False,"[-17.450,-2.500,15.000]","[0.000,0.000,0.000]","[0.100,10.000,0.100]",True,True,False,Transform|MeshRenderer|MeshFilter|ParametricBoxController
Environment/NearBuildingLeft (1)/NeonTubeDirectional (1)/BoxLight,DefaultEnvironment,Environment/NearBuildingLeft (1)/NeonTubeDirectional (1),3,Mesh,NeonLight,False,"[-7.450,-5.500,-18.000]","[0.000,0.000,0.000]","[0.100,10.000,0.100]",False,True,False,Transform|MeshRenderer|MeshFilter|ParametricBoxController
Environment/NearBuildingLeft (2),DefaultEnvironment,Environment,1,Empty,Default,False,"[-20.000,3.000,15.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform
Environment/NearBuildingLeft (1),DefaultEnvironment,Environment,1,Empty,Default,False,"[-10.000,0.000,-18.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform
Environment/NearBuildingLeft (2)/Mesh,DefaultEnvironment,Environment/NearBuildingLeft (2),2,Mesh,Default,False,"[6.000,-17.000,-10.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshFilter|MeshRenderer
Environment/NearBuildingLeft (1)/Mesh,DefaultEnvironment,Environment/NearBuildingLeft (1),2,Mesh,Default,False,"[16.000,-20.000,-43.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshFilter|MeshRenderer
Environment/BasicGameHUD/RightPanel/SongProgressCanvas/ProgressText/Separator,DefaultEnvironment,Environment/BasicGameHUD/RightPanel/SongProgressCanvas/ProgressText,5,Empty,UI,False,"[3.185,0.645,6.990]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|ImageView
Environment/NearBuildingRight (1)/Mesh,DefaultEnvironment,Environment/NearBuildingRight (1),2,Mesh,Default,False,"[-16.000,-20.000,-43.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshFilter|MeshRenderer
Environment/NearBuildingRight (2)/Mesh,DefaultEnvironment,Environment/NearBuildingRight (2),2,Mesh,Default,False,"[-6.000,-17.000,-10.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshFilter|MeshRenderer
Environment/NearBuildingRight (1),DefaultEnvironment,Environment,1,Empty,Default,False,"[10.000,0.000,-18.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform
Environment/NearBuildingRight (2),DefaultEnvironment,Environment,1,Empty,Default,False,"[20.000,3.000,15.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform
Environment/LightWithIdManager,DefaultEnvironment,Environment,1,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|LightWithIdManager|ZenjectBinding
Environment/FakeMirrorObjectsInstaller,DefaultEnvironment,Environment,1,Empty,Environment,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|FakeMirrorObjectsInstaller
Environment/DustPS,DefaultEnvironment,Environment,1,Empty,DontShowInExternalMRCamera,False,"[0.000,0.000,0.000]","[90.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|ParticleSystem|ParticleSystemRenderer|MoveAndRotateWithMainCamera|ReflectionProbeBakingOverride|SetParticleSystemSeed
Environment/Spectrograms/Spectrogram,DefaultEnvironment,Environment/Spectrograms,2,Empty,Environment,False,"[12.000,4.000,30.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform
Environment/Spectrograms,DefaultEnvironment,Environment,1,Empty,Default,False,"[0.000,4.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|Spectrogram
Environment/PlayersPlace/SaberBurnMarksParticles,DefaultEnvironment,Environment/PlayersPlace,2,Empty,NonReflectedParticles,False,"[0.000,0.005,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|SaberBurnMarkSparkles
Environment/PlayersPlace/SaberBurnMarksParticles/SaberBurnMarkSparklePS,DefaultEnvironment,Environment/PlayersPlace/SaberBurnMarksParticles,3,Empty,NonReflectedParticles,False,"[0.000,0.005,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|ParticleSystemRenderer|ParticleSystem|SetParticleSystemSeed
Environment/PlayersPlace/SaberBurnMarksArea,DefaultEnvironment,Environment/PlayersPlace,2,Mesh,NonReflectedParticles,False,"[0.000,0.010,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshFilter|MeshRenderer|SaberBurnMarkArea|GraphicSettingsConditionalActivator
Environment/PlayersPlace/RectangleFakeGlow,DefaultEnvironment,Environment/PlayersPlace,2,Mesh,Default,False,"[0.000,0.008,0.000]","[90.000,0.000,0.000]","[1.495,0.995,1.000]",False,True,False,Transform|MeshRenderer|MeshFilter|MaterialPropertyBlockController|RectangleFakeGlow|RectangleFakeGlowLightWithId|ReflectionProbeBakingOverride
Environment/BasicGameHUD/RightPanel/RecordingPanel/RecordingCircle,DefaultEnvironment,Environment/BasicGameHUD/RightPanel/RecordingPanel,4,Empty,DontShowInExternalMRCamera,False,"[2.911,0.230,7.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|ImageView
Environment/RotatingLasersPair/BaseR/Laser/BoxLight,DefaultEnvironment,Environment/RotatingLasersPair/BaseR/Laser,4,Mesh,NeonLight,False,"[-189.597,139.658,50.000]","[0.000,0.000,55.000]","[0.050,250.000,0.050]",False,True,False,Transform|MeshRenderer|MeshFilter|ParametricBoxController
Environment/RotatingLasersPair/BaseR/Laser/BakedBloom,DefaultEnvironment,Environment/RotatingLasersPair/BaseR/Laser,4,Mesh,NeonLight,False,"[7.000,2.000,50.000]","[305.000,90.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|MeshRenderer|MeshFilter|Parametric3SliceSpriteController
Environment/RotatingLasersPair/BaseR/Laser,DefaultEnvironment,Environment/RotatingLasersPair/BaseR,3,Empty,NeonLight,False,"[7.000,2.000,50.000]","[0.000,0.000,55.000]","[1.000,1.000,1.000]",True,False,False,Transform|TubeBloomPrePassLight|TubeBloomPrePassLightWithId
Environment/RotatingLasersPair/BaseL/Laser/BakedBloom,DefaultEnvironment,Environment/RotatingLasersPair/BaseL/Laser,4,Mesh,NeonLight,False,"[-7.000,2.000,50.000]","[55.000,90.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|MeshRenderer|MeshFilter|Parametric3SliceSpriteController
Environment/RotatingLasersPair/BaseL/Laser,DefaultEnvironment,Environment/RotatingLasersPair/BaseL,3,Empty,NeonLight,False,"[-7.000,2.000,50.000]","[0.000,0.000,305.000]","[1.000,1.000,1.000]",True,False,False,Transform|TubeBloomPrePassLight|TubeBloomPrePassLightWithId
Environment/BasicGameHUD/RightPanel/SongProgressCanvas/ProgressText,DefaultEnvironment,Environment/BasicGameHUD/RightPanel/SongProgressCanvas,4,Empty,UI,False,"[3.200,0.760,6.990]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform
Environment/RotatingLasersPair/BaseL/Laser/BoxLight,DefaultEnvironment,Environment/RotatingLasersPair/BaseL/Laser,4,Mesh,NeonLight,False,"[189.597,139.658,50.000]","[0.000,0.000,305.000]","[0.050,250.000,0.050]",False,True,False,Transform|MeshRenderer|MeshFilter|ParametricBoxController
Environment/DoubleColorLaserL (3)/BottomBakedBloom,DefaultEnvironment,Environment/DoubleColorLaserL (3),2,Mesh,NeonLight,False,"[-2.125,-2.000,50.000]","[60.000,337.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|MeshRenderer|MeshFilter|Parametric3SliceSpriteController
