ObjectName,Scene,Parent,Level,Type,Layer,Active,Position,Rotation,Scale,InView,HasRenderer,HasCollider,Components
NoteDebrisHD(Clone),GameCore,None,0,PhysicsBody,NoteDebris,False,"[0.000,1.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,True,Transform|NoteDebris|NoteDebrisRigidbodyPhysics|NoteDebrisSimplePhysics|Rigidbody|MaterialPropertyBlockController|SphereCollider
SongTimeTweeningManager(Clone),GameCore,None,0,Empty,Default,True,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|SongTimeTweeningManager
MissedNoteEffectSpawner(Clone)/MissedNoteFlyingSpriteSpawner,GameCore,MissedNoteEffectSpawner(Clone),1,Empty,Default,True,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|FlyingSpriteSpawner
MissedNoteEffectSpawner(Clone),GameCore,None,0,Empty,Default,True,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|MissedNoteEffectSpawner
BadNoteCutEffectSpawner(Clone)/BadCutFlyingSpriteSpawner,GameCore,BadNoteCutEffectSpawner(Clone),1,Empty,Default,True,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|FlyingSpriteSpawner
BadNoteCutEffectSpawner(Clone),GameCore,None,0,Empty,Default,True,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|BadNoteCutEffectSpawner
NoteCutScoreSpawner(Clone)/FlyingScoreSpawner,GameCore,NoteCutScoreSpawner(Clone),1,Empty,Default,True,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|FlyingScoreSpawner
NoteCutScoreSpawner(Clone),GameCore,None,0,Empty,Default,True,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|NoteCutScoreSpawner
ArcAndObstacleHapticEffectManager(Clone),GameCore,None,0,Empty,Default,True,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|ArcAndObstacleHapticEffectManager
BombCutSoundEffect(Clone),GameCore,None,0,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|AudioSource|BombCutSoundEffect|DisableSpatializerOnUnsupportedPlatforms
NoteCutSoundEffect(Clone),GameCore,None,0,Empty,Default,True,"[0.035,1.068,1.279]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform|AudioSource|NoteCutSoundEffect|DisableSpatializerOnUnsupportedPlatforms
BeatEffect(Clone)/Light,GameCore,BeatEffect(Clone),1,Empty,NeonLight,False,"[17.000,0.020,7.750]","[90.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|TubeBloomPrePassLight
BeatEffect(Clone)/SpriteV,GameCore,BeatEffect(Clone),1,Empty,NeonLight,False,"[17.000,0.020,7.779]","[90.000,0.000,0.000]","[1.000,3.000,1.000]",False,True,False,Transform|SpriteRenderer
BeatEffect(Clone),GameCore,None,0,Empty,Default,False,"[17.000,0.020,7.750]","[90.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|BeatEffect
FlyingSpriteEffect(Clone),GameCore,None,0,Empty,Default,False,"[0.000,0.590,2.327]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|FlyingSpriteEffect|SpriteRenderer
FlyingScoreEffect(Clone)/Line,GameCore,FlyingScoreEffect(Clone),1,Empty,Default,False,"[0.000,-0.298,6.532]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|SpriteRenderer
FlyingScoreEffect(Clone)/Text,GameCore,FlyingScoreEffect(Clone),1,Mesh,UI,False,"[-0.010,-0.148,6.532]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,True,False,RectTransform|MeshRenderer|TextMeshPro|MeshFilter
FlyingScoreEffect(Clone),GameCore,None,0,Empty,Default,False,"[0.000,-0.148,6.532]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform|FlyingScoreEffect
FlyingTextEffect(Clone)/Text,GameCore,FlyingTextEffect(Clone),1,Mesh,UI,False,"[0.000,0.722,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,RectTransform|MeshRenderer|TextMeshPro|MeshFilter
FlyingTextEffect(Clone),GameCore,None,0,Empty,Default,False,"[0.000,0.722,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|FlyingTextEffect
BeatLine(Clone)/Light/BoxLight,GameCore,BeatLine(Clone)/Light,2,Mesh,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.010,250.000,0.010]",False,True,False,Transform|MeshRenderer|MeshFilter|ParametricBoxController
BeatLine(Clone)/Light/BakedBloom,GameCore,BeatLine(Clone)/Light,2,Mesh,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshRenderer|MeshFilter|Parametric3SliceSpriteController
BeatLine(Clone)/Light,GameCore,BeatLine(Clone),1,Empty,NeonLight,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|TubeBloomPrePassLight
BeatLine(Clone),GameCore,None,0,Empty,NeonLight,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|BeatLine
ShortSlider(Clone)/Slider_MeshRenderer,GameCore,ShortSlider(Clone),1,Mesh,Note,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshFilter|MeshRenderer
ShortSlider(Clone)/MeshController,GameCore,ShortSlider(Clone),1,Empty,Note,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|SliderMeshController|SliderMeshConstructorCrossedStrips
ShortSlider(Clone),GameCore,None,0,Empty,Note,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|SliderController|SliderMovement|MaterialPropertyBlockController|CutoutAnimateEffect|CutoutEffect|SliderIntensityEffect
LongSlider(Clone)/Slider_MeshRenderer,GameCore,LongSlider(Clone),1,Mesh,Note,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshFilter|MeshRenderer
LongSlider(Clone)/MeshController,GameCore,LongSlider(Clone),1,Empty,Note,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|SliderMeshController|SliderMeshConstructorCrossedStrips
LongSlider(Clone),GameCore,None,0,Empty,Note,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|SliderController|SliderMovement|MaterialPropertyBlockController|CutoutAnimateEffect|CutoutEffect|SliderIntensityEffect
MediumSlider(Clone)/Slider_MeshRenderer,GameCore,MediumSlider(Clone),1,Mesh,Note,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshFilter|MeshRenderer
MediumSlider(Clone)/MeshController,GameCore,MediumSlider(Clone),1,Empty,Note,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|SliderMeshController|SliderMeshConstructorCrossedStrips
MediumSlider(Clone),GameCore,None,0,Empty,Note,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|SliderController|SliderMovement|MaterialPropertyBlockController|CutoutAnimateEffect|CutoutEffect|SliderIntensityEffect
BurstSliderNote(Clone)/NoteCube/Circle,GameCore,BurstSliderNote(Clone)/NoteCube,2,Mesh,Note,False,"[0.000,1.000,-0.248]","[0.000,0.000,0.000]","[0.100,0.100,0.100]",False,True,False,Transform|MeshFilter|MeshRenderer|MaterialPropertyBlockController
BurstSliderNote(Clone)/NoteCube/SmallCuttable,GameCore,BurstSliderNote(Clone)/NoteCube,2,Empty,Note,False,"[0.000,1.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,True,Transform|BoxCollider|BoxCuttableBySaber
BurstSliderNote(Clone)/NoteCube/BigCuttable,GameCore,BurstSliderNote(Clone)/NoteCube,2,Empty,Note,False,"[0.000,1.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,True,Transform|BoxCollider|BoxCuttableBySaber
BurstSliderNote(Clone)/NoteCube,GameCore,BurstSliderNote(Clone),1,Mesh,Note,False,"[0.000,1.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshFilter|MeshRenderer|MaterialPropertyBlockController|ConditionalMaterialSwitcher|CutoutEffect
BurstSliderNote(Clone),GameCore,None,0,Empty,Note,False,"[0.000,1.000,0.000]","[90.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|BurstSliderGameNoteController|BaseNoteVisuals|NoteMovement|NoteWaiting|NoteFloorMovement|NoteJump|CutoutAnimateEffect|ColorNoteVisuals|BurstSliderNoteDisappearingArrowController
BurstSliderHeadNote(Clone)/NoteCube/NoteCircleGlow,GameCore,BurstSliderHeadNote(Clone)/NoteCube,2,Mesh,Note,False,"[0.000,1.000,-0.253]","[0.000,0.000,0.000]","[0.500,0.500,0.500]",False,True,False,Transform|MeshFilter|MeshRenderer|MaterialPropertyBlockController
BurstSliderHeadNote(Clone)/NoteCube/NoteArrowGlow,GameCore,BurstSliderHeadNote(Clone)/NoteCube,2,Mesh,Note,False,"[0.000,1.104,-0.253]","[0.000,0.000,0.000]","[0.560,0.280,0.550]",False,True,False,Transform|MeshFilter|MeshRenderer|MaterialPropertyBlockController
BurstSliderHeadNote(Clone)/NoteCube/NoteArrow,GameCore,BurstSliderHeadNote(Clone)/NoteCube,2,Mesh,Note,False,"[0.000,1.108,-0.254]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshFilter|MeshRenderer|MaterialPropertyBlockController|ConditionalMaterialSwitcher|CutoutEffect
BurstSliderHeadNote(Clone)/NoteCube/SmallCuttable,GameCore,BurstSliderHeadNote(Clone)/NoteCube,2,Empty,Note,False,"[0.000,1.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,True,Transform|BoxCollider|BoxCuttableBySaber
BurstSliderHeadNote(Clone)/NoteCube/BigCuttable,GameCore,BurstSliderHeadNote(Clone)/NoteCube,2,Empty,Note,False,"[0.000,1.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,True,Transform|BoxCollider|BoxCuttableBySaber
BurstSliderHeadNote(Clone)/NoteCube,GameCore,BurstSliderHeadNote(Clone),1,Mesh,Note,False,"[0.000,1.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshFilter|MeshRenderer|MaterialPropertyBlockController|ConditionalMaterialSwitcher|CutoutEffect
BurstSliderHeadNote(Clone),GameCore,None,0,Empty,Note,False,"[0.000,1.000,0.000]","[90.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|GameNoteController|ColorNoteVisuals|BaseNoteVisuals|NoteMovement|NoteWaiting|NoteFloorMovement|NoteJump|CutoutAnimateEffect|DisappearingArrowController
NormalGameNote(Clone)/NoteCube/NoteCircleGlow,GameCore,NormalGameNote(Clone)/NoteCube,2,Mesh,Note,True,"[-0.300,0.250,32.605]","[0.000,0.000,0.000]","[0.500,0.500,0.500]",True,True,False,Transform|MeshFilter|MeshRenderer|MaterialPropertyBlockController
NormalGameNote(Clone)/NoteCube/NoteArrowGlow,GameCore,NormalGameNote(Clone)/NoteCube,2,Mesh,Note,True,"[-0.300,0.354,32.605]","[0.000,0.000,0.000]","[0.560,0.280,0.550]",True,True,False,Transform|MeshFilter|MeshRenderer|MaterialPropertyBlockController
NormalGameNote(Clone)/NoteCube/NoteArrow,GameCore,NormalGameNote(Clone)/NoteCube,2,Mesh,Note,True,"[-0.300,0.358,32.605]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|MeshFilter|MeshRenderer|MaterialPropertyBlockController|ConditionalMaterialSwitcher|CutoutEffect
NormalGameNote(Clone)/NoteCube/SmallCuttable,GameCore,NormalGameNote(Clone)/NoteCube,2,Empty,Note,True,"[-0.300,0.250,32.858]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,True,Transform|BoxCollider|BoxCuttableBySaber
NormalGameNote(Clone)/NoteCube/BigCuttable,GameCore,NormalGameNote(Clone)/NoteCube,2,Empty,Note,True,"[-0.300,0.250,32.858]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,True,Transform|BoxCollider|BoxCuttableBySaber|NoteBigCuttableColliderSize
NormalGameNote(Clone)/NoteCube,GameCore,NormalGameNote(Clone),1,Mesh,Note,True,"[-0.300,0.250,32.858]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|MeshFilter|MeshRenderer|MaterialPropertyBlockController|ConditionalMaterialSwitcher|CutoutEffect
NormalGameNote(Clone),GameCore,None,0,Empty,Note,True,"[-0.300,0.250,32.858]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform|GameNoteController|ColorNoteVisuals|BaseNoteVisuals|NoteMovement|NoteWaiting|NoteFloorMovement|NoteJump|CutoutAnimateEffect|DisappearingArrowController
Obstacle(Clone)/HideWrapper/ObstacleFrame,GameCore,Obstacle(Clone)/HideWrapper,2,Mesh,Obstacle,False,"[0.000,0.500,0.500]","[0.000,0.000,0.000]","[0.500,0.500,0.500]",True,True,False,Transform|MeshRenderer|MeshFilter|ParametricBoxFrameController|MaterialPropertyBlockController|CutoutEffect|ConditionalActivation
Obstacle(Clone)/HideWrapper/ObstacleFakeGlow,GameCore,Obstacle(Clone)/HideWrapper,2,Mesh,Default,False,"[0.000,0.500,0.500]","[0.000,0.000,0.000]","[0.505,0.505,0.505]",True,True,False,Transform|MeshFilter|MeshRenderer|MaterialPropertyBlockController|ParametricBoxFakeGlowController|ConditionalActivation|CutoutEffect
Obstacle(Clone)/HideWrapper,GameCore,Obstacle(Clone),1,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform
Obstacle(Clone)/ObstacleCore/DepthWrite,GameCore,Obstacle(Clone)/ObstacleCore,2,Mesh,DontShowInExternalMRCamera,False,"[0.000,0.500,0.500]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|MeshFilter|MeshRenderer|MaterialPropertyBlockController|CutoutEffect|GraphicSettingsConditionalActivator
Obstacle(Clone)/ObstacleCore/Collider,GameCore,Obstacle(Clone)/ObstacleCore,2,Empty,Obstacle,False,"[0.000,0.500,0.500]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,True,Transform|BoxCollider
Obstacle(Clone)/ObstacleCore,GameCore,Obstacle(Clone),1,Mesh,DontShowInExternalMRCamera,False,"[0.000,0.500,0.500]","[0.000,0.000,0.000]","[0.990,0.990,0.990]",True,True,False,Transform|MeshFilter|MeshRenderer|MaterialPropertyBlockController|CutoutEffect
Obstacle(Clone),GameCore,None,0,Empty,Obstacle,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|ObstacleController|CutoutAnimateEffect|ObstacleDissolve|StretchableObstacle|ObstacleMaterialSetter
BombNote(Clone)/Mesh,GameCore,BombNote(Clone),1,Mesh,Note,True,"[-0.900,0.250,35.560]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,True,True,Transform|MeshFilter|MeshRenderer|SphereCollider|SphereCuttableBySaber|ConditionalMaterialSwitcher
BombNote(Clone),GameCore,None,0,Empty,Note,True,"[-0.900,0.250,35.560]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform|BombNoteController|BaseNoteVisuals|NoteMovement|NoteWaiting|NoteFloorMovement|NoteJump|CutoutAnimateEffect|MaterialPropertyBlockController|CutoutEffect
PlayerHeightDetector(Clone),GameCore,None,0,Empty,Default,True,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|PlayerHeightDetector
