ObjectName,"ObjectType (from static file, if available)",StartFrame,EndFrame,StartPosition,EndPosition,AvgSpeed,VisibilityRatio,SizeChange,RelativeSize,PathSummary
NormalGameNote(Clone)/NoteCube/NoteArrow,Mesh,19,21,"[-0.3,0.358,32.605]","[0.0,1.108,-0.254]",0.0,1.0,stable,tiny,"Overall: moves quickly along a long, primarily horizontal path with moderate vertical variation. Phases: ascends and moves across the scene; remains nearly still."
NormalGameNote(Clone)/NoteCube/NoteCircleGlow,Mesh,19,21,"[-0.3,0.25,32.605]","[0.0,1.0,-0.253]",0.0,0.13333333333333333,shrink,small,"Overall: moves quickly along a long, primarily horizontal path with moderate vertical variation. Phases: ascends and moves across the scene; remains nearly still."
ObstacleSaberSparkleEffect/SparklePS,,19,21,"[0.0,0.0,0.0]","[0.181,1.1,1.075]",0.7743361673071975,0.0,unknown,unknown,"Overall: moves quickly along a moderate, multi-directional path with moderate vertical variation. Phases: ascends and moves across the scene; remains nearly still."
ObstacleSaberSparkleEffect,,19,21,"[0.0,0.0,0.0]","[0.181,1.1,1.075]",0.7743361673071975,0.0,unknown,unknown,"Overall: moves quickly along a moderate, multi-directional path with moderate vertical variation. Phases: ascends and moves across the scene; remains nearly still."
ObstacleSaberSparkleEffect/BurnPS,,19,21,"[0.0,0.0,0.001]","[0.181,1.099,1.075]",0.7736339573726065,0.0,unknown,unknown,"Overall: moves quickly along a moderate, multi-directional path with moderate vertical variation. Phases: ascends and moves across the scene; remains nearly still."
NormalGameNote(Clone)/NoteCube/NoteArrowGlow,Mesh,19,21,"[-0.3,0.354,32.605]","[0.0,1.104,-0.253]",0.0,0.13333333333333333,shrink,tiny,"Overall: moves quickly along a long, primarily horizontal path with moderate vertical variation. Phases: ascends and moves across the scene; remains nearly still."
Obstacle(Clone)/ObstacleCore/DepthWrite,Mesh,19,21,"[0.0,0.5,0.5]","[0.0,0.5,0.5]",0.0,1.0,stable,huge,"Overall: moves quickly along a long, primarily vertical path with moderate vertical variation. Phases: remains nearly still."
Obstacle(Clone)/ObstacleCore/Collider,Empty,19,21,"[0.0,0.5,0.5]","[0.0,0.5,0.5]",0.0,0.013333333333333334,unknown,huge,"Overall: moves quickly along a long, primarily vertical path with moderate vertical variation. Phases: remains nearly still."
Obstacle(Clone)/ObstacleCore,Mesh,19,21,"[0.0,0.5,0.5]","[0.0,0.5,0.5]",0.0,1.0,stable,huge,"Overall: moves quickly along a long, primarily vertical path with moderate vertical variation. Phases: remains nearly still."
Obstacle(Clone)/HideWrapper/ObstacleFrame,Mesh,19,21,"[0.0,0.5,0.5]","[0.0,0.5,0.5]",0.0,1.0,stable,huge,"Overall: moves quickly along a long, primarily vertical path with moderate vertical variation. Phases: remains nearly still."
Obstacle(Clone)/HideWrapper/ObstacleFakeGlow,Mesh,19,21,"[0.0,0.5,0.5]","[0.0,0.5,0.5]",0.0,1.0,stable,huge,"Overall: moves quickly along a long, primarily vertical path with moderate vertical variation. Phases: remains nearly still."
NoteDebrisHD(Clone)/NoteDebrisMesh,Mesh,19,21,"[0.0,1.0,0.0]","[0.0,1.0,0.0]",0.0,1.0,stable,small,"Overall: moves quickly along a long, primarily vertical path with large vertical variation. Phases: remains nearly still; descends and moves across the scene; ascends and moves across the scene."
BeatEffect(Clone)/SpriteV,Empty,19,21,"[17.0,0.02,7.779]","[17.0,0.02,7.779]",0.0,0.8888888888888888,stable,medium,"Overall: moves quickly along a long, primarily vertical path with flat vertical variation. Phases: remains nearly still; moves across the scene."
BurstSliderNote(Clone)/NoteCube,Mesh,19,21,"[0.0,1.0,0.0]","[0.0,1.0,0.0]",0.0,1.0,stable,tiny,Overall: remains mostly stationary with minimal displacement. Phases: remains nearly still.
GameCore/GrabPassTexture1,Mesh,18,21,"[0.0,0.0,0.0]","[0.0,0.0,0.0]",0.0,0.75,unknown,huge,Overall: remains mostly stationary with minimal displacement. Phases: remains nearly still.
GameCore/BloomSkyboxQuad,Mesh,18,21,"[0.0,0.0,0.0]","[0.0,0.0,0.0]",0.0,0.75,unknown,huge,Overall: remains mostly stationary with minimal displacement. Phases: remains nearly still.
FlyingSpriteEffect(Clone),Empty,19,21,"[0.0,0.59,2.327]","[0.0,0.59,2.327]",0.0,1.0,stable,large,"Overall: moves quickly along a long, primarily vertical path with moderate vertical variation. Phases: remains nearly still; ascends and moves across the scene; descends and moves across the scene."
FlyingScoreEffect(Clone)/Line,Empty,19,21,"[0.0,-0.298,6.532]","[0.0,-0.298,6.532]",0.0,1.0,stable,tiny,"Overall: moves slowly along a long, primarily vertical path with flat vertical variation. Phases: remains nearly still."
CubeNoteSliceDebrisHD(Clone)/NoteDebrisMesh,Mesh,19,21,"[0.0,1.0,0.0]","[0.0,1.0,0.0]",0.0,1.0,stable,tiny,Overall: remains mostly stationary with minimal displacement. Phases: remains nearly still.
CubeNoteHalfDebrisHD(Clone)/NoteDebrisMesh,Mesh,19,21,"[0.0,1.0,0.0]","[0.0,1.0,0.0]",0.0,1.0,stable,small,Overall: remains mostly stationary with minimal displacement. Phases: remains nearly still.
BeatLine(Clone)/Light/BoxLight,Mesh,19,21,"[0.0,0.0,0.0]","[0.0,0.0,0.0]",0.0,1.0,stable,medium,Overall: remains mostly stationary with minimal displacement. Phases: remains nearly still.
BurstSliderHeadNote(Clone)/NoteCube/NoteArrow,Mesh,19,21,"[0.0,1.108,-0.254]","[0.0,1.108,-0.254]",0.0,1.0,stable,tiny,Overall: remains mostly stationary with minimal displacement. Phases: remains nearly still.
BurstSliderHeadNote(Clone)/NoteCube,Mesh,19,21,"[0.0,1.0,0.0]","[0.0,1.0,0.0]",0.0,1.0,stable,small,Overall: remains mostly stationary with minimal displacement. Phases: remains nearly still.
BurnPS(Clone),Empty,19,21,"[0.0,0.0,0.0]","[0.0,0.0,0.0]",0.0,1.0,stable,tiny,Overall: remains mostly stationary with minimal displacement. Phases: remains nearly still.
SaberTrailRenderer(Clone),Mesh,19,21,"[0.0,0.0,0.0]","[0.0,0.0,0.0]",0.0,1.0,stable,huge,Overall: remains mostly stationary with minimal displacement. Phases: remains nearly still.
