ObjectName,"ObjectType (from static file, if available)",StartFrame,EndFrame,StartPosition,EndPosition,AvgSpeed,VisibilityRatio,SizeChange,RelativeSize,PathSummary
zoneDESERT/SandSea/Pillars/cliffDesert19 (2),Mesh,8,12,"[574.2,988.7,355.5]","[-270.5,988.7,43.8]",450.1874554005254,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 19035.85 world units, moving level and forward and to the left. Its horizontal displacement from start to end is about 900.37 units."
zoneDESERT/SandSea/Pillars/cliffDesert19 (12),Mesh,8,12,"[-507.75,949.1,273.4]","[344.6,949.1,118.25]",433.17780558334243,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 18316.61 world units, moving level and forward and to the right. Its horizontal displacement from start to end is about 866.36 units."
zoneDESERT/SandSea/Pillars/cliffDesert19 (6),Mesh,8,12,"[280.3,993.0,974.2]","[348.2,993.0,337.7]",320.05572171107957,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 13533.32 world units, moving level and forward and to the right. Its horizontal displacement from start to end is about 640.11 units."
zoneVALLEY/cellValley_RaceTrack2/Sector/Mountains/mtnBluffQuar01 (1)/mountaintop,Mesh,8,12,"[-236.612,23.805,-1085.647]","[-92.69,39.481,-830.408]",293.4386242146728,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 3043.86 world units, moving upward and backward and to the right. It spans about 15.68 units vertically. Its horizontal displacement from start to end is about 293.02 units."
zoneVALLEY/cellValley_RaceTrack2/Sector/Mountains/mtnBluffQuar01 (2)/mountaintop,Mesh,8,12,"[-111.5,40.0,-812.0]","[-284.5,37.461,-1014.0]",265.9688826178732,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 2662.73 world units, moving downward and forward and to the left. It spans about 2.54 units vertically. Its horizontal displacement from start to end is about 265.96 units."
zoneMOCHI/cellVALLEY_MochiEstate/Sector/Mountains/mtnSpireQuar03 (6)/mountaintop,Mesh,8,12,"[346.8,52.111,-950.42]","[198.38,46.082,-735.8]",261.0107079048674,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 2349.10 world units, moving downward and backward and to the left. It spans about 6.03 units vertically. Its horizontal displacement from start to end is about 260.94 units."
cratePinkParty(Clone)/partyBoxRibbon,Mesh,9,12,"[-189.139,7.48,765.642]","[116.75,17.406,352.01]",1078.8570384324728,1.0,stable,tiny,"The object moves quickly along a primarily horizontal path. It travels roughly 41956.99 world units, moving upward and forward and to the right. It spans about 33.83 units vertically. Its horizontal displacement from start to end is about 514.45 units."
cratePinkParty(Clone),PhysicsBody,9,12,"[-189.139,7.48,765.642]","[116.75,17.406,352.01]",1078.8570384324728,1.0,stable,tiny,"The object moves quickly along a primarily horizontal path. It travels roughly 41956.99 world units, moving upward and forward and to the right. It spans about 33.83 units vertically. Its horizontal displacement from start to end is about 514.45 units."
zoneVALLEY/cellValley_RaceTrack2/Sector/Mountains/mtnBluffQuar01/mountaintop,Mesh,8,12,"[-67.75,40.0,-849.918]","[-280.74,24.75,-908.52]",221.43056926269236,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 3091.21 world units, moving downward and forward and to the left. It spans about 15.25 units vertically. Its horizontal displacement from start to end is about 220.90 units."
zoneVALLEY/cellValley_RaceTrack2/Sector/Cliffs/valley_rockPillar01 (2),Mesh,8,12,"[-130.68,18.1,-839.51]","[-214.82,8.761,-1042.248]",219.70310231082314,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 1977.33 world units, moving downward and forward and to the left. It spans about 9.34 units vertically. Its horizontal displacement from start to end is about 219.50 units."
zoneVALLEY/cellValley_RaceTrack2/Sector/Cliffs/valley_rockPillar01 (1),Mesh,8,12,"[-148.98,-0.797,-834.82]","[-229.06,11.221,-1019.288]",201.45888351720802,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 1813.13 world units, moving upward and forward and to the left. It spans about 12.02 units vertically. Its horizontal displacement from start to end is about 201.10 units."
zoneQUARRY/cellQuarry_AshIsle/Sector/Mountains/mtnBluffQuar02 (2)/mountaintop,Mesh,8,12,"[422.1,43.234,744.2]","[285.5,-6.6,613.8]",195.31294774284686,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 1757.82 world units, moving downward and forward and to the left. It spans about 49.83 units vertically. Its horizontal displacement from start to end is about 188.85 units."
zoneMOSS/cellMoss_Archipelago/Sector/Solid Filler/areaCrag02/areaCragChunk02,Mesh,8,12,"[-423.085,3.13,904.397]","[-363.456,6.17,723.129]",190.84796845919007,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 1717.63 world units, moving upward and forward and to the right. It spans about 3.04 units vertically. Its horizontal displacement from start to end is about 190.82 units."
zoneMOSS/cellMoss_Archipelago/Sector/Solid Filler/areaCrag02/areaCragChunk03,Mesh,8,12,"[-420.464,2.344,904.101]","[-365.978,5.384,723.899]",188.28363338325505,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 1694.55 world units, moving upward and forward and to the right. It spans about 3.04 units vertically. Its horizontal displacement from start to end is about 188.26 units."
zoneMOSS/cellMoss_Archipelago/Sector/Solid Filler/areaCrag02/areaCragChunk01,Mesh,8,12,"[-421.648,4.024,903.585]","[-364.72,7.064,724.19]",188.2355035826132,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 1694.12 world units, moving upward and forward and to the right. It spans about 3.04 units vertically. Its horizontal displacement from start to end is about 188.21 units."
zoneMOSS/cellMoss_Archipelago/Sector/Solid Filler/areaCrag02/areaCragChunk05,Mesh,8,12,"[-423.398,2.362,902.545]","[-362.809,5.402,724.892]",187.7254828998982,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 1689.53 world units, moving upward and forward and to the right. It spans about 3.04 units vertically. Its horizontal displacement from start to end is about 187.70 units."
zoneMOSS/cellMoss_Archipelago/Sector/Build Sites/siteGadget/siteBase/Light Column,Mesh,8,12,"[-379.65,-4.34,703.15]","[-345.873,-6.971,886.53]",186.4833297911639,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 1678.35 world units, moving downward and backward and to the right. It spans about 2.63 units vertically. Its horizontal displacement from start to end is about 186.46 units."
zoneMOSS/cellMoss_Archipelago/Sector/Solid Filler/areaCrag02/areaCragChunk04,Mesh,8,12,"[-421.15,1.828,902.438]","[-365.0,4.868,725.408]",185.74629202220967,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 1671.72 world units, moving upward and forward and to the right. It spans about 3.04 units vertically. Its horizontal displacement from start to end is about 185.72 units."
zoneVALLEY/cellValley_RaceTrack2/Sector/Flora/valley_tree03 (1),Mesh,8,12,"[-223.667,16.93,-863.849]","[-119.351,18.44,-1015.456]",184.0347532532918,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 1656.31 world units, moving upward and forward and to the right. It spans about 1.51 units vertically. Its horizontal displacement from start to end is about 184.03 units."
zoneVALLEY/cellValley_RaceTrack2/Sector/Flora/valley_tree03 (1)/LOD2,Mesh,8,12,"[-223.667,16.93,-863.849]","[-119.351,18.44,-1015.456]",184.0347532532918,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 1656.31 world units, moving upward and forward and to the right. It spans about 1.51 units vertically. Its horizontal displacement from start to end is about 184.03 units."
zoneVALLEY/cellValley_RaceTrack2/Sector/Flora/valley_tree03 (1)/LOD1,Mesh,8,12,"[-223.667,16.93,-863.849]","[-119.351,18.44,-1015.456]",184.0347532532918,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 1656.31 world units, moving upward and forward and to the right. It spans about 1.51 units vertically. Its horizontal displacement from start to end is about 184.03 units."
zoneVALLEY/cellValley_RaceTrack2/Sector/Cliffs/valley_rockLip01,Mesh,8,12,"[-279.46,18.63,-852.24]","[-228.147,6.36,-1019.964]",175.82638324494994,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 1756.07 world units, moving downward and forward and to the right. It spans about 12.27 units vertically. Its horizontal displacement from start to end is about 175.40 units."
zoneVALLEY/cellValley_RaceTrack2/Sector/Flora/valley_tree02 (1)/LOD1,Mesh,8,12,"[-220.16,30.35,-812.19]","[-193.11,6.59,-984.27]",175.80604796195144,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 1587.24 world units, moving downward and forward and to the right. It spans about 23.76 units vertically. Its horizontal displacement from start to end is about 174.19 units."
zoneRUINSTransition/cellReef_RuinsGardenOfTranquility/Sector/Mountains/mtnSpireMoss04 (2)/mountaintop,Mesh,8,12,"[-51.1,47.3,491.1]","[112.811,41.0,430.1]",175.0071596278278,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 1575.06 world units, moving downward and forward and to the right. It spans about 6.30 units vertically. Its horizontal displacement from start to end is about 174.89 units."
zoneDESERT/cellDesert_ScorchedPlainsNorthEast/Sector/Cliffs/glassShard03,Mesh,8,12,"[74.195,1030.937,569.59]","[195.09,1091.79,679.35]",174.25827450654964,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 1568.32 world units, moving upward and backward and to the right. It spans about 60.85 units vertically. Its horizontal displacement from start to end is about 163.29 units."
zoneQUARRY/cellQuarry_AshIsle/Sector/Solid Filler/rockCrag02,Mesh,8,12,"[500.61,6.208,729.47]","[358.76,-1.836,643.29]",166.17196164214954,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 1495.55 world units, moving downward and forward and to the left. It spans about 8.04 units vertically. Its horizontal displacement from start to end is about 165.98 units."
zoneVALLEY/cellValley_RaceTrack2/Sector/Solid Filler/valley_mtnBase04,Mesh,8,12,"[-273.42,17.93,-856.3]","[-142.944,9.18,-958.61]",166.03579486363782,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 2141.93 world units, moving downward and forward and to the right. It spans about 9.05 units vertically. Its horizontal displacement from start to end is about 165.81 units."
zoneVALLEY/cellValley_RaceTrack2/Sector/Main Nav/areaRamp01,Mesh,8,12,"[-253.55,14.861,-908.299]","[-94.74,17.721,-860.418]",165.89570778353487,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 1493.06 world units, moving upward and backward and to the right. It spans about 2.86 units vertically. Its horizontal displacement from start to end is about 165.87 units."
zoneDESERT/cellDesert_RuinsEnd/Sector/Solid Filler/ruinDesertPlanter01,Mesh,8,12,"[-121.76,1035.95,38.2]","[35.4,1002.415,63.13]",162.62031461351933,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 1463.58 world units, moving downward and backward and to the right. It spans about 33.54 units vertically. Its horizontal displacement from start to end is about 159.13 units."
zoneSEA/cellSea_Vault001/Sector/Flora/mossDrape05 (1)/drapeMoss02,Mesh,8,12,"[817.67,32.85,106.57]","[972.97,12.73,68.56]",161.14485564236924,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 1450.30 world units, moving downward and forward and to the right. It spans about 20.12 units vertically. Its horizontal displacement from start to end is about 159.88 units."
zoneMOSS/cellMoss_Archipelago/Sector/Constructs/woodBridgeBroke02,Mesh,8,12,"[-378.74,-3.49,730.8]","[-400.96,-3.95,890.14]",160.8824900354293,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 1447.94 world units, moving downward and backward and to the left. Its horizontal displacement from start to end is about 160.88 units."
zoneVALLEY/cellValley_RaceTrack1/Sector/Solid Filler/valley_rockLip02 (2),Mesh,8,12,"[-710.243,16.262,-928.21]","[-689.22,23.94,-768.92]",160.85466208040108,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 1447.69 world units, moving upward and backward and to the right. It spans about 7.68 units vertically. Its horizontal displacement from start to end is about 160.67 units."
zoneVALLEY/cellValley_RaceTrack1/Sector/Mountains/mtnBluffQuar02/mountaintop,Mesh,8,12,"[-683.08,32.72,-971.71]","[-703.05,30.241,-814.479]",158.51351267951887,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 1426.62 world units, moving downward and backward and to the left. It spans about 2.48 units vertically. Its horizontal displacement from start to end is about 158.49 units."
zoneVALLEY/cellValley_RaceTrack1/Sector/Solid Filler/valley_rockLip02 (1),Mesh,8,12,"[-628.88,18.45,-775.3]","[-686.16,12.62,-922.75]",158.2924186434714,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 1424.63 world units, moving downward and forward and to the left. It spans about 5.83 units vertically. Its horizontal displacement from start to end is about 158.19 units."
zoneVALLEY/cellValley_RaceTrack2/Sector/Solid Filler/valley_ramp04,Mesh,8,12,"[-118.32,8.76,-845.738]","[-243.904,10.43,-941.51]",157.94431278143568,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 1499.83 world units, moving upward and forward and to the left. It spans about 3.58 units vertically. Its horizontal displacement from start to end is about 157.94 units."
zoneVALLEY/cellValley_RaceTrack2/Sector/Main Nav/valley_platform01 (1),Mesh,8,12,"[-225.25,24.317,-1006.06]","[-241.4,16.651,-849.548]",157.52966768199565,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 1565.84 world units, moving downward and backward and to the left. It spans about 8.80 units vertically. Its horizontal displacement from start to end is about 157.34 units."
zoneREEF/cellReef_RingIsland/Sector/Rocks/rockCrag01 (29),Mesh,8,12,"[-634.117,-8.67,-236.752]","[-530.087,-4.74,-119.222]",157.00632694257897,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 1413.06 world units, moving upward and backward and to the right. It spans about 3.93 units vertically. Its horizontal displacement from start to end is about 156.96 units."
zoneVALLEY/cellValley_RaceTrack2/Sector/Grass/grassValleyColony02 (2)/grassThinColony02_LOD2,Mesh,8,12,"[-151.585,19.051,-1036.94]","[-247.12,16.199,-859.9]",201.1920270015689,1.0,stable,large,"The object moves quickly along a primarily horizontal path. It travels roughly 1945.35 world units, moving downward and backward and to the left. It spans about 7.96 units vertically. Its horizontal displacement from start to end is about 201.17 units."
zoneVALLEY/cellValley_RaceTrack1/Sector/Solid Filler/valley_rockLip02,Mesh,8,12,"[-664.5,23.571,-764.949]","[-673.66,11.88,-920.68]",156.43762156847055,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 1407.94 world units, moving downward and forward and to the left. It spans about 11.69 units vertically. Its horizontal displacement from start to end is about 156.00 units."
zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony02 (3)/grassThinColony02_LOD3,Mesh,8,12,"[-607.851,19.641,-909.256]","[-771.692,21.388,-795.995]",199.1857911875242,1.0,stable,large,"The object moves quickly along a primarily horizontal path. It travels roughly 1792.67 world units, moving upward and backward and to the left. It spans about 1.75 units vertically. Its horizontal displacement from start to end is about 199.18 units."
zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony02 (3)/grassThinColony02_LOD1,Mesh,8,12,"[-607.851,19.641,-909.256]","[-771.692,21.388,-795.995]",199.1857911875242,1.0,stable,large,"The object moves quickly along a primarily horizontal path. It travels roughly 1792.67 world units, moving upward and backward and to the left. It spans about 1.75 units vertically. Its horizontal displacement from start to end is about 199.18 units."
zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony02 (3)/grassThinColony02_LOD0,Mesh,8,12,"[-607.851,19.641,-909.256]","[-771.692,21.388,-795.995]",199.1857911875242,1.0,stable,large,"The object moves quickly along a primarily horizontal path. It travels roughly 1792.67 world units, moving upward and backward and to the left. It spans about 1.75 units vertically. Its horizontal displacement from start to end is about 199.18 units."
zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony02 (3)/grassThinColony02_LOD2,Mesh,8,12,"[-771.692,21.388,-795.995]","[-607.851,19.641,-909.256]",199.1857911875242,1.0,stable,large,"The object moves quickly along a primarily horizontal path. It travels roughly 1792.67 world units, moving downward and forward and to the right. It spans about 1.75 units vertically. Its horizontal displacement from start to end is about 199.18 units."
zoneVALLEY/cellValley_RaceTrack1/Sector/Solid Filler/valley_rockLip01,Mesh,8,12,"[-751.03,10.78,-944.8]","[-719.976,21.31,-794.014]",154.31023819565564,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 1388.79 world units, moving upward and backward and to the right. It spans about 10.53 units vertically. Its horizontal displacement from start to end is about 153.95 units."
zoneREEF/cellReef_RingIsland/Sector/Rocks/rockCrag01 (30),Mesh,8,12,"[-633.567,-9.76,-228.082]","[-524.187,-9.2,-119.552]",154.08782852646084,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 1386.79 world units, moving upward and backward and to the right. It spans about 0.56 units vertically. Its horizontal displacement from start to end is about 154.09 units."
zoneDESERT/cellDesert_SilentSentinels/Sector/Cliffs/cliffDesert15,Mesh,8,12,"[39.043,1022.645,397.577]","[-82.09,1024.598,492.138]",153.68409357835313,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 1383.16 world units, moving upward and backward and to the left. It spans about 1.95 units vertically. Its horizontal displacement from start to end is about 153.67 units."
zoneMOSS/cellMoss_Forest/Sector/Cliffs/cliffWallMoss01 (1),Mesh,8,12,"[-304.966,0.3,336.728]","[-286.06,0.3,489.16]",153.59997220051835,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 1382.40 world units, moving level and backward and to the right. Its horizontal displacement from start to end is about 153.60 units."
zoneDESERT/cellDesert_ScorchedPlainsNorthEast/Sector/Cliffs/glassShard04,Mesh,8,12,"[184.52,1080.08,680.89]","[92.716,1027.962,569.387]",153.54862210062325,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 1381.94 world units, moving downward and forward and to the left. It spans about 52.12 units vertically. Its horizontal displacement from start to end is about 144.43 units."
zoneREEF/cellReef_RingIsland/Sector/Rocks/rockCrag01 (27),Mesh,8,12,"[-633.567,-0.97,-227.452]","[-521.897,-4.34,-122.392]",153.35954290490042,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 1380.24 world units, moving downward and backward and to the right. It spans about 3.37 units vertically. Its horizontal displacement from start to end is about 153.32 units."
zoneMOSS/cellMoss_Coast/Sector/Build Sites/siteGadget/siteBase/Light Column,Mesh,8,12,"[-384.2,4.438,618.0]","[-520.476,-0.6,548.634]",152.99729270807376,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 1439.20 world units, moving downward and forward and to the left. It spans about 5.04 units vertically. Its horizontal displacement from start to end is about 152.91 units."
zoneVALLEY/cellValley_RaceTrack1/Sector/Deco/valley_ore_pebbles_02,Mesh,8,12,"[-627.71,24.781,-893.689]","[-749.132,33.78,-803.98]",151.23487946237788,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 1361.11 world units, moving upward and backward and to the left. It spans about 9.00 units vertically. Its horizontal displacement from start to end is about 150.97 units."
zoneMOSS/cellMoss_Forest/Sector/Cliffs/cliffWallMoss01 (2),Mesh,8,12,"[-262.82,0.3,488.72]","[-323.006,0.3,351.208]",150.10631145957854,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 1350.96 world units, moving level and forward and to the left. Its horizontal displacement from start to end is about 150.11 units."
zoneQUARRY/cellQuarry_CrystalVolcano/Sector/Mountains/mtnBluffQuar02 (3)/mountaintop,Mesh,8,12,"[445.6,7.234,276.73]","[462.1,47.3,133.1]",150.02370231400107,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 1350.21 world units, moving upward and forward and to the right. It spans about 40.07 units vertically. Its horizontal displacement from start to end is about 144.57 units."
zoneVALLEY/cellValley_RaceTrack1/Sector/Flora/valley_tree05,Mesh,8,12,"[-668.37,10.4,-911.76]","[-655.42,21.51,-762.99]",149.74527538456763,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 1682.22 world units, moving upward and backward and to the right. It spans about 11.11 units vertically. Its horizontal displacement from start to end is about 149.33 units."
zoneVALLEY/cellValley_RaceTrack2/Sector/Main Nav/valley_mtnBase04 (1),Mesh,8,12,"[-102.37,11.261,-871.84]","[-174.88,9.77,-1002.148]",149.13114377956066,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 1342.18 world units, moving downward and forward and to the left. It spans about 1.49 units vertically. Its horizontal displacement from start to end is about 149.12 units."
zoneVALLEY/cellValley_RaceTrack2/Sector/Solid Filler/valley_ramp03,Mesh,8,12,"[-264.45,10.311,-947.028]","[-136.88,6.69,-1024.128]",149.10273820758619,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 1341.92 world units, moving downward and forward and to the right. It spans about 3.62 units vertically. Its horizontal displacement from start to end is about 149.06 units."
zoneMOSS/cellMoss_Archipelago/Sector/Solid Filler/cliffWallMoss01 (1),Mesh,8,12,"[-436.69,-4.57,888.48]","[-380.86,-5.62,750.7]",148.6654627006555,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 2032.36 world units, moving downward and forward and to the right. It spans about 4.84 units vertically. Its horizontal displacement from start to end is about 148.66 units."
zoneRANCH/cellRanch_Docks/Sector/Cliffs/areaCrag03/areaCragChunk05,Mesh,8,12,"[-161.563,5.404,-376.927]","[-54.258,18.889,-275.104]",148.53999992931196,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 1336.86 world units, moving upward and backward and to the right. It spans about 13.48 units vertically. Its horizontal displacement from start to end is about 147.93 units."
zoneRANCH/cellRanch_Docks/Sector/Cliffs/areaCrag03/areaCragChunk03,Mesh,8,12,"[-156.977,7.975,-378.02]","[-56.55,20.572,-271.188]",147.1643399808527,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 1324.48 world units, moving upward and backward and to the right. It spans about 12.60 units vertically. Its horizontal displacement from start to end is about 146.62 units."
zoneDESERT/cellDesert_SilentSentinels/Sector/Cliffs/cliffDesert18,Mesh,8,12,"[-86.214,1024.902,369.383]","[-77.358,1021.953,515.661]",146.5755048464783,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 1319.18 world units, moving downward and backward and to the right. It spans about 2.95 units vertically. Its horizontal displacement from start to end is about 146.55 units."
zoneREEF/cellReef_RingIsland/Sector/Build Sites/siteGadget/siteBase/Light Column,Mesh,8,12,"[-605.926,0.739,-235.082]","[-510.837,-4.39,-124.922]",145.6140452085581,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 1310.53 world units, moving downward and backward and to the right. It spans about 5.13 units vertically. Its horizontal displacement from start to end is about 145.52 units."
zoneMOSS/cellMoss_Forest/Sector/Cliffs/cliffWallMoss01 (3),Mesh,8,12,"[-281.33,0.3,338.85]","[-253.526,0.23,481.118]",144.95948102832043,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 1304.64 world units, moving level and backward and to the right. Its horizontal displacement from start to end is about 144.96 units."
zoneDESERT/cellDesert_ScorchedPlainsNorthEast/Sector/Solid Filler/glassShard01,Mesh,8,12,"[54.347,1037.49,573.321]","[76.27,1056.17,713.752]",143.35419802014863,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 1290.19 world units, moving upward and backward and to the right. It spans about 18.68 units vertically. Its horizontal displacement from start to end is about 142.13 units."
zoneVALLEY/cellValley_RaceTrack2/Sector/Deco/valley_ore_pebbles_02,Mesh,8,12,"[-176.7,23.491,-814.008]","[-205.91,32.142,-994.93]",183.4688910551322,1.0,stable,large,"The object moves quickly along a primarily horizontal path. It travels roughly 1651.22 world units, moving upward and forward and to the left. It spans about 8.65 units vertically. Its horizontal displacement from start to end is about 183.26 units."
zoneSEA/cellSea_Vault001/Sector/Flora/mossDrape02/drapeMoss01,Mesh,8,12,"[820.64,30.463,95.819]","[954.789,12.5,140.841]",142.63801756193894,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 1283.74 world units, moving downward and backward and to the right. It spans about 17.96 units vertically. Its horizontal displacement from start to end is about 141.50 units."
zoneWILDS/cellWilds_SeaTeeth/Sector/Flora/desert_tree03/trunk/Leaves,Mesh,8,12,"[-871.32,20.011,598.794]","[-831.077,12.025,735.124]",142.3697444859687,1.0,stable,huge,"The object moves quickly along a primarily horizontal path. It travels roughly 1281.33 world units, moving downward and backward and to the right. It spans about 7.99 units vertically. Its horizontal displacement from start to end is about 142.15 units."
