ObjectName (Name of the Object),ObjectCategory (Potential Object Type),StartFrame (Frame where the object first appears),EndFrame (Frame where the object last appears),"StartPosition [x,y,z] at first valid position","EndPosition [x,y,z] at last valid position","PathLength (Sum of all displacements, added stepwise with abs value)",NetDisplacement (Vector value of end position - start position),AvgSpeed (Mean step speed over valid steps),VisibilityRatio (Percentage of frames where the object is visible),"SizeChange (Change in perceived size of the object, can be due to camera movement)",RelativeSize (Compared to other objects in the game),"MotionPhases (Symbolic phase sequence, e.g. STILL_LOW;ASCEND_MID)",PhaseTimeline (Motion phases with approximate relative durations),PathTrace (Downsampled key positions along the trajectory),MaxSpeedEvent (Notable peak speed moment),LargestVerticalChangeEvent (Notable vertical excursion),DistBand (Categorical range of total distance covered: none/short/medium/long),SpeedBand (Categorical range of average movement speed: none/slow/medium/fast),VertBand (Categorical range of vertical displacement: none/flat/moderate/large),"PathSummary (Short, deterministic natural-language description from core stats)",SemanticRole (Heuristic high-level role: Player/Enemy/Projectile/etc.),InteractionSummary (Close-approach / touch events with other objects),"NarrativeSummary (Compact narrative description using motion, phases & interactions)"
zoneVALLEY/cellValley_RaceTrack2/Sector/Solid Filler/valley_mtnBase04,Mesh,8,12,"[-273.42,17.93,-856.3]","[-142.944,9.18,-958.61]",664.1431794545513,166.03579486363782,166.03579486363782,1.0,stable,huge,HORIZ_MID,HORIZ_MID:1.00,"f8:[-273.420,17.930,-856.300];f8:[-189.288,8.876,-1039.801];f8:[-142.944,9.180,-958.610];f9:[-273.420,17.930,-856.300];f9:[-142.944,9.180,-958.610];f10:[-273.420,17.930,-856.300];f10:[-189.288,8.876,-1039.801];f10:[-142.944,9.180,-958.610];f11:[-189.288,8.876,-1039.801];f11:[-142.944,9.180,-958.610];f12:[-273.420,17.930,-856.300];f12:[-142.944,9.180,-958.610]",Peak speed ~166.036 between frames 8-9.,Vertical span from 8.876 (f8) to 17.930 (f8).,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a mid-height region.,DynamicObject,,"As a DynamicObject, this object travels quickly over a long distance with some vertical variation. Its motion phases over time: HORIZ_MID:1.00. Key positions along its path: f8:[-273.420,17.930,-856.300];f8:[-189.288,8.876,-1039.801];f8:[-142.944,9.180,-958.610];f9:[-273.420,17.930,-856.300];f9:[-142.944,9.180,-958.610];f10:[-273.420,17.930,-856.300];f10:[-189.288,8.876,-1039.801];f10:[-142.944,9.180,-958.610];f11:[-189.288,8.876,-1039.801];f11:[-142.944,9.180,-958.610];f12:[-273.420,17.930,-856.300];f12:[-142.944,9.180,-958.610]. Notable moments: Peak speed ~166.036 between frames 8-9. Vertical span from 8.876 (f8) to 17.930 (f8)."
zoneVALLEY/cellValley_RaceTrack2/Sector/Main Nav/areaRamp01,Mesh,8,12,"[-253.55,14.861,-908.299]","[-94.74,17.721,-860.418]",663.5828311341395,165.89570778353487,165.89570778353487,1.0,stable,huge,HORIZ_MID,HORIZ_MID:1.00,"f8:[-253.550,14.861,-908.299];f8:[-94.740,17.721,-860.418];f9:[-253.550,14.861,-908.299];f9:[-94.740,17.721,-860.418];f10:[-253.550,14.861,-908.299];f10:[-94.740,17.721,-860.418];f11:[-253.550,14.861,-908.299];f11:[-94.740,17.721,-860.418];f12:[-253.550,14.861,-908.299];f12:[-94.740,17.721,-860.418]",Peak speed ~165.896 between frames 8-9.,Vertical span from 14.861 (f8) to 17.721 (f8).,long,fast,flat,Overall: moves quickly over a long distance with almost no vertical change. Phases: moves across the scene in a mid-height region.,DynamicObject,,"As a DynamicObject, this object travels quickly over a long distance with almost no vertical change. Its motion phases over time: HORIZ_MID:1.00. Key positions along its path: f8:[-253.550,14.861,-908.299];f8:[-94.740,17.721,-860.418];f9:[-253.550,14.861,-908.299];f9:[-94.740,17.721,-860.418];f10:[-253.550,14.861,-908.299];f10:[-94.740,17.721,-860.418];f11:[-253.550,14.861,-908.299];f11:[-94.740,17.721,-860.418];f12:[-253.550,14.861,-908.299];f12:[-94.740,17.721,-860.418]. Notable moments: Peak speed ~165.896 between frames 8-9. Vertical span from 14.861 (f8) to 17.721 (f8)."
zoneDESERT/cellDesert_RuinsEnd/Sector/Solid Filler/ruinDesertPlanter01,Mesh,8,12,"[-121.76,1035.95,38.2]","[35.4,1002.415,63.13]",650.4812584540773,162.62031461351933,162.62031461351933,1.0,stable,huge,HORIZ_HIGH,HORIZ_HIGH:1.00,"f8:[-121.760,1035.950,38.200];f8:[35.400,1002.415,63.130];f9:[-121.760,1035.950,38.200];f9:[35.400,1002.415,63.130];f10:[-121.760,1035.950,38.200];f10:[35.400,1002.415,63.130];f11:[-121.760,1035.950,38.200];f11:[35.400,1002.415,63.130];f12:[-121.760,1035.950,38.200];f12:[35.400,1002.415,63.130]",Peak speed ~162.620 between frames 8-9.,Vertical span from 1002.415 (f8) to 1035.950 (f8).,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a high region.,UIElement,,"As a UIElement, this object travels quickly over a long distance with strong changes in height. Its motion phases over time: HORIZ_HIGH:1.00. Key positions along its path: f8:[-121.760,1035.950,38.200];f8:[35.400,1002.415,63.130];f9:[-121.760,1035.950,38.200];f9:[35.400,1002.415,63.130];f10:[-121.760,1035.950,38.200];f10:[35.400,1002.415,63.130];f11:[-121.760,1035.950,38.200];f11:[35.400,1002.415,63.130];f12:[-121.760,1035.950,38.200];f12:[35.400,1002.415,63.130]. Notable moments: Peak speed ~162.620 between frames 8-9. Vertical span from 1002.415 (f8) to 1035.950 (f8)."
zoneSEA/cellSea_Vault001/Sector/Flora/mossDrape05 (1)/drapeMoss02,Mesh,8,12,"[817.67,32.85,106.57]","[972.97,12.73,68.56]",644.579422569477,161.14485564236924,161.14485564236924,1.0,stable,huge,HORIZ_HIGH,HORIZ_HIGH:1.00,"f8:[817.670,32.850,106.570];f8:[972.970,12.730,68.560];f9:[817.670,32.850,106.570];f9:[972.970,12.730,68.560];f10:[817.670,32.850,106.570];f10:[972.970,12.730,68.560];f11:[817.670,32.850,106.570];f11:[972.970,12.730,68.560];f12:[817.670,32.850,106.570];f12:[972.970,12.730,68.560]",Peak speed ~161.145 between frames 8-9.,Vertical span from 12.730 (f8) to 32.850 (f8).,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a high region.,DynamicObject,,"As a DynamicObject, this object travels quickly over a long distance with strong changes in height. Its motion phases over time: HORIZ_HIGH:1.00. Key positions along its path: f8:[817.670,32.850,106.570];f8:[972.970,12.730,68.560];f9:[817.670,32.850,106.570];f9:[972.970,12.730,68.560];f10:[817.670,32.850,106.570];f10:[972.970,12.730,68.560];f11:[817.670,32.850,106.570];f11:[972.970,12.730,68.560];f12:[817.670,32.850,106.570];f12:[972.970,12.730,68.560]. Notable moments: Peak speed ~161.145 between frames 8-9. Vertical span from 12.730 (f8) to 32.850 (f8)."
zoneMOSS/cellMoss_Archipelago/Sector/Constructs/woodBridgeBroke02,Mesh,8,12,"[-378.74,-3.49,730.8]","[-400.96,-3.95,890.14]",643.5299601417172,160.8824900354293,160.8824900354293,1.0,stable,huge,HORIZ_LOW,HORIZ_LOW:1.00,"f8:[-378.740,-3.490,730.800];f8:[-400.960,-3.950,890.140];f9:[-378.740,-3.490,730.800];f9:[-400.960,-3.950,890.140];f10:[-378.740,-3.490,730.800];f10:[-400.960,-3.950,890.140];f11:[-378.740,-3.490,730.800];f11:[-400.960,-3.950,890.140];f12:[-378.740,-3.490,730.800];f12:[-400.960,-3.950,890.140]",Peak speed ~160.882 between frames 8-9.,Vertical span from -3.950 (f8) to -3.490 (f8).,long,fast,flat,Overall: moves quickly over a long distance with almost no vertical change. Phases: moves across the scene in a low region.,DynamicObject,,"As a DynamicObject, this object travels quickly over a long distance with almost no vertical change. Its motion phases over time: HORIZ_LOW:1.00. Key positions along its path: f8:[-378.740,-3.490,730.800];f8:[-400.960,-3.950,890.140];f9:[-378.740,-3.490,730.800];f9:[-400.960,-3.950,890.140];f10:[-378.740,-3.490,730.800];f10:[-400.960,-3.950,890.140];f11:[-378.740,-3.490,730.800];f11:[-400.960,-3.950,890.140];f12:[-378.740,-3.490,730.800];f12:[-400.960,-3.950,890.140]. Notable moments: Peak speed ~160.882 between frames 8-9. Vertical span from -3.950 (f8) to -3.490 (f8)."
zoneVALLEY/cellValley_RaceTrack1/Sector/Solid Filler/valley_rockLip02 (2),Mesh,8,12,"[-710.243,16.262,-928.21]","[-689.22,23.94,-768.92]",643.4186483216043,160.85466208040108,160.85466208040108,1.0,stable,huge,HORIZ_HIGH,HORIZ_HIGH:1.00,"f8:[-710.243,16.262,-928.210];f8:[-689.220,23.940,-768.920];f9:[-710.243,16.262,-928.210];f9:[-689.220,23.940,-768.920];f10:[-710.243,16.262,-928.210];f10:[-689.220,23.940,-768.920];f11:[-710.243,16.262,-928.210];f11:[-689.220,23.940,-768.920];f12:[-710.243,16.262,-928.210];f12:[-689.220,23.940,-768.920]",Peak speed ~160.855 between frames 8-9.,Vertical span from 16.262 (f8) to 23.940 (f8).,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a high region.,DynamicObject,,"As a DynamicObject, this object travels quickly over a long distance with some vertical variation. Its motion phases over time: HORIZ_HIGH:1.00. Key positions along its path: f8:[-710.243,16.262,-928.210];f8:[-689.220,23.940,-768.920];f9:[-710.243,16.262,-928.210];f9:[-689.220,23.940,-768.920];f10:[-710.243,16.262,-928.210];f10:[-689.220,23.940,-768.920];f11:[-710.243,16.262,-928.210];f11:[-689.220,23.940,-768.920];f12:[-710.243,16.262,-928.210];f12:[-689.220,23.940,-768.920]. Notable moments: Peak speed ~160.855 between frames 8-9. Vertical span from 16.262 (f8) to 23.940 (f8)."
zoneVALLEY/cellValley_RaceTrack1/Sector/Mountains/mtnBluffQuar02/mountaintop,Mesh,8,12,"[-683.08,32.72,-971.71]","[-703.05,30.241,-814.479]",634.0540507180755,158.51351267951887,158.51351267951887,1.0,stable,huge,HORIZ_HIGH,HORIZ_HIGH:1.00,"f8:[-683.080,32.720,-971.710];f8:[-703.050,30.241,-814.479];f9:[-683.080,32.720,-971.710];f9:[-703.050,30.241,-814.479];f10:[-683.080,32.720,-971.710];f10:[-703.050,30.241,-814.479];f11:[-683.080,32.720,-971.710];f11:[-703.050,30.241,-814.479];f12:[-683.080,32.720,-971.710];f12:[-703.050,30.241,-814.479]",Peak speed ~158.514 between frames 8-9.,Vertical span from 30.241 (f8) to 32.720 (f8).,long,fast,flat,Overall: moves quickly over a long distance with almost no vertical change. Phases: moves across the scene in a high region.,DynamicObject,,"As a DynamicObject, this object travels quickly over a long distance with almost no vertical change. Its motion phases over time: HORIZ_HIGH:1.00. Key positions along its path: f8:[-683.080,32.720,-971.710];f8:[-703.050,30.241,-814.479];f9:[-683.080,32.720,-971.710];f9:[-703.050,30.241,-814.479];f10:[-683.080,32.720,-971.710];f10:[-703.050,30.241,-814.479];f11:[-683.080,32.720,-971.710];f11:[-703.050,30.241,-814.479];f12:[-683.080,32.720,-971.710];f12:[-703.050,30.241,-814.479]. Notable moments: Peak speed ~158.514 between frames 8-9. Vertical span from 30.241 (f8) to 32.720 (f8)."
zoneVALLEY/cellValley_RaceTrack1/Sector/Solid Filler/valley_rockLip02 (1),Mesh,8,12,"[-628.88,18.45,-775.3]","[-686.16,12.62,-922.75]",633.1696745738856,158.2924186434714,158.2924186434714,1.0,stable,huge,HORIZ_MID,HORIZ_MID:1.00,"f8:[-628.880,18.450,-775.300];f8:[-686.160,12.620,-922.750];f9:[-628.880,18.450,-775.300];f9:[-686.160,12.620,-922.750];f10:[-628.880,18.450,-775.300];f10:[-686.160,12.620,-922.750];f11:[-628.880,18.450,-775.300];f11:[-686.160,12.620,-922.750];f12:[-628.880,18.450,-775.300];f12:[-686.160,12.620,-922.750]",Peak speed ~158.292 between frames 8-9.,Vertical span from 12.620 (f8) to 18.450 (f8).,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a mid-height region.,DynamicObject,,"As a DynamicObject, this object travels quickly over a long distance with some vertical variation. Its motion phases over time: HORIZ_MID:1.00. Key positions along its path: f8:[-628.880,18.450,-775.300];f8:[-686.160,12.620,-922.750];f9:[-628.880,18.450,-775.300];f9:[-686.160,12.620,-922.750];f10:[-628.880,18.450,-775.300];f10:[-686.160,12.620,-922.750];f11:[-628.880,18.450,-775.300];f11:[-686.160,12.620,-922.750];f12:[-628.880,18.450,-775.300];f12:[-686.160,12.620,-922.750]. Notable moments: Peak speed ~158.292 between frames 8-9. Vertical span from 12.620 (f8) to 18.450 (f8)."
zoneVALLEY/cellValley_RaceTrack2/Sector/Solid Filler/valley_ramp04,Mesh,8,12,"[-118.32,8.76,-845.738]","[-243.904,10.43,-941.51]",631.7772511257427,157.94431278143568,157.94431278143568,1.0,stable,huge,HORIZ_MID,HORIZ_MID:1.00,"f8:[-118.320,8.760,-845.738];f8:[-122.850,6.851,-885.700];f8:[-243.904,10.430,-941.510];f9:[-118.320,8.760,-845.738];f9:[-243.904,10.430,-941.510];f10:[-118.320,8.760,-845.738];f10:[-122.850,6.851,-885.700];f10:[-243.904,10.430,-941.510];f11:[-122.850,6.851,-885.700];f11:[-243.904,10.430,-941.510];f12:[-118.320,8.760,-845.738];f12:[-243.904,10.430,-941.510]",Peak speed ~157.944 between frames 8-9.,Vertical span from 6.851 (f8) to 10.430 (f8).,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a mid-height region.,DynamicObject,,"As a DynamicObject, this object travels quickly over a long distance with some vertical variation. Its motion phases over time: HORIZ_MID:1.00. Key positions along its path: f8:[-118.320,8.760,-845.738];f8:[-122.850,6.851,-885.700];f8:[-243.904,10.430,-941.510];f9:[-118.320,8.760,-845.738];f9:[-243.904,10.430,-941.510];f10:[-118.320,8.760,-845.738];f10:[-122.850,6.851,-885.700];f10:[-243.904,10.430,-941.510];f11:[-122.850,6.851,-885.700];f11:[-243.904,10.430,-941.510];f12:[-118.320,8.760,-845.738];f12:[-243.904,10.430,-941.510]. Notable moments: Peak speed ~157.944 between frames 8-9. Vertical span from 6.851 (f8) to 10.430 (f8)."
zoneVALLEY/cellValley_RaceTrack2/Sector/Main Nav/valley_platform01 (1),Mesh,8,12,"[-225.25,24.317,-1006.06]","[-241.4,16.651,-849.548]",630.1186707279826,157.52966768199565,157.52966768199565,1.0,stable,huge,HORIZ_HIGH,HORIZ_HIGH:1.00,"f8:[-225.250,24.317,-1006.060];f8:[-182.489,15.516,-937.466];f8:[-241.400,16.651,-849.548];f9:[-225.250,24.317,-1006.060];f9:[-241.400,16.651,-849.548];f10:[-225.250,24.317,-1006.060];f10:[-182.489,15.516,-937.466];f10:[-241.400,16.651,-849.548];f11:[-182.489,15.516,-937.466];f11:[-241.400,16.651,-849.548];f12:[-225.250,24.317,-1006.060];f12:[-241.400,16.651,-849.548]",Peak speed ~157.530 between frames 8-9.,Vertical span from 15.516 (f8) to 24.317 (f8).,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a high region.,StaticEnvironment,moves close to zoneVALLEY/cellValley_RaceTrack2/Sector/Grass/grassValleyColony02 (2)/grassThinColony02_LOD0; moves close to zoneVALLEY/cellValley_RaceTrack2/Sector/Grass/grassValleyColony02 (2)/grassThinColony02_LOD1; moves close to zoneVALLEY/cellValley_RaceTrack2/Sector/Grass/grassValleyColony02 (2)/grassThinColony02_LOD2.,"As a StaticEnvironment, this object travels quickly over a long distance with some vertical variation. Its motion phases over time: HORIZ_HIGH:1.00. Key positions along its path: f8:[-225.250,24.317,-1006.060];f8:[-182.489,15.516,-937.466];f8:[-241.400,16.651,-849.548];f9:[-225.250,24.317,-1006.060];f9:[-241.400,16.651,-849.548];f10:[-225.250,24.317,-1006.060];f10:[-182.489,15.516,-937.466];f10:[-241.400,16.651,-849.548];f11:[-182.489,15.516,-937.466];f11:[-241.400,16.651,-849.548];f12:[-225.250,24.317,-1006.060];f12:[-241.400,16.651,-849.548]. It moves close to zoneVALLEY/cellValley_RaceTrack2/Sector/Grass/grassValleyColony02 (2)/grassThinColony02_LOD0; moves close to zoneVALLEY/cellValley_RaceTrack2/Sector/Grass/grassValleyColony02 (2)/grassThinColony02_LOD1; moves close to zoneVALLEY/cellValley_RaceTrack2/Sector/Grass/grassValleyColony02 (2)/grassThinColony02_LOD2. Notable moments: Peak speed ~157.530 between frames 8-9. Vertical span from 15.516 (f8) to 24.317 (f8)."
zoneREEF/cellReef_RingIsland/Sector/Rocks/rockCrag01 (29),Mesh,8,12,"[-634.117,-8.67,-236.752]","[-530.087,-4.74,-119.222]",628.0253077703159,157.00632694257897,157.00632694257897,1.0,stable,huge,HORIZ_LOW,HORIZ_LOW:1.00,"f8:[-634.117,-8.670,-236.752];f8:[-530.087,-4.740,-119.222];f9:[-634.117,-8.670,-236.752];f9:[-530.087,-4.740,-119.222];f10:[-634.117,-8.670,-236.752];f10:[-530.087,-4.740,-119.222];f11:[-634.117,-8.670,-236.752];f11:[-530.087,-4.740,-119.222];f12:[-634.117,-8.670,-236.752];f12:[-530.087,-4.740,-119.222]",Peak speed ~157.006 between frames 8-9.,Vertical span from -8.670 (f8) to -4.740 (f8).,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a low region.,DynamicObject,,"As a DynamicObject, this object travels quickly over a long distance with some vertical variation. Its motion phases over time: HORIZ_LOW:1.00. Key positions along its path: f8:[-634.117,-8.670,-236.752];f8:[-530.087,-4.740,-119.222];f9:[-634.117,-8.670,-236.752];f9:[-530.087,-4.740,-119.222];f10:[-634.117,-8.670,-236.752];f10:[-530.087,-4.740,-119.222];f11:[-634.117,-8.670,-236.752];f11:[-530.087,-4.740,-119.222];f12:[-634.117,-8.670,-236.752];f12:[-530.087,-4.740,-119.222]. Notable moments: Peak speed ~157.006 between frames 8-9. Vertical span from -8.670 (f8) to -4.740 (f8)."
zoneVALLEY/cellValley_RaceTrack2/Sector/Grass/grassValleyColony02 (2)/grassThinColony02_LOD2,Mesh,8,12,"[-151.585,19.051,-1036.94]","[-247.12,16.199,-859.9]",804.7681080062756,201.1920270015689,201.1920270015689,1.0,stable,large,HORIZ_MID,HORIZ_MID:1.00,"f8:[-151.585,19.051,-1036.940];f8:[-225.815,24.156,-1005.458];f8:[-247.120,16.199,-859.900];f9:[-151.585,19.051,-1036.940];f9:[-247.120,16.199,-859.900];f10:[-151.585,19.051,-1036.940];f10:[-225.815,24.156,-1005.458];f10:[-247.120,16.199,-859.900];f11:[-225.815,24.156,-1005.458];f11:[-247.120,16.199,-859.900];f12:[-151.585,19.051,-1036.940];f12:[-247.120,16.199,-859.900]",Peak speed ~201.192 between frames 8-9.,Vertical span from 16.199 (f8) to 24.156 (f8).,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a mid-height region.,DynamicObject,touches zoneVALLEY/cellValley_RaceTrack2/Sector/Grass/grassValleyColony02 (2)/grassThinColony02_LOD0; touches zoneVALLEY/cellValley_RaceTrack2/Sector/Grass/grassValleyColony02 (2)/grassThinColony02_LOD1; touches zoneVALLEY/cellValley_RaceTrack2/Sector/Grass/grassValleyColony02 (2)/grassThinColony02_LOD3.,"As a DynamicObject, this object travels quickly over a long distance with some vertical variation. Its motion phases over time: HORIZ_MID:1.00. Key positions along its path: f8:[-151.585,19.051,-1036.940];f8:[-225.815,24.156,-1005.458];f8:[-247.120,16.199,-859.900];f9:[-151.585,19.051,-1036.940];f9:[-247.120,16.199,-859.900];f10:[-151.585,19.051,-1036.940];f10:[-225.815,24.156,-1005.458];f10:[-247.120,16.199,-859.900];f11:[-225.815,24.156,-1005.458];f11:[-247.120,16.199,-859.900];f12:[-151.585,19.051,-1036.940];f12:[-247.120,16.199,-859.900]. It touches zoneVALLEY/cellValley_RaceTrack2/Sector/Grass/grassValleyColony02 (2)/grassThinColony02_LOD0; touches zoneVALLEY/cellValley_RaceTrack2/Sector/Grass/grassValleyColony02 (2)/grassThinColony02_LOD1; touches zoneVALLEY/cellValley_RaceTrack2/Sector/Grass/grassValleyColony02 (2)/grassThinColony02_LOD3. Notable moments: Peak speed ~201.192 between frames 8-9. Vertical span from 16.199 (f8) to 24.156 (f8)."
zoneVALLEY/cellValley_RaceTrack1/Sector/Solid Filler/valley_rockLip02,Mesh,8,12,"[-664.5,23.571,-764.949]","[-673.66,11.88,-920.68]",625.7504862738822,156.43762156847055,156.43762156847055,1.0,stable,huge,HORIZ_HIGH,HORIZ_HIGH:1.00,"f8:[-664.500,23.571,-764.949];f8:[-673.660,11.880,-920.680];f9:[-664.500,23.571,-764.949];f9:[-673.660,11.880,-920.680];f10:[-664.500,23.571,-764.949];f10:[-673.660,11.880,-920.680];f11:[-664.500,23.571,-764.949];f11:[-673.660,11.880,-920.680];f12:[-664.500,23.571,-764.949];f12:[-673.660,11.880,-920.680]",Peak speed ~156.438 between frames 8-9.,Vertical span from 11.880 (f8) to 23.571 (f8).,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a high region.,DynamicObject,,"As a DynamicObject, this object travels quickly over a long distance with some vertical variation. Its motion phases over time: HORIZ_HIGH:1.00. Key positions along its path: f8:[-664.500,23.571,-764.949];f8:[-673.660,11.880,-920.680];f9:[-664.500,23.571,-764.949];f9:[-673.660,11.880,-920.680];f10:[-664.500,23.571,-764.949];f10:[-673.660,11.880,-920.680];f11:[-664.500,23.571,-764.949];f11:[-673.660,11.880,-920.680];f12:[-664.500,23.571,-764.949];f12:[-673.660,11.880,-920.680]. Notable moments: Peak speed ~156.438 between frames 8-9. Vertical span from 11.880 (f8) to 23.571 (f8)."
zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony02 (3)/grassThinColony02_LOD1,Mesh,8,12,"[-607.851,19.641,-909.256]","[-771.692,21.388,-795.995]",796.7431647500968,199.1857911875242,199.1857911875242,1.0,stable,large,HORIZ_HIGH,HORIZ_HIGH:1.00,"f8:[-607.851,19.641,-909.256];f8:[-771.692,21.388,-795.995];f9:[-607.851,19.641,-909.256];f9:[-771.692,21.388,-795.995];f10:[-607.851,19.641,-909.256];f10:[-771.692,21.388,-795.995];f11:[-607.851,19.641,-909.256];f11:[-771.692,21.388,-795.995];f12:[-607.851,19.641,-909.256];f12:[-771.692,21.388,-795.995]",Peak speed ~199.186 between frames 8-9.,Vertical span from 19.641 (f8) to 21.388 (f8).,long,fast,flat,Overall: moves quickly over a long distance with almost no vertical change. Phases: moves across the scene in a high region.,DynamicObject,touches zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony02 (3)/grassThinColony02_LOD0; touches zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony02 (3)/grassThinColony02_LOD2; touches zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony02 (3)/grassThinColony02_LOD3.,"As a DynamicObject, this object travels quickly over a long distance with almost no vertical change. Its motion phases over time: HORIZ_HIGH:1.00. Key positions along its path: f8:[-607.851,19.641,-909.256];f8:[-771.692,21.388,-795.995];f9:[-607.851,19.641,-909.256];f9:[-771.692,21.388,-795.995];f10:[-607.851,19.641,-909.256];f10:[-771.692,21.388,-795.995];f11:[-607.851,19.641,-909.256];f11:[-771.692,21.388,-795.995];f12:[-607.851,19.641,-909.256];f12:[-771.692,21.388,-795.995]. It touches zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony02 (3)/grassThinColony02_LOD0; touches zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony02 (3)/grassThinColony02_LOD2; touches zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony02 (3)/grassThinColony02_LOD3. Notable moments: Peak speed ~199.186 between frames 8-9. Vertical span from 19.641 (f8) to 21.388 (f8)."
zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony02 (3)/grassThinColony02_LOD0,Mesh,8,12,"[-607.851,19.641,-909.256]","[-771.692,21.388,-795.995]",796.7431647500968,199.1857911875242,199.1857911875242,1.0,stable,large,HORIZ_HIGH,HORIZ_HIGH:1.00,"f8:[-607.851,19.641,-909.256];f8:[-771.692,21.388,-795.995];f9:[-607.851,19.641,-909.256];f9:[-771.692,21.388,-795.995];f10:[-607.851,19.641,-909.256];f10:[-771.692,21.388,-795.995];f11:[-607.851,19.641,-909.256];f11:[-771.692,21.388,-795.995];f12:[-607.851,19.641,-909.256];f12:[-771.692,21.388,-795.995]",Peak speed ~199.186 between frames 8-9.,Vertical span from 19.641 (f8) to 21.388 (f8).,long,fast,flat,Overall: moves quickly over a long distance with almost no vertical change. Phases: moves across the scene in a high region.,DynamicObject,touches zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony02 (3)/grassThinColony02_LOD1; touches zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony02 (3)/grassThinColony02_LOD2; touches zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony02 (3)/grassThinColony02_LOD3.,"As a DynamicObject, this object travels quickly over a long distance with almost no vertical change. Its motion phases over time: HORIZ_HIGH:1.00. Key positions along its path: f8:[-607.851,19.641,-909.256];f8:[-771.692,21.388,-795.995];f9:[-607.851,19.641,-909.256];f9:[-771.692,21.388,-795.995];f10:[-607.851,19.641,-909.256];f10:[-771.692,21.388,-795.995];f11:[-607.851,19.641,-909.256];f11:[-771.692,21.388,-795.995];f12:[-607.851,19.641,-909.256];f12:[-771.692,21.388,-795.995]. It touches zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony02 (3)/grassThinColony02_LOD1; touches zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony02 (3)/grassThinColony02_LOD2; touches zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony02 (3)/grassThinColony02_LOD3. Notable moments: Peak speed ~199.186 between frames 8-9. Vertical span from 19.641 (f8) to 21.388 (f8)."
